Language	Trimming	ID	Count
CONSTENLACHIBCHAN	none	ID_228	4
CONSTENLACHIBCHAN	none	ID_229	5
CONSTENLACHIBCHAN	none	ID_230	3
CONSTENLACHIBCHAN	none	ID_231	6
CONSTENLACHIBCHAN	none	ID_232	7
CONSTENLACHIBCHAN	none	ID_233	5
CONSTENLACHIBCHAN	none	ID_234	5
CONSTENLACHIBCHAN	none	ID_235	5
CONSTENLACHIBCHAN	none	ID_236	5
CONSTENLACHIBCHAN	none	ID_237	4
CONSTENLACHIBCHAN	none	ID_238	4
CONSTENLACHIBCHAN	none	ID_239	16
CONSTENLACHIBCHAN	none	ID_240	8
CONSTENLACHIBCHAN	none	ID_241	6
CONSTENLACHIBCHAN	none	ID_242	6
CONSTENLACHIBCHAN	none	ID_243	11
CONSTENLACHIBCHAN	none	ID_244	12
CONSTENLACHIBCHAN	none	ID_245	5
CONSTENLACHIBCHAN	none	ID_246	14
CONSTENLACHIBCHAN	none	ID_247	6
CONSTENLACHIBCHAN	none	ID_248	14
CONSTENLACHIBCHAN	none	ID_249	10
CONSTENLACHIBCHAN	none	ID_250	10
CONSTENLACHIBCHAN	none	ID_251	5
CONSTENLACHIBCHAN	none	ID_252	5
CONSTENLACHIBCHAN	none	ID_253	7
CONSTENLACHIBCHAN	none	ID_254	9
CONSTENLACHIBCHAN	none	ID_255	9
CONSTENLACHIBCHAN	none	ID_256	5
CONSTENLACHIBCHAN	none	ID_257	13
CONSTENLACHIBCHAN	none	ID_258	6
CONSTENLACHIBCHAN	none	ID_259	10
CONSTENLACHIBCHAN	none	ID_260	9
CONSTENLACHIBCHAN	none	ID_261	7
CONSTENLACHIBCHAN	none	ID_262	8
CONSTENLACHIBCHAN	none	ID_263	13
CONSTENLACHIBCHAN	none	ID_264	8
CONSTENLACHIBCHAN	none	ID_265	15
CONSTENLACHIBCHAN	none	ID_266	7
CONSTENLACHIBCHAN	none	ID_267	10
CONSTENLACHIBCHAN	none	ID_268	1
CONSTENLACHIBCHAN	none	ID_269	1
CONSTENLACHIBCHAN	none	ID_270	1
CONSTENLACHIBCHAN	none	ID_271	1
CONSTENLACHIBCHAN	none	ID_272	1
CONSTENLACHIBCHAN	none	ID_273	1
CONSTENLACHIBCHAN	none	ID_274	1
CONSTENLACHIBCHAN	none	ID_275	1
CONSTENLACHIBCHAN	none	ID_276	1
CONSTENLACHIBCHAN	none	ID_277	1
CONSTENLACHIBCHAN	none	ID_278	1
CONSTENLACHIBCHAN	none	ID_279	1
CONSTENLACHIBCHAN	none	ID_280	1
CONSTENLACHIBCHAN	none	ID_281	1
CONSTENLACHIBCHAN	none	ID_282	1
CONSTENLACHIBCHAN	none	ID_283	1
CONSTENLACHIBCHAN	none	ID_284	1
CONSTENLACHIBCHAN	none	ID_285	1
CONSTENLACHIBCHAN	none	ID_286	1
CONSTENLACHIBCHAN	none	ID_287	1
CONSTENLACHIBCHAN	none	ID_288	1
CONSTENLACHIBCHAN	none	ID_289	1
CONSTENLACHIBCHAN	none	ID_290	1
CONSTENLACHIBCHAN	none	ID_291	1
CONSTENLACHIBCHAN	none	ID_292	1
CONSTENLACHIBCHAN	none	ID_293	1
CONSTENLACHIBCHAN	none	ID_294	1
CONSTENLACHIBCHAN	none	ID_295	1
CONSTENLACHIBCHAN	none	ID_296	1
CONSTENLACHIBCHAN	none	ID_297	1
CONSTENLACHIBCHAN	none	ID_298	1
CONSTENLACHIBCHAN	none	ID_299	1
CONSTENLACHIBCHAN	none	ID_300	1
CONSTENLACHIBCHAN	none	ID_301	1
CONSTENLACHIBCHAN	none	ID_302	1
CONSTENLACHIBCHAN	none	ID_303	1
CONSTENLACHIBCHAN	none	ID_304	1
CONSTENLACHIBCHAN	none	ID_305	1
CONSTENLACHIBCHAN	none	ID_306	1
CONSTENLACHIBCHAN	none	ID_307	1
CONSTENLACHIBCHAN	none	ID_308	1
CONSTENLACHIBCHAN	none	ID_309	1
CONSTENLACHIBCHAN	none	ID_310	1
CONSTENLACHIBCHAN	none	ID_311	1
CONSTENLACHIBCHAN	none	ID_312	1
CONSTENLACHIBCHAN	none	ID_313	1
CONSTENLACHIBCHAN	none	ID_314	1
CONSTENLACHIBCHAN	none	ID_315	1
CONSTENLACHIBCHAN	none	ID_316	1
CONSTENLACHIBCHAN	none	ID_317	1
CONSTENLACHIBCHAN	none	ID_318	1
CONSTENLACHIBCHAN	none	ID_319	1
CONSTENLACHIBCHAN	none	ID_320	1
CONSTENLACHIBCHAN	none	ID_321	1
CONSTENLACHIBCHAN	none	ID_322	1
CONSTENLACHIBCHAN	none	ID_323	1
CONSTENLACHIBCHAN	none	ID_324	1
CONSTENLACHIBCHAN	none	ID_325	1
CONSTENLACHIBCHAN	none	ID_326	1
CONSTENLACHIBCHAN	none	ID_327	1
CONSTENLACHIBCHAN	none	ID_328	1
CONSTENLACHIBCHAN	none	ID_329	1
CONSTENLACHIBCHAN	none	ID_330	1
CONSTENLACHIBCHAN	none	ID_331	1
CONSTENLACHIBCHAN	none	ID_332	1
CONSTENLACHIBCHAN	none	ID_333	1
CONSTENLACHIBCHAN	none	ID_334	1
CONSTENLACHIBCHAN	none	ID_335	1
CONSTENLACHIBCHAN	none	ID_336	1
CONSTENLACHIBCHAN	none	ID_337	1
CONSTENLACHIBCHAN	none	ID_338	1
CONSTENLACHIBCHAN	none	ID_339	1
CONSTENLACHIBCHAN	none	ID_340	1
CONSTENLACHIBCHAN	none	ID_341	1
CONSTENLACHIBCHAN	none	ID_342	1
CONSTENLACHIBCHAN	none	ID_343	1
CONSTENLACHIBCHAN	none	ID_344	1
CONSTENLACHIBCHAN	none	ID_345	1
CONSTENLACHIBCHAN	none	ID_346	1
CONSTENLACHIBCHAN	none	ID_347	1
CONSTENLACHIBCHAN	none	ID_348	1
CONSTENLACHIBCHAN	none	ID_349	1
CONSTENLACHIBCHAN	none	ID_350	1
CONSTENLACHIBCHAN	none	ID_351	1
CONSTENLACHIBCHAN	none	ID_352	1
CONSTENLACHIBCHAN	none	ID_353	1
CONSTENLACHIBCHAN	none	ID_354	1
CONSTENLACHIBCHAN	none	ID_355	1
CONSTENLACHIBCHAN	none	ID_356	1
CONSTENLACHIBCHAN	none	ID_357	1
CONSTENLACHIBCHAN	none	ID_358	1
CONSTENLACHIBCHAN	none	ID_359	1
CONSTENLACHIBCHAN	none	ID_360	1
CONSTENLACHIBCHAN	none	ID_361	1
CONSTENLACHIBCHAN	none	ID_362	1
CONSTENLACHIBCHAN	none	ID_363	1
CONSTENLACHIBCHAN	none	ID_364	1
CONSTENLACHIBCHAN	none	ID_365	1
CONSTENLACHIBCHAN	none	ID_366	1
CONSTENLACHIBCHAN	none	ID_367	1
CONSTENLACHIBCHAN	none	ID_368	1
CONSTENLACHIBCHAN	none	ID_369	1
CONSTENLACHIBCHAN	none	ID_370	1
CONSTENLACHIBCHAN	none	ID_371	1
CONSTENLACHIBCHAN	none	ID_372	1
CONSTENLACHIBCHAN	none	ID_373	1
CONSTENLACHIBCHAN	none	ID_374	1
CONSTENLACHIBCHAN	none	ID_375	1
CONSTENLACHIBCHAN	none	ID_376	1
CONSTENLACHIBCHAN	none	ID_377	1
CONSTENLACHIBCHAN	none	ID_378	1
CONSTENLACHIBCHAN	none	ID_379	1
CONSTENLACHIBCHAN	none	ID_380	1
CONSTENLACHIBCHAN	none	ID_381	1
CONSTENLACHIBCHAN	none	ID_382	1
CONSTENLACHIBCHAN	none	ID_383	1
CONSTENLACHIBCHAN	none	ID_384	1
CONSTENLACHIBCHAN	none	ID_385	1
CONSTENLACHIBCHAN	none	ID_386	1
CONSTENLACHIBCHAN	none	ID_387	1
CONSTENLACHIBCHAN	none	ID_388	1
CONSTENLACHIBCHAN	none	ID_389	1
CONSTENLACHIBCHAN	none	ID_390	1
CONSTENLACHIBCHAN	none	ID_391	1
CONSTENLACHIBCHAN	none	ID_392	1
CONSTENLACHIBCHAN	none	ID_393	1
CONSTENLACHIBCHAN	none	ID_394	1
CONSTENLACHIBCHAN	none	ID_395	1
CONSTENLACHIBCHAN	none	ID_396	1
CONSTENLACHIBCHAN	none	ID_397	1
CONSTENLACHIBCHAN	none	ID_398	1
CONSTENLACHIBCHAN	none	ID_399	1
CONSTENLACHIBCHAN	none	ID_400	1
CONSTENLACHIBCHAN	none	ID_401	1
CONSTENLACHIBCHAN	none	ID_402	1
CONSTENLACHIBCHAN	none	ID_403	1
CONSTENLACHIBCHAN	none	ID_404	1
CONSTENLACHIBCHAN	none	ID_405	1
CONSTENLACHIBCHAN	none	ID_406	1
CONSTENLACHIBCHAN	none	ID_407	1
CONSTENLACHIBCHAN	none	ID_408	1
CONSTENLACHIBCHAN	none	ID_409	1
CONSTENLACHIBCHAN	none	ID_410	1
CONSTENLACHIBCHAN	none	ID_411	1
CONSTENLACHIBCHAN	none	ID_412	1
CONSTENLACHIBCHAN	none	ID_413	1
CONSTENLACHIBCHAN	none	ID_414	1
CONSTENLACHIBCHAN	none	ID_415	1
CONSTENLACHIBCHAN	none	ID_416	1
CONSTENLACHIBCHAN	none	ID_417	1
CONSTENLACHIBCHAN	none	ID_418	1
CONSTENLACHIBCHAN	none	ID_419	1
CONSTENLACHIBCHAN	none	ID_420	1
CONSTENLACHIBCHAN	none	ID_421	1
CONSTENLACHIBCHAN	none	ID_422	1
CONSTENLACHIBCHAN	gap	ID_1	2
CONSTENLACHIBCHAN	gap	ID_2	2
CONSTENLACHIBCHAN	gap	ID_3	2
CONSTENLACHIBCHAN	gap	ID_4	2
CONSTENLACHIBCHAN	gap	ID_5	2
CONSTENLACHIBCHAN	gap	ID_6	2
CONSTENLACHIBCHAN	gap	ID_7	2
CONSTENLACHIBCHAN	gap	ID_8	2
CONSTENLACHIBCHAN	gap	ID_9	2
CONSTENLACHIBCHAN	gap	ID_10	2
CONSTENLACHIBCHAN	gap	ID_11	2
CONSTENLACHIBCHAN	gap	ID_12	2
CONSTENLACHIBCHAN	gap	ID_13	2
CONSTENLACHIBCHAN	gap	ID_14	2
CONSTENLACHIBCHAN	gap	ID_15	3
CONSTENLACHIBCHAN	gap	ID_16	3
CONSTENLACHIBCHAN	gap	ID_17	2
CONSTENLACHIBCHAN	gap	ID_18	2
CONSTENLACHIBCHAN	gap	ID_19	2
CONSTENLACHIBCHAN	gap	ID_20	2
CONSTENLACHIBCHAN	gap	ID_21	2
CONSTENLACHIBCHAN	gap	ID_22	2
CONSTENLACHIBCHAN	gap	ID_23	2
CONSTENLACHIBCHAN	gap	ID_24	2
CONSTENLACHIBCHAN	gap	ID_25	3
CONSTENLACHIBCHAN	gap	ID_26	3
CONSTENLACHIBCHAN	gap	ID_27	2
CONSTENLACHIBCHAN	gap	ID_28	2
CONSTENLACHIBCHAN	gap	ID_29	2
CONSTENLACHIBCHAN	gap	ID_30	2
CONSTENLACHIBCHAN	gap	ID_31	2
CONSTENLACHIBCHAN	gap	ID_32	4
CONSTENLACHIBCHAN	gap	ID_33	2
CONSTENLACHIBCHAN	gap	ID_34	2
CONSTENLACHIBCHAN	gap	ID_35	2
CONSTENLACHIBCHAN	gap	ID_36	2
CONSTENLACHIBCHAN	gap	ID_37	2
CONSTENLACHIBCHAN	gap	ID_38	2
CONSTENLACHIBCHAN	gap	ID_39	3
CONSTENLACHIBCHAN	gap	ID_40	3
CONSTENLACHIBCHAN	gap	ID_41	4
CONSTENLACHIBCHAN	gap	ID_42	2
CONSTENLACHIBCHAN	gap	ID_43	2
CONSTENLACHIBCHAN	gap	ID_44	3
CONSTENLACHIBCHAN	gap	ID_45	2
CONSTENLACHIBCHAN	gap	ID_46	2
CONSTENLACHIBCHAN	gap	ID_47	2
CONSTENLACHIBCHAN	gap	ID_48	2
CONSTENLACHIBCHAN	gap	ID_49	2
CONSTENLACHIBCHAN	gap	ID_50	5
CONSTENLACHIBCHAN	gap	ID_51	2
CONSTENLACHIBCHAN	gap	ID_52	3
CONSTENLACHIBCHAN	gap	ID_53	3
CONSTENLACHIBCHAN	gap	ID_54	2
CONSTENLACHIBCHAN	gap	ID_55	2
CONSTENLACHIBCHAN	gap	ID_56	3
CONSTENLACHIBCHAN	gap	ID_57	2
CONSTENLACHIBCHAN	gap	ID_58	4
CONSTENLACHIBCHAN	gap	ID_59	2
CONSTENLACHIBCHAN	gap	ID_60	2
CONSTENLACHIBCHAN	gap	ID_61	3
CONSTENLACHIBCHAN	gap	ID_62	3
CONSTENLACHIBCHAN	gap	ID_63	10
CONSTENLACHIBCHAN	gap	ID_64	3
CONSTENLACHIBCHAN	gap	ID_65	3
CONSTENLACHIBCHAN	gap	ID_66	3
CONSTENLACHIBCHAN	gap	ID_67	3
CONSTENLACHIBCHAN	gap	ID_68	4
CONSTENLACHIBCHAN	gap	ID_69	4
CONSTENLACHIBCHAN	gap	ID_70	3
CONSTENLACHIBCHAN	gap	ID_71	3
CONSTENLACHIBCHAN	gap	ID_72	36
CONSTENLACHIBCHAN	gap	ID_73	2
CONSTENLACHIBCHAN	gap	ID_74	2
CONSTENLACHIBCHAN	gap	ID_75	2
CONSTENLACHIBCHAN	gap	ID_76	3
CONSTENLACHIBCHAN	gap	ID_77	2
CONSTENLACHIBCHAN	gap	ID_78	2
CONSTENLACHIBCHAN	gap	ID_79	11
CONSTENLACHIBCHAN	gap	ID_80	3
CONSTENLACHIBCHAN	gap	ID_81	5
CONSTENLACHIBCHAN	gap	ID_82	3
CONSTENLACHIBCHAN	gap	ID_83	3
CONSTENLACHIBCHAN	gap	ID_84	6
CONSTENLACHIBCHAN	gap	ID_85	5
CONSTENLACHIBCHAN	gap	ID_86	4
CONSTENLACHIBCHAN	gap	ID_87	5
CONSTENLACHIBCHAN	gap	ID_88	4
CONSTENLACHIBCHAN	gap	ID_89	3
CONSTENLACHIBCHAN	gap	ID_90	3
CONSTENLACHIBCHAN	gap	ID_91	4
CONSTENLACHIBCHAN	gap	ID_92	3
CONSTENLACHIBCHAN	gap	ID_93	3
CONSTENLACHIBCHAN	gap	ID_94	6
CONSTENLACHIBCHAN	gap	ID_95	5
CONSTENLACHIBCHAN	gap	ID_96	3
CONSTENLACHIBCHAN	gap	ID_97	3
CONSTENLACHIBCHAN	gap	ID_98	3
CONSTENLACHIBCHAN	gap	ID_99	3
CONSTENLACHIBCHAN	gap	ID_100	2
CONSTENLACHIBCHAN	gap	ID_101	2
CONSTENLACHIBCHAN	gap	ID_102	3
CONSTENLACHIBCHAN	gap	ID_103	3
CONSTENLACHIBCHAN	gap	ID_104	4
CONSTENLACHIBCHAN	gap	ID_105	3
CONSTENLACHIBCHAN	gap	ID_106	4
CONSTENLACHIBCHAN	gap	ID_107	9
CONSTENLACHIBCHAN	gap	ID_108	4
CONSTENLACHIBCHAN	gap	ID_109	4
CONSTENLACHIBCHAN	gap	ID_110	3
CONSTENLACHIBCHAN	gap	ID_111	6
CONSTENLACHIBCHAN	gap	ID_112	4
CONSTENLACHIBCHAN	gap	ID_113	8
CONSTENLACHIBCHAN	gap	ID_114	3
CONSTENLACHIBCHAN	gap	ID_115	5
CONSTENLACHIBCHAN	gap	ID_116	4
CONSTENLACHIBCHAN	gap	ID_117	4
CONSTENLACHIBCHAN	gap	ID_118	3
CONSTENLACHIBCHAN	gap	ID_119	4
CONSTENLACHIBCHAN	gap	ID_120	6
CONSTENLACHIBCHAN	gap	ID_121	5
CONSTENLACHIBCHAN	gap	ID_122	6
CONSTENLACHIBCHAN	gap	ID_123	5
CONSTENLACHIBCHAN	gap	ID_124	4
CONSTENLACHIBCHAN	gap	ID_125	5
CONSTENLACHIBCHAN	gap	ID_126	8
CONSTENLACHIBCHAN	gap	ID_127	5
CONSTENLACHIBCHAN	gap	ID_128	5
CONSTENLACHIBCHAN	gap	ID_129	4
CONSTENLACHIBCHAN	gap	ID_130	4
CONSTENLACHIBCHAN	gap	ID_131	8
CONSTENLACHIBCHAN	gap	ID_132	7
CONSTENLACHIBCHAN	gap	ID_133	5
CONSTENLACHIBCHAN	gap	ID_134	17
CONSTENLACHIBCHAN	gap	ID_135	5
CONSTENLACHIBCHAN	gap	ID_136	6
CONSTENLACHIBCHAN	gap	ID_137	5
CONSTENLACHIBCHAN	gap	ID_138	8
CONSTENLACHIBCHAN	gap	ID_139	14
CONSTENLACHIBCHAN	gap	ID_140	8
CONSTENLACHIBCHAN	gap	ID_141	6
CONSTENLACHIBCHAN	gap	ID_142	10
CONSTENLACHIBCHAN	gap	ID_143	5
CONSTENLACHIBCHAN	gap	ID_144	7
CONSTENLACHIBCHAN	gap	ID_145	11
CONSTENLACHIBCHAN	gap	ID_146	8
CONSTENLACHIBCHAN	gap	ID_147	7
CONSTENLACHIBCHAN	gap	ID_148	10
CONSTENLACHIBCHAN	gap	ID_149	4
CONSTENLACHIBCHAN	gap	ID_150	13
CONSTENLACHIBCHAN	gap	ID_151	6
CONSTENLACHIBCHAN	gap	ID_152	7
CONSTENLACHIBCHAN	gap	ID_153	11
