ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
21	Chaha	added	dǝpǝrǝm1	dǝpǝrǝm	d ə p ə r ə		1	1	d ə p ə r ə	C V C V C V	d ə p ə r ə m	d ə p ə r ə m	C V C V C V C
31	Endegagn	added	dappǝrǝ1	dappǝrǝ	d a pː ə r ə		1	1	d a pː ə r ə	C V C V C V	d a pː ə r ə -	d a pː ə r ə	C V C V C V
41	Ezha	added	dǝbbǝrǝm1	dǝbbǝrǝm	d ə bː ə r ə		1	1	d ə bː ə r ə	C V C V C V	d ə bː ə r ə m	d ə bː ə r ə m	C V C V C V C
51	Geez	added	dǝmmǝrǝ1	dǝmmǝrǝ	d ə mː ə r ə		1	1	d ə mː ə r ə	C V C V C V	d ə mː ə r ə -	d ə mː ə r ə	C V C V C V
61	Gogot	added	dǝbbeʔǝm1	dǝbbeʔǝm	d ə bː e ʔ ə		1	1	d ə bː e ʔ ə	C V C V C V	d ə bː e ʔ ə m	d ə bː e ʔ ə m	C V C V C V C
71	Gumer	added	dǝppǝrǝm1	dǝppǝrǝm	d ə pː ə r ə		1	1	d ə pː ə r ə	C V C V C V	d ə pː ə r ə m	d ə pː ə r ə m	C V C V C V C
81	Gura	added	dǝpǝrǝm1	dǝpǝrǝm	d ə p ə r ə		1	1	d ə p ə r ə	C V C V C V	d ə p ə r ə m	d ə p ə r ə m	C V C V C V C
91	Gyeto	added	dappǝrǝ1	dappǝrǝ	d a pː ə r ə		1	1	d a pː ə r ə	C V C V C V	d a pː ə r ə -	d a pː ə r ə	C V C V C V
101	Harari	added	dǝbǝla1	dǝbǝla	d ə b ə l a		1	1	d ə b ə l a	C V C V C V	d ə b ə l a -	d ə b ə l a	C V C V C V
111	Inor	added	dappǝrǝ1	dappǝrǝ	d a pː ə r ə		1	1	d a pː ə r ə	C V C V C V	d a pː ə r ə -	d a pː ə r ə	C V C V C V
121	Kistane	added	dǝbbǝlǝm1	dǝbbǝlǝm	d ə bː ə l ə		1	1	d ə bː ə l ə	C V C V C V	d ə bː ə l ə m	d ə bː ə l ə m	C V C V C V C
131	Mesqan	added	dǝbbǝrǝm1	dǝbbǝrǝm	d ə bː ə r ə		1	1	d ə bː ə r ə	C V C V C V	d ə bː ə r ə m	d ə bː ə r ə m	C V C V C V C
141	Muher	added	dǝbbǝrǝm1	dǝbbǝrǝm	d ə bː ə r ə		1	1	d ə bː ə r ə	C V C V C V	d ə bː ə r ə m	d ə bː ə r ə m	C V C V C V C
151	Oromo	added	dabale1	dabale	d a b a l e		1	1	d a b a l e	C V C V C V	d a b a l e -	d a b a l e	C V C V C V
161	Silte	added	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə		1	1	d ə b ə l ə	C V C V C V	d ə b ə l ə -	d ə b ə l ə	C V C V C V
181	Tigrigna	added	dǝmmiru1	dǝmmiru	d ə mː i r u		1	1	d ə mː i r u	C V C V C V	d ə mː i r u -	d ə mː i r u	C V C V C V
191	Wolane	added	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə		1	1	d ə b ə l ə	C V C V C V	d ə b ə l ə -	d ə b ə l ə	C V C V C V
201	Zway	added	dǝbǝlǝ1	dǝbǝlǝ	d ə b ə l ə		1	1	d ə b ə l ə	C V C V C V	d ə b ə l ə -	d ə b ə l ə	C V C V C V
2	Amharic	all	hullum1	hullum	h u lː u m		2	112	h u lː u m	C V C V C	- h u lː u m - -	h u lː u m	C V C V C
12	Argobba	all	diyyum1	diyyum	d i yy/jː u m		2	112	d i yy/jː u m	C V V V C	- d i yy/jː u m - -	d i yy/jː u m	C V V V C
52	Geez	all	kwǝll1	kwǝll	w ə lː		2	112	w ə lː - -	C V C	k w ə lː - - - -	k w ə lː	C C V C
102	Harari	all	kullu1	kullu	u lː u		2	112	- u lː u -	V C V	k - u lː u - - -	k u lː u	C V C V
122	Kistane	all	kullɨm1	kullɨm	u lː ɨ m		2	112	- u lː ɨ m	V C V C	k - u lː ɨ m - -	k u lː ɨ m	C V C V C
162	Silte	all	hullɨmkǝ1	hullɨmkǝ	h u lː ɨ m		2	112	h u lː ɨ m	C V C V C	- h u lː ɨ m k ə	h u lː ɨ m k ə	C V C V C C V
172	Tigre	all	kɨllan1	kɨllan	ɨ lː a n		2	112	- ɨ lː a n	V C V C	k - ɨ lː a n - -	k ɨ lː a n	C V C V C
182	Tigrigna	all	kullu1	kullu	u lː u		2	112	- u lː u -	V C V	k - u lː u - - -	k u lː u	C V C V
192	Wolane	all	hulɨm1	hulɨm	h u l ɨ m		2	112	h u l ɨ m	C V C V C	- h u l ɨ m - -	h u l ɨ m	C V C V C
202	Zway	all	hullu1	hullu	h u lː u		2	112	h u lː u -	C V C V	- h u lː u - - -	h u lː u	C V C V
22	Chaha	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
32	Endegagn	all	hɨnʔedi2	hɨnʔedi	h ɨ n e d		15	57	h ɨ n e d	C V C V C	h ɨ n ʔ e d i	h ɨ n ʔ e d i	C V C C V C V
42	Ezha	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
62	Gogot	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
72	Gumer	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
82	Gura	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
92	Gyeto	all	ʔɨnnɨʔ2	ʔɨnnɨʔ	ʔ ɨ nː ɨ ʔ		15	57	ʔ ɨ nː ɨ ʔ	C V C V C	ʔ ɨ nː - ɨ ʔ -	ʔ ɨ nː ɨ ʔ	C V C V C
112	Inor	all	ʔɨnnǝ2	ʔɨnnǝ	ʔ ɨ nː ə		15	57	ʔ ɨ nː ə -	C V C V	ʔ ɨ nː - ə - -	ʔ ɨ nː ə	C V C V
132	Mesqan	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
142	Muher	all	ʔɨnnɨm2	ʔɨnnɨm	ʔ ɨ nː ɨ m		15	57	ʔ ɨ nː ɨ m	C V C V C	ʔ ɨ nː - ɨ m -	ʔ ɨ nː ɨ m	C V C V C
3	Amharic	arm	kɨnd1	kɨnd	k ɨ n		3	223	k ɨ n -	C V C	k ɨ n - d -	k ɨ n d	C V C C
13	Argobba	arm	kɨrra1	kɨrra	k ɨ rː a		3	223	k ɨ rː a	C V C V	k ɨ rː - - a	k ɨ rː a	C V C V
43	Ezha	arm	hɨnnǝ1	hɨnnǝ	h ɨ nː ə		3	223	h ɨ nː ə	C V C V	h ɨ nː - - ə	h ɨ nː ə	C V C V
63	Gogot	arm	kɨrrǝ1	kɨrrǝ	k ɨ rː ə		3	223	k ɨ rː ə	C V C V	k ɨ rː - - ə	k ɨ rː ə	C V C V
73	Gumer	arm	xɨnǝ1	xɨnǝ	x ɨ n ə		3	223	x ɨ n ə	C V C V	x ɨ n - - ə	x ɨ n ə	C V C V
83	Gura	arm	hɨnǝ1	hɨnǝ	h ɨ n ə		3	223	h ɨ n ə	C V C V	h ɨ n - - ə	h ɨ n ə	C V C V
113	Inor	arm	hɨnɨʔǝ1	hɨnɨʔǝ	h ɨ n ə		3	223	h ɨ n ə	C V C V	h ɨ n ɨ ʔ ə	h ɨ n ɨ ʔ ə	C V C V C V
123	Kistane	arm	kɨrrǝ1	kɨrrǝ	k ɨ rː ə		3	223	k ɨ rː ə	C V C V	k ɨ rː - - ə	k ɨ rː ə	C V C V
133	Mesqan	arm	hɨnnǝ1	hɨnnǝ	h ɨ nː ə		3	223	h ɨ nː ə	C V C V	h ɨ nː - - ə	h ɨ nː ə	C V C V
163	Silte	arm	kire1	kire	k i r e		3	223	k i r e	C V C V	k i r - - e	k i r e	C V C V
193	Wolane	arm	kire1	kire	k i r e		3	223	k i r e	C V C V	k i r - - e	k i r e	C V C V
23	Chaha	arm	ʔagat2	ʔagat	ʔ a g a t		16	68	ʔ a g a t	C V C V C	ʔ a g a t	ʔ a g a t	C V C V C
33	Endegagn	arm	ʔagad2	ʔagad	ʔ a g a d		16	68	ʔ a g a d	C V C V C	ʔ a g a d	ʔ a g a d	C V C V C
93	Gyeto	arm	ʔagal2	ʔagal	ʔ a g a l		16	68	ʔ a g a l	C V C V C	ʔ a g a l	ʔ a g a l	C V C V C
103	Harari	arm	ħarǝќ4	ħarǝќ	ħ a r ə kʼ		29	212	ħ a r ə kʼ	C V C V C	ħ a r ə kʼ	ħ a r ə kʼ	C V C V C
173	Tigre	arm	rɨsɨќ4	rɨsɨќ	r ɨ s ɨ kʼ		29	212	r ɨ s ɨ kʼ	C V C V C	r ɨ s ɨ kʼ	r ɨ s ɨ kʼ	C V C V C
203	Zway	arm	ʔarǝќ4	ʔarǝќ	ʔ a r ə kʼ		29	212	ʔ a r ə kʼ	C V C V C	ʔ a r ə kʼ	ʔ a r ə kʼ	C V C V C
4	Amharic	back	ğǝrba1	ğǝrba	dʒ ə r b a		4	334	dʒ ə r b a	C V C C V	dʒ - ə r - b a	dʒ ə r b a	C V C C V
14	Argobba	back	ğeed1	ğeed	dʒ eː d		4	334	dʒ eː - d -	C V C	dʒ - eː - - d -	dʒ eː d	C V C
24	Chaha	back	gyišǝ1	gyišǝ	g i ʃ ə		4	334	g i - ʃ ə	C V C V	g y/j i - - ʃ ə	g y/j i ʃ ə	C V V C V
34	Endegagn	back	gyišǝ1	gyišǝ	g i ʃ ə		4	334	g i - ʃ ə	C V C V	g y/j i - - ʃ ə	g y/j i ʃ ə	C V V C V
44	Ezha	back	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə		4	334	g ɨ n ǯ/ʒ ə	C V C 0 V	g - ɨ n - ǯ/ʒ ə	g ɨ n ǯ/ʒ ə	C V C 0 V
64	Gogot	back	gɨňžǝ1	gɨňžǝ	g ɨ ň/ɲ ʒ ə		4	334	g ɨ ň/ɲ ʒ ə	C V C C V	g - ɨ ň/ɲ - ʒ ə	g ɨ ň/ɲ ʒ ə	C V C C V
84	Gura	back	ğyišǝ1	ğyišǝ	dʒ i ʃ ə		4	334	dʒ i - ʃ ə	C V C V	dʒ y/j i - - ʃ ə	dʒ y/j i ʃ ə	C V V C V
94	Gyeto	back	gišǝ1	gišǝ	g i ʃ ə		4	334	g i - ʃ ə	C V C V	g - i - - ʃ ə	g i ʃ ə	C V C V
114	Inor	back	gišɨʔǝ1	gišɨʔǝ	g i ʃ ʔ ə		4	334	g i ʃ ʔ ə	C V C C V	g - i ʃ ɨ ʔ ə	g i ʃ ɨ ʔ ə	C V C V C V
124	Kistane	back	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə		4	334	g ɨ n ǯ/ʒ ə	C V C 0 V	g - ɨ n - ǯ/ʒ ə	g ɨ n ǯ/ʒ ə	C V C 0 V
134	Mesqan	back	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə		4	334	g ɨ n ǯ/ʒ ə	C V C 0 V	g - ɨ n - ǯ/ʒ ə	g ɨ n ǯ/ʒ ə	C V C 0 V
144	Muher	back	gɨnǯǝ1	gɨnǯǝ	g ɨ n ǯ/ʒ ə		4	334	g ɨ n ǯ/ʒ ə	C V C 0 V	g - ɨ n - ǯ/ʒ ə	g ɨ n ǯ/ʒ ə	C V C 0 V
104	Harari	back	ħaći4	ħaći	ć/tʃʼ i		30	224	ć/tʃʼ i -	0 V	ħ a ć/tʃʼ i -	ħ a ć/tʃʼ i	C V 0 V
164	Silte	back	ćɨn4	ćɨn	ć/tʃʼ ɨ n		30	224	ć/tʃʼ ɨ n	0 V C	- - ć/tʃʼ ɨ n	ć/tʃʼ ɨ n	0 V C
194	Wolane	back	čɨn4	čɨn	tʃ ɨ n		30	224	tʃ ɨ n	C V C	- - tʃ ɨ n	tʃ ɨ n	C V C
5	Amharic	barley	gǝbs1	gǝbs	g ə b s		5	445	g ə b s	C V C C	g ə - b - s -	g ə b s	C V C C
55	Geez	barley	gǝbs1	gǝbs	g ə b s		5	445	g ə b s	C V C C	g ə - b - s -	g ə b s	C V C C
65	Gogot	barley	gǝbs1	gǝbs	g ə b s		5	445	g ə b s	C V C C	g ə - b - s -	g ə b s	C V C C
105	Harari	barley	guus1	guus	g uː s		5	445	g uː - s	C V C	g uː - - - s -	g uː s	C V C
125	Kistane	barley	gǝbs1	gǝbs	g ə b s		5	445	g ə b s	C V C C	g ə - b - s -	g ə b s	C V C C
155	Oromo	barley	garbuu1	garbuu	g a b		5	445	g a b -	C V C	g a r b - - uː	g a r b uː	C V C C V
205	Zway	barley	gǝbɨs1	gǝbɨs	g ə b s		5	445	g ə b s	C V C C	g ə - b ɨ s -	g ə b ɨ s	C V C V C
25	Chaha	barley	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r		17	79	ʔ ə x ɨ r	C V C V C	ʔ ə x ɨ r	ʔ ə x ɨ r	C V C V C
35	Endegagn	barley	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r		17	79	ʔ ə h ɨ r	C V C V C	ʔ ə h ɨ r	ʔ ə h ɨ r	C V C V C
45	Ezha	barley	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r		17	79	ʔ ə x ɨ r	C V C V C	ʔ ə x ɨ r	ʔ ə x ɨ r	C V C V C
75	Gumer	barley	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r		17	79	ʔ ə h ɨ r	C V C V C	ʔ ə h ɨ r	ʔ ə h ɨ r	C V C V C
85	Gura	barley	ʔǝhɨr3	ʔǝhɨr	ʔ ə h ɨ r		17	79	ʔ ə h ɨ r	C V C V C	ʔ ə h ɨ r	ʔ ə h ɨ r	C V C V C
95	Gyeto	barley	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r		17	79	ʔ ə x ɨ r	C V C V C	ʔ ə x ɨ r	ʔ ə x ɨ r	C V C V C
115	Inor	barley	ʔǝxɨr3	ʔǝxɨr	ʔ ə x ɨ r		17	79	ʔ ə x ɨ r	C V C V C	ʔ ə x ɨ r	ʔ ə x ɨ r	C V C V C
135	Mesqan	barley	ʔɨhɨr3	ʔɨhɨr	ʔ ɨ h ɨ r		17	79	ʔ ɨ h ɨ r	C V C V C	ʔ ɨ h ɨ r	ʔ ɨ h ɨ r	C V C V C
145	Muher	barley	ʔǝxi3	ʔǝxi	ʔ ə x i		17	79	ʔ ə x i -	C V C V	ʔ ə x i -	ʔ ə x i	C V C V
165	Silte	barley	ʔɨxɨl3	ʔɨxɨl	ʔ ɨ x ɨ l		17	79	ʔ ɨ x ɨ l	C V C V C	ʔ ɨ x ɨ l	ʔ ɨ x ɨ l	C V C V C
175	Tigre	barley	šɨʕir3	šɨʕir	ʃ ɨ ʕ i r		17	79	ʃ ɨ ʕ i r	C V C V C	ʃ ɨ ʕ i r	ʃ ɨ ʕ i r	C V C V C
195	Wolane	barley	ʔɨxɨl3	ʔɨxɨl	ʔ ɨ x ɨ l		17	79	ʔ ɨ x ɨ l	C V C V C	ʔ ɨ x ɨ l	ʔ ɨ x ɨ l	C V C V C
6	Amharic	beautiful	mǝlkam1	mǝlkam	m ə l k a m		6	556	m ə l k a m -	C V C C V C	m ə l k a m -	m ə l k a m	C V C C V C
26	Chaha	beautiful	mǝrkama1	mǝrkama	m ə r k a m a		6	556	m ə r k a m a	C V C C V C V	m ə r k a m a	m ə r k a m a	C V C C V C V
36	Endegagn	beautiful	mǝlkama1	mǝlkama	m ə l k a m a		6	556	m ə l k a m a	C V C C V C V	m ə l k a m a	m ə l k a m a	C V C C V C V
46	Ezha	beautiful	mǝrkamma1	mǝrkamma	m ə r k a mː a		6	556	m ə r k a mː a	C V C C V C V	m ə r k a mː a	m ə r k a mː a	C V C C V C V
66	Gogot	beautiful	mǝlkamma1	mǝlkamma	m ə l k a mː a		6	556	m ə l k a mː a	C V C C V C V	m ə l k a mː a	m ə l k a mː a	C V C C V C V
76	Gumer	beautiful	mǝrkamma1	mǝrkamma	m ə r k a mː a		6	556	m ə r k a mː a	C V C C V C V	m ə r k a mː a	m ə r k a mː a	C V C C V C V
86	Gura	beautiful	mǝrkama1	mǝrkama	m ə r k a m a		6	556	m ə r k a m a	C V C C V C V	m ə r k a m a	m ə r k a m a	C V C C V C V
96	Gyeto	beautiful	mǝrkama1	mǝrkama	m ə r k a m a		6	556	m ə r k a m a	C V C C V C V	m ə r k a m a	m ə r k a m a	C V C C V C V
116	Inor	beautiful	mǝrkama1	mǝrkama	m ə r k a m a		6	556	m ə r k a m a	C V C C V C V	m ə r k a m a	m ə r k a m a	C V C C V C V
126	Kistane	beautiful	mǝlkama1	mǝlkama	m ə l k a m a		6	556	m ə l k a m a	C V C C V C V	m ə l k a m a	m ə l k a m a	C V C C V C V
136	Mesqan	beautiful	mǝlkama1	mǝlkama	m ə l k a m a		6	556	m ə l k a m a	C V C C V C V	m ə l k a m a	m ə l k a m a	C V C C V C V
146	Muher	beautiful	mǝlkama1	mǝlkama	m ə l k a m a		6	556	m ə l k a m a	C V C C V C V	m ə l k a m a	m ə l k a m a	C V C C V C V
206	Zway	beautiful	mǝlkǝmma1	mǝlkǝmma	m ə l k ə mː a		6	556	m ə l k ə mː a	C V C C V C V	m ə l k ə mː a	m ə l k ə mː a	C V C C V C V
156	Oromo	beautiful	bareeddu5	bareeddu	b a r eː dː u		42	357	b a r eː dː u	C V C V C V	b a r eː dː u	b a r eː dː u	C V C V C V
166	Silte	beautiful	bǝreedǝ5	bǝreedǝ	b ə r eː d ə		42	357	b ə r eː d ə	C V C V C V	b ə r eː d ə	b ə r eː d ə	C V C V C V
196	Wolane	beautiful	bǝredǝ5	bǝredǝ	b ə r e d ə		42	357	b ə r e d ə	C V C V C V	b ə r e d ə	b ə r e d ə	C V C V C V
7	Amharic	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
17	Argobba	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
27	Chaha	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
47	Ezha	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
67	Gogot	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
77	Gumer	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
87	Gura	bed	ʔarga1	ʔarga	ʔ a r g a		7	646	ʔ a r g a	C V C C V	ʔ a r g a	ʔ a r g a	C V C C V
97	Gyeto	bed	ʔarga1	ʔarga	ʔ a r g a		7	646	ʔ a r g a	C V C C V	ʔ a r g a	ʔ a r g a	C V C C V
117	Inor	bed	ʔarga1	ʔarga	ʔ a r g a		7	646	ʔ a r g a	C V C C V	ʔ a r g a	ʔ a r g a	C V C C V
127	Kistane	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
137	Mesqan	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
147	Muher	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
197	Wolane	bed	ʔalga1	ʔalga	ʔ a l g a		7	646	ʔ a l g a	C V C C V	ʔ a l g a	ʔ a l g a	C V C C V
207	Zway	bed	ʔalgǝ1	ʔalgǝ	ʔ a l g ə		7	646	ʔ a l g ə	C V C C V	ʔ a l g ə	ʔ a l g ə	C V C C V
57	Geez	bed	ʕarat3	ʕarat	ʕ a r a t		24	157	ʕ a r a t	C V C V C	ʕ a r a t	ʕ a r a t	C V C V C
177	Tigre	bed	ʕarat3	ʕarat	ʕ a r a t		24	157	ʕ a r a t	C V C V C	ʕ a r a t	ʕ a r a t	C V C V C
187	Tigrigna	bed	ʕarat3	ʕarat	ʕ a r a t		24	157	ʕ a r a t	C V C V C	ʕ a r a t	ʕ a r a t	C V C V C
8	Amharic	belt	ќǝbǝtto1	ќǝbǝtto	ќ/kʼ ə b ə tː o		8	657	ќ/kʼ ə b ə tː o	0 V C V C V	ќ/kʼ ə b ə tː - - o	ќ/kʼ ə b ə tː o	0 V C V C V
