ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
503	CentralTunebo	ash	'buɾa	'buɾa	'b/b u ɾ		270	605	'b/b u ɾ	C V C	- - 'b/b - u - ɾ - - a	'b/b u ɾ a	C V C V
502	Chibcha	ash	βuskɨ	βuskɨ	β u s		270	605	β u s	C V C	- - β - u - s - k ɨ	β u s k ɨ	C V C C V
501	Chimila	ash	'buhŋaʔ	'buhŋaʔ	'b/b u ŋ		270	605	'b/b u ŋ	C V C	- - 'b/b - u h ŋ a ʔ -	'b/b u h ŋ a ʔ	C V C C V C
498	Cogui	ash	'muli	'muli	i		270	605	- i -	V	'm/m u - l i - - - - -	'm/m u l i	C V C V
496	Dorasque	ash	bulku	bulku	b u l		270	605	b u l	C V C	- - b - u - l - k u	b u l k u	C V C C V
481	LencaSalvador	ash	pilil	pilil	p i l		270	605	p i l	C V C	- - p - i - l i l -	p i l i l	C V C V C
500	Malayo	ash	bɨn	bɨn	b ɨ n		270	605	b ɨ n	C V C	- - b - ɨ - n - - -	b ɨ n	C V C
489	MalekuJaika	ash	puɾu:	puɾu:	p u ɾ		270	605	p u ɾ	C V C	- - p - u - ɾ - - uː	p u ɾ uː	C V C V
494	Ngabere	ash	ŋɯbɾɯ	ŋɯbɾɯ	b ɯ		270	605	b ɯ -	C V	ŋ ɯ b ɾ ɯ - - - - -	ŋ ɯ b ɾ ɯ	C V C C V
488	Rama	ash	pluŋ	pluŋ	p u ŋ		270	605	p u ŋ	C V C	- - p l u - ŋ - - -	p l u ŋ	C C V C
497	SanBlasKuna	ash	puɾu	puɾu	p u ɾ		270	605	p u ɾ	C V C	- - p - u - ɾ - - u	p u ɾ u	C V C V
493	Teribe	ash	ɸɺúŋ	ɸɺúŋ	ɸ ú/u ŋ		270	605	ɸ ú/u ŋ	C V C	- - ɸ ɺ ú/u - ŋ - - -	ɸ ɺ ú/u ŋ	C C V C
858	Arhuaco	at	ekɨ	ekɨ	k ɨ		437	789	k ɨ	C V	e k ɨ - -	e k ɨ	V C V
849	Boruca	at	kà	kà	k à/a		437	789	k à/a	C V	- k à/a - -	k à/a	C V
857	Cogui	at	ka	ka	k a		437	789	k a	C V	- k a - -	k a	C V
855	Dorasque	at	ga	ga	g a		437	789	g a	C V	- g a - -	g a	C V
840	LencaSalvador	at	k'ati	k'ati	k 'a/a		437	789	k 'a/a	C V	- k 'a/a t i	k 'a/a t i	C V C V
859	Malayo	at	ka	ka	k a		437	789	k a	C V	- k a - -	k a	C V
848	MalekuJaika	at	ko	ko	k o		437	789	k o	C V	- k o - -	k o	C V
843	Mayangna	at	kat	kat	k a		437	789	k a	C V	- k a t -	k a t	C V C
847	Rama	at	ka	ka	k a		437	789	k a	C V	- k a - -	k a	C V
844	Ulwa	at	kat	kat	k a		437	789	k a	C V	- k a t -	k a t	C V C
854	Buglere	at	ske	ske	s k e		441	794	s k e	C C V	s k e	s k e	C C V
851	Cabecar	at	skà	skà	s k à/a		441	794	s k à/a	C C V	s k à/a	s k à/a	C C V
852	Teribe	at	ʃkò	ʃkò	ʃ k ò/o		441	794	ʃ k ò/o	C C V	ʃ k ò/o	ʃ k ò/o	C C V
863	Bari	at	aki	aki	k i		443	796	k i	C V	a k i	a k i	V C V
861	Chibcha	at	na	na	n a		443	796	n a	C V	- n a	n a	C V
856	SanBlasKuna	at	ki	ki	k i		443	796	k i	C V	- k i	k i	C V
627	Cacaopera	bark (of tree)	kuta	kuta	u t a		346	689	u t a -	V C V	k u t a -	k u t a	C V C V
628	Mayangna	bark (of tree)	utak	utak	u t a k		346	689	u t a k	V C V C	- u t a k	u t a k	V C V C
629	Ulwa	bark (of tree)	utak	utak	u t a k		346	689	u t a k	V C V C	- u t a k	u t a k	V C V C
634	Boruca	bark (of tree)	kuáʔs	kuáʔs	k u á/a		349	692	k u á/a	C V V	- - - k - u - á/a ʔ s	k u á/a ʔ s	C V V C C
635	Bribri	bark (of tree)	axkuʊ́	axkuʊ́	k u ʊ́/ʊ		349	692	k u ʊ́/ʊ	C V V	- a x k - u - ʊ́/ʊ - -	a x k u ʊ́/ʊ	V C C V V
639	Buglere	bark (of tree)	kwaɾa	kwaɾa	k a a		349	692	k a a	C V V	- - - k w a ɾ a - -	k w a ɾ a	C C V C V
636	Cabecar	bark (of tree)	hkuʊ́	hkuʊ́	k u ʊ́/ʊ		349	692	k u ʊ́/ʊ	C V V	h - - k - u - ʊ́/ʊ - -	h k u ʊ́/ʊ	C C V V
646	Chibcha	bark (of tree)	huka	huka	k a		349	692	k a -	C V	h u - k - a - - - -	h u k a	C V C V
640	Dorasque	bark (of tree)	ugá	ugá	g á/a		349	692	g á/a -	C V	- u - g - á/a - - - -	u g á/a	V C V
638	Ngabere	bark (of tree)	kwata	kwata	k a a		349	692	k a a	C V V	- - - k w a t a - -	k w a t a	C C V C V
632	Rama	bark (of tree)	u:k	u:k	k		349	692	k - -	C	- uː - k - - - - - -	uː k	V C
641	SanBlasKuna	bark (of tree)	ukka	ukka	k a		349	692	k a -	C V	- u - k - a - - - -	u k a	V C V
637	Teribe	bark (of tree)	kuótà	kuótà	k ó/o à/a		349	692	k ó/o à/a	C V V	- - - k u ó/o t à/a - -	k u ó/o t à/a	C V V C V
139	Arhuaco	bird	si'sio	si'sio	s i 's/s o		52	879	s i 's/s o	C V C V	- s i - - 's/s i o -	s i 's/s i o	C V C V V
122	LencaHonduras	bird	siɾa	siɾa	s i ɾ a		52	879	s i ɾ a	C V C V	- s i - - ɾ - a -	s i ɾ a	C V C V
121	LencaSalvador	bird	ts'imts'im	ts'imts'im	s 'i/i s		52	879	s 'i/i s -	C V C	t s 'i/i m t s 'i/i - m	t s 'i/i m t s 'i/i m	C C V C C C V C
128	Rama	bird	sin-sak	sin-sak	s i s a		52	879	s i s a	C V C V	- s i - n s - a k	s i n s a k	C V C C V C
130	Boruca	bird	dù	dù	d ù/u		59	956	d ù/u	C V	- - - - d ù/u - -	d ù/u	C V
131	Bribri	bird	dú	dú	d ú/u		59	956	d ú/u	C V	- - - - d ú/u - -	d ú/u	C V
132	Cabecar	bird	dù	dù	d ù/u		59	956	d ù/u	C V	- - - - d ù/u - -	d ù/u	C V
143	CentralTunebo	bird	ɾu'wasiɾa	ɾu'wasiɾa	s i		59	956	s i	C V	ɾ u 'w/w a s i ɾ a	ɾ u 'w/w a s i ɾ a	C V C V C V C V
142	Chibcha	bird	sue	sue	s u		59	956	s u	C V	- - - - s u - e	s u e	C V V
138	Cogui	bird	nu'ba	nu'ba			59	956	- -		- - n u - - 'b/b a	n u 'b/b a	C V C V
136	Dorasque	bird	dul	dul	d u		59	956	d u	C V	- - - - d u l -	d u l	C V C
134	Ngabere	bird	nukwɔ	nukwɔ	k		59	956	k -	C	- - n u k - w ɔ	n u k w ɔ	C V C C V
1481	Chibcha	bite (v.)	ka	ka	k a		783	1169	k a -	C V	k a -	k a	C V
1462	LencaHonduras	bite (v.)	kaj	kaj	k a j		783	1169	k a j	C V C	k a j	k a j	C V C
1464	Mayangna	bite (v.)	kas	kas	k a s		783	1169	k a s	C V C	k a s	k a s	C V C
1465	Ulwa	bite (v.)	kas	kas	k a s		783	1169	k a s	C V C	k a s	k a s	C V C
1483	Bari	bite (v.)	ko	ko	k o		790	1177	k o	C V	k o -	k o	C V
1471	Bribri	bite (v.)	kʊ	kʊ	k ʊ		790	1177	k ʊ	C V	k ʊ -	k ʊ	C V
1472	Cabecar	bite (v.)	kʊ	kʊ	k ʊ		790	1177	k ʊ	C V	k ʊ -	k ʊ	C V
1482	CentralTunebo	bite (v.)	'koʔ	'koʔ	'k/k o		790	1177	'k/k o	C V	'k/k o ʔ	'k/k o ʔ	C V C
1475	Buglere	bite (v.)	gute	gute	g u t		792	1179	g u t	C V C	g - u t e	g u t e	C V C V
1474	Ngabere	bite (v.)	kwet	kwet	k e t		792	1179	k e t	C V C	k w e t -	k w e t	C C V C
1476	SanBlasKuna	bite (v.)	kunn	kunn	k u n		792	1179	k u n	C V C	k - u n -	k u n	C V C
1552	Chimila	black	sih'tu	sih'tu	s i h 't/t u		822	1212	s i h 't/t u	C V C C V	s i h 't/t u	s i h 't/t u	C V C C V
1533	LencaHonduras	black	siɾi	siɾi	s i ɾ i		822	1212	s i - ɾ i	C V C V	s i - ɾ i	s i ɾ i	C V C V
1532	LencaSalvador	black	sinka	sinka	s i n k a		822	1212	s i n k a	C V C C V	s i n k a	s i n k a	C V C C V
1537	Miskito	black	siksa	siksa	s i k s a		822	1212	s i k s a	C V C C V	s i k s a	s i k s a	C V C C V
1555	Bari	black	ma:	ma:	m aː		824	1214	- - m aː	C V	- - m aː	m aː	C V
1547	Dorasque	black	saná	saná	s a n á/a		824	1214	s a n á/a	C V C V	s a n á/a	s a n á/a	C V C V
1535	Mayangna	black	sa:ni	sa:ni	s aː n i		824	1214	s aː n i	C V C V	s aː n i	s aː n i	C V C V
1553	Chibcha	black	mɨhɨsio	mɨhɨsio	m ɨ h ɨ s i		825	1215	m ɨ h ɨ - s i	C V C V C V	m ɨ h ɨ - s i o	m ɨ h ɨ s i o	C V C V C V V
1549	Cogui	black	a'baksɯ	a'baksɯ	a 'b/b a k s ɯ		825	1215	- a 'b/b a k s ɯ	V C V C C V	- a 'b/b a k s ɯ -	a 'b/b a k s ɯ	V C V C C V
1551	Malayo	black	amɨkʃi	amɨkʃi	a m ɨ k ʃ i		825	1215	- a m ɨ k ʃ i	V C V C C V	- a m ɨ k ʃ i -	a m ɨ k ʃ i	V C V C C V
1545	Ngabere	black	dɾɯne	dɾɯne	d ɾ ɯ n e		825	1215	d - ɾ ɯ n - e	C C V C V	d - ɾ ɯ n - e -	d ɾ ɯ n e	C C V C V
1539	Rama	black	paɾŋa	paɾŋa	p a ɾ ŋ a		825	1215	p a ɾ - ŋ - a	C V C C V	p a ɾ - ŋ - a -	p a ɾ ŋ a	C V C C V
1536	Ulwa	black	baraska	baraska	b a r a s k a		825	1215	b a r a s k a	C V C V C C V	b a r a s k a -	b a r a s k a	C V C V C C V
2203	Cacaopera	blood	aru	aru	a r u		1199	220	a r u	V C V	a r u -	a r u	V C V
2201	LencaSalvador	blood	ala	ala	a l a		1199	220	a l a	V C V	a l a -	a l a	V C V
2204	Mayangna	blood	a:	a:	aː		1199	220	aː - -	V	aː - - -	aː	V
2205	Ulwa	blood	a:was	a:was	aː w a		1199	220	aː w a	V C V	aː w a s	aː w a s	V C V C
2224	Bari	blood	a:bi	a:bi	aː b i		1203	226	aː b i	V C V	- aː - b i	aː b i	V C V
2210	Boruca	blood	dʒìbí	dʒìbí	ì/i b í/i		1203	226	ì/i b í/i	V C V	dʒ ì/i - b í/i	dʒ ì/i b í/i	C V C V
2211	Bribri	blood	apɪ̂	apɪ̂	a p ɪ̂/ɪ		1203	226	a p ɪ̂/ɪ	V C V	- a - p ɪ̂/ɪ	a p ɪ̂/ɪ	V C V
2215	Buglere	blood	be	be	b e		1203	226	- b e	C V	- - - b e	b e	C V
2212	Cabecar	blood	pí	pí	p í/i		1203	226	- p í/i	C V	- - - p í/i	p í/i	C V
2223	CentralTunebo	blood	'aba	'aba	'a/a b a		1203	226	'a/a b a	V C V	- 'a/a - b a	'a/a b a	V C V
2222	Chibcha	blood	ba	ba	b a		1203	226	- b a	C V	- - - b a	b a	C V
2218	Cogui	blood	'abi	'abi	'a/a b i		1203	226	'a/a b i	V C V	- 'a/a - b i	'a/a b i	V C V
2216	Dorasque	blood	havé	havé	a v é/e		1203	226	a v é/e	V C V	h a - v é/e	h a v é/e	C V C V
2220	Malayo	blood	ɨma	ɨma	ɨ m a		1203	226	ɨ m a	V C V	- ɨ - m a	ɨ m a	V C V
2208	Rama	blood	aiɾbi:	aiɾbi:	i b iː		1203	226	i b iː	V C V	a i ɾ b iː	a i ɾ b iː	V V C C V
2217	SanBlasKuna	blood	ape	ape	a p e		1203	226	a p e	V C V	- a - p e	a p e	V C V
1173	Bari	bone	kana	kana	k a n a		609	978	k a n a	C V C V	k a n - - a	k a n a	C V C V
1164	Buglere	bone	gda	gda	g d a		609	978	g - d a	C C V	g - d - - a	g d a	C C V
1172	CentralTunebo	bone	'kaɾaɾa	'kaɾaɾa	'k/k a ɾ a		609	978	'k/k a ɾ a	C V C V	'k/k a ɾ a ɾ a	'k/k a ɾ a ɾ a	C V C V C V
1171	Chibcha	bone	kɨnɨ	kɨnɨ	k ɨ n ɨ		609	978	k ɨ n ɨ	C V C V	k ɨ n - - ɨ	k ɨ n ɨ	C V C V
1158	MalekuJaika	bone	ko:ɾa	ko:ɾa	k oː ɾ a		609	978	k oː ɾ a	C V C V	k oː ɾ - - a	k oː ɾ a	C V C V
1163	Ngabere	bone	kɾɔ	kɾɔ	k ɾ ɔ		609	978	k - ɾ ɔ	C C V	k - ɾ - - ɔ	k ɾ ɔ	C C V
1166	SanBlasKuna	bone	kala	kala	k a l a		609	978	k a l a	C V C V	k a l - - a	k a l a	C V C V
2315	Arhuaco	breast	tu	tu	t u		1251	279	t u - -	C V	t - u - - -	t u	C V
2320	Bari	breast	tu	tu	t u		1251	279	t u - -	C V	t - u - - -	t u	C V
2307	Bribri	breast	tsǔʔ	tsǔʔ	t ǔ/u ʔ		1251	279	t ǔ/u ʔ -	C V C	t s ǔ/u ʔ - -	t s ǔ/u ʔ	C C V C
2311	Buglere	breast	tusú	tusú	t u s ú/u		1251	279	t u s ú/u	C V C V	t - u s ú/u -	t u s ú/u	C V C V
2308	Cabecar	breast	tsú	tsú	t ú/u		1251	279	t ú/u - -	C V	t s ú/u - - -	t s ú/u	C C V
2299	Cacaopera	breast	sum	sum	u m		1251	279	- u m -	V C	- s u m - -	s u m	C V C
2319	CentralTunebo	breast	su'ta	su'ta	u 't/t a		1251	279	- u 't/t a	V C V	- s u 't/t a -	s u 't/t a	C V C V
2318	Chibcha	breast	tʲue	tʲue	tʲ u e		1251	279	tʲ u - e	C V V	tʲ - u - e -	tʲ u e	C V V
2314	Cogui	breast	su'mi	su'mi	u 'm/m i		1251	279	- u 'm/m i	V C V	- s u 'm/m i -	s u 'm/m i	C V C V
2297	LencaSalvador	breast	ts'ukiN	ts'ukiN	t 'u/u k i		1251	279	t 'u/u k i	C V C V	t s 'u/u k i n	t s 'u/u k i n	C C V C V C
2316	Malayo	breast	'tudu	'tudu	't/t u d u		1251	279	't/t u d u	C V C V	't/t - u d u -	't/t u d u	C V C V
2303	Pech	breast	tútú	tútú	t ú/u t ú/u		1251	279	t ú/u t ú/u	C V C V	t - ú/u t ú/u -	t ú/u t ú/u	C V C V
2313	SanBlasKuna	breast	nu:	nu:	n uː		1251	279	n uː - -	C V	n - uː - - -	n uː	C V
2300	Mayangna	breast	ta	ta	t a		1253	281	t a	C V	t - a - - -	t a	C V
2302	Miskito	breast	tjalka	tjalka	t a		1253	281	t a	C V	t j a l k a	t j a l k a	C C V C C V
2301	Ulwa	breast	ta	ta	t a		1253	281	t a	C V	t - a - - -	t a	C V
2306	Boruca	breast	kàʔ	kàʔ	k à/a ʔ		1254	282	k à/a ʔ	C V C	k à/a - - ʔ -	k à/a ʔ	C V C
2317	Chimila	breast	ka:ʔ	ka:ʔ	k aː ʔ		1254	282	k aː ʔ	C V C	k aː - - ʔ -	k aː ʔ	C V C
2305	MalekuJaika	breast	ko:ɾi	ko:ɾi	k oː ɾ		1254	282	k oː ɾ	C V C	k oː - - ɾ i	k oː ɾ i	C V C V
2304	Rama	breast	ka:ŋali:	ka:ŋali:	k aː l		1254	282	k aː l	C V C	k aː ŋ a l iː	k aː ŋ a l iː	C V C V C V
1565	Boruca	child	uáʔ	uáʔ	u		835	1226	- u - -	V	- u á/a ʔ - - -	u á/a ʔ	V V C
1577	Chibcha	child	ɣuasɣua	ɣuasɣua	ɣ u ɣ u		835	1226	ɣ u ɣ u	C V C V	ɣ u a s ɣ u a	ɣ u a s ɣ u a	C V V C C V V
1557	LencaHonduras	child	wewe	wewe	w e w e		835	1226	w e w e	C V C V	w e - - w e -	w e w e	C V C V
1556	LencaSalvador	child	wewe	wewe	w e w e		835	1226	w e w e	C V C V	w e - - w e -	w e w e	C V C V
1566	Bribri	child	aɺá	aɺá	a ɺ á/a		842	1234	a ɺ á/a	V C V	a ɺ - - - á/a	a ɺ á/a	V C V
1571	Dorasque	child	áni	áni	á/a n i		842	1234	á/a n i	V C V	á/a n - - - i	á/a n i	V C V
1564	MalekuJaika	child	aɾaptʃa:	aɾaptʃa:	a ɾ aː		842	1234	a ɾ aː	V C V	a ɾ a p tʃ aː	a ɾ a p tʃ aː	V C V C C V
1574	Arhuaco	child	gəmmɨ'sinɨ	gəmmɨ'sinɨ	g ə m ɨ 's/s n ɨ		843	1235	g ə m ɨ 's/s n ɨ	C V C V C C V	g ə m ɨ - 's/s i n ɨ	g ə m ɨ 's/s i n ɨ	C V C V C V C V
1567	Cabecar	child	dʒabà	dʒabà	dʒ a b à/a		843	1235	dʒ a b - - - à/a	C V C V	dʒ a b - - - - - à/a	dʒ a b à/a	C V C V
1575	Malayo	child	gɨmɨntina	gɨmɨntina	g ɨ m ɨ t n a		843	1235	g ɨ m ɨ t n a	C V C V C C V	g ɨ m ɨ n t i n a	g ɨ m ɨ n t i n a	C V C V C C V C V
1569	Ngabere	child	nɔbɔgɾe	nɔbɔgɾe	n ɔ b ɔ g ɾ e		843	1235	n ɔ b ɔ g ɾ e	C V C V C C V	n ɔ b ɔ - g - ɾ e	n ɔ b ɔ g ɾ e	C V C V C C V
1669	Arhuaco	cloud	'məɲɨ	'məɲɨ	'm/m ə ɲ ɨ		900	1298	'm/m ə ɲ ɨ	C V C V	'm/m ə ɲ - - ɨ	'm/m ə ɲ ɨ	C V C V
1660	Boruca	cloud	bók	bók	b ó/o k		900	1298	b ó/o k -	C V C	b ó/o k - - -	b ó/o k	C V C
1661	Bribri	cloud	bṍ	bṍ	b ṍ/õ		900	1298	b ṍ/õ - -	C V	b ṍ/õ - - - -	b ṍ/õ	C V
1665	Buglere	cloud	boga	boga	b o g a		900	1298	b o g a	C V C V	b o g - - a	b o g a	C V C V
1662	Cabecar	cloud	bõ̀	bõ̀	b õ̀/õ		900	1298	b õ̀/õ - -	C V	b õ̀/õ - - - -	b õ̀/õ	C V
1653	Cacaopera	cloud	amu	amu	a m u		900	1298	- a m u	V C V	- a m - - u	a m u	V C V
1673	CentralTunebo	cloud	bowa'ɾa	bowa'ɾa	b o w a		900	1298	b o w a	C V C V	b o w 'a/a ɾ a	b o w 'a/a ɾ a	C V C V C V
1672	Chibcha	cloud	ʔaoa	ʔaoa	ʔ a a		900	1298	ʔ a - a	C V V	ʔ a - o - a	ʔ a o a	C V V V
1671	Chimila	cloud	monse	monse	m o n e		900	1298	m o n e	C V C V	m o n - s e	m o n s e	C V C C V
1668	Cogui	cloud	'maui	'maui	'm/m a i		900	1298	'm/m a - i	C V V	'm/m a - u - i	'm/m a u i	C V V V
1666	Dorasque	cloud	bókála	bókála	b ó/o k a		900	1298	b ó/o k a	C V C V	b ó/o k á/a l a	b ó/o k á/a l a	C V C V C V
1670	Malayo	cloud	moɲa	moɲa	m o ɲ a		900	1298	m o ɲ a	C V C V	m o ɲ - - a	m o ɲ a	C V C V
1659	MalekuJaika	cloud	piu:	piu:	p i uː		900	1298	p i - uː	C V V	p i - - - uː	p i uː	C V V
1654	Mayangna	cloud	mukus	mukus	m u k		900	1298	m u k -	C V C	m u k u s -	m u k u s	C V C V C
1664	Ngabere	cloud	mɯta	mɯta	m ɯ a		900	1298	m ɯ - a	C V V	m ɯ - - t a	m ɯ t a	C V C V
1667	SanBlasKuna	cloud	mola	mola	m o a		900	1298	m o - a	C V V	m o - - l a	m o l a	C V C V
1663	Teribe	cloud	ɸóŋ	ɸóŋ	ɸ ó/o ŋ		900	1298	ɸ ó/o ŋ -	C V C	ɸ ó/o ŋ - - -	ɸ ó/o ŋ	C V C
1655	Ulwa	cloud	mukus	mukus	m u k		900	1298	m u k -	C V C	m u k u s -	m u k u s	C V C V C
934	Bari	cold (temperature)	te:	te:	t eː		470	825	t - - eː	C V	- t - - - - - - eː	t eː	C V
920	Boruca	cold (temperature)	sèxká	sèxká	s è/e k á/a		470	825	s è/e k á/a	C V C V	- s è/e - x - - k á/a	s è/e x k á/a	C V C C V
921	Bribri	cold (temperature)	sẽ̂ssẽ̌	sẽ̂ssẽ̌	s ẽ̂/ẽ ẽ̌/ẽ		470	825	s ẽ̂/ẽ - ẽ̌/ẽ	C V V	- s ẽ̂/ẽ - s - - - ẽ̌/ẽ	s ẽ̂/ẽ s ẽ̌/ẽ	C V C V
925	Buglere	cold (temperature)	skeke	skeke	s k e		470	825	s - k e	C C V	- s - - k e - k e	s k e k e	C C V C V
922	Cabecar	cold (temperature)	tsḗ	tsḗ	t s ẽ́/ẽ		470	825	t - s ẽ́/ẽ	C C V	- t - - - - - s ẽ́/ẽ	t s ẽ́/ẽ	C C V
933	CentralTunebo	cold (temperature)	'seroa	'seroa	's/s e a		470	825	's/s e - a	C V V	- 's/s e r - o - - a	's/s e r o a	C V C V V
931	Chimila	cold (temperature)	sa:hnihka:	sa:hnihka:	s aː k aː		470	825	s aː k aː	C V C V	- s aː h n i h k aː	s aː h n i h k aː	C V C C V C C V
926	Dorasque	cold (temperature)	saiga	saiga	s a g a		470	825	s a g a	C V C V	- s a - - i - g a	s a i g a	C V V C V
911	LencaSalvador	cold (temperature)	ts'ana	ts'ana	s 'a/a a		470	825	s 'a/a - a	C V V	t s 'a/a n - - - - a	t s 'a/a n a	C C V C V
930	Malayo	cold (temperature)	se	se	s e		470	825	- - s e	C V	- - - - - - - s e	s e	C V
919	MalekuJaika	cold (temperature)	tʃitʃi:xa	tʃitʃi:xa	tʃ i x a		470	825	tʃ i x a	C V C V	- tʃ i - tʃ iː - x a	tʃ i tʃ iː x a	C V C V C V
914	Mayangna	cold (temperature)	saŋni	saŋni	s a i		470	825	s a - i	C V V	- s a ŋ n - - - i	s a ŋ n i	C V C C V
924	Ngabere	cold (temperature)	tibo	tibo	t i o		470	825	t i - o	C V V	- t i - b - - - o	t i b o	C V C V
917	Pech	cold (temperature)	sã̀jwá	sã̀jwá	s ã̀/ã w á/a		470	825	s ã̀/ã w á/a	C V C V	- s ã̀/ã - - - j w á/a	s ã̀/ã j w á/a	C V C C V
918	Rama	cold (temperature)	saima	saima	s a m a		470	825	s a m a	C V C V	- s a - - i - m a	s a i m a	C V V C V
923	Teribe	cold (temperature)	séntè	séntè	s é/e è/e		470	825	s é/e - è/e	C V V	- s é/e n t - - - è/e	s é/e n t è/e	C V C C V
2465	LencaHonduras	come (v.)	pu	pu	p u		1324	359	p u	C V	p u -	p u	C V
2464	LencaSalvador	come (v.)	po	po	p o		1324	359	p o	C V	p o -	p o	C V
2469	Miskito	come (v.)	bal	bal	b a		1324	359	b a	C V	b a l	b a l	C V C
2466	Cacaopera	come (v.)	ajra	ajra	a j r a		1325	360	a j r a	V C C V	a j r a	a j r a	V C C V
2467	Mayangna	come (v.)	ajwa	ajwa	a j w a		1325	360	a j w a	V C C V	a j w a	a j w a	V C C V
2468	Ulwa	come (v.)	ajwa	ajwa	a j w a		1325	360	a j w a	V C C V	a j w a	a j w a	V C C V
2474	Bribri	come (v.)	dɪ	dɪ	d ɪ		1326	361	d ɪ -	C V	d ɪ - - -	d ɪ	C V
2478	Buglere	come (v.)	tʃige	tʃige	tʃ i g		1326	361	tʃ i g	C V C	tʃ i - g e	tʃ i g e	C V C V
2475	Cabecar	come (v.)	de	de	d e		1326	361	d e -	C V	d e - - -	d e	C V
2470	Pech	come (v.)	tèʔk	tèʔk	t è/e k		1326	361	t è/e k	C V C	t è/e ʔ k -	t è/e ʔ k	C V C C
2471	Rama	come (v.)	si:k	si:k	s iː k		1326	361	s iː k	C V C	s iː - k -	s iː k	C V C
2482	Arhuaco	come (v.)	'na-k	'na-k	'n/n a k		1327	362	'n/n a k	C V C	'n/n a k -	'n/n a k	C V C
2485	Chibcha	come (v.)	nɨ	nɨ	n ɨ		1327	362	n ɨ -	C V	n ɨ - -	n ɨ	C V
