ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
454	teiwa	arrow	qafalat	qafalat	q a f a l a t		10_arrow-0	39	q a f a l - - a t	C V C V C V C	q a f a l - - a t	q a f a l a t	C V C V C V C
550	abui	ash	arui	arui	a r u i		11_ash-3	112	a r u i -	V C V V	a r u i - -	a r u i	V C V V
559	klon	ash	adur	adur	a d u r		11_ash-3	112	a d u - r	V C V C	a d u - r -	a d u r	V C V C
555	westernpantar	ash	duli	duli	d u l		11_ash-3	112	- d u - l	C V C	- d u - l i	d u l i	C V C V
2418	adang	ask (question)	ʔatana	ʔatana	ʔ a t a n a		12_askquestion-1	190	ʔ a - t a n a	C V C V C V	ʔ a - t a n a -	ʔ a t a n a	C V C V C V
2412	blagar	ask (question)	ventániŋ	ventániŋ	v e n t a n i		12_askquestion-1	190	v e n t a n i	C V C C V C V	v e n t a n i ŋ	v e n t a n i ŋ	C V C C V C V C
2421	klon	ask (question)	tang, tkein,	tang	t a ŋ		12_askquestion-1	190	t a - - - ŋ -	C V C	t a - - - ŋ - -	t a ŋ	C V C
2417	kui	ask (question)	gatangan	gatangan	g a t a ŋ a		12_askquestion-1	190	g a - t a ŋ a	C V C V C V	g a - t a ŋ a n	g a t a ŋ a n	C V C V C V C
2420	nedebang	ask (question)	tiyani	tiyani	t i j a n i		12_askquestion-1	190	t i - j a n i	C V C V C V	t i - j a n i -	t i j a n i	C V C V C V
2691	adang	bad	ariʔiŋ, saha 'broken', noʔo daŋ 'not good'	ariʔiŋ	a r i ʔ i		15_bad-0	397	- a r i ʔ i	V C V C V	- a r i ʔ i ŋ	a r i ʔ i ŋ	V C V C V C
2685	blagar	bad	jasi	jasi	dʒ a s i		15_bad-0	397	- - dʒ a s i	C V C V	- - dʒ a s i -	dʒ a s i	C V C V
2688	kaera	bad	yaaso	yaaso	j a a s o		15_bad-0	397	j a - a s o	C V V C V	j a - a s o -	j a a s o	C V V C V
2694	nedebang	bad	yeci	yeci	j e tʃ i		15_bad-0	397	j e - - tʃ i	C V C V	j e - - tʃ i -	j e tʃ i	C V C V
2684	protoalorpantar	bad	yasi	yasi	j a s i		15_bad-0	397	j a - - s i	C V C V	j a - - s i -	j a s i	C V C V
2693	sawila	bad	yaati	yaati	j a a t i		15_bad-0	397	j a - a t i	C V V C V	j a - a t i -	j a a t i	C V V C V
2682	teiwa	bad	yaas	yaas	j a a s		15_bad-0	397	j a - a s -	C V V C	j a - a s - -	j a a s	C V V C
2689	westernpantar	bad	yasa	yasa	j a s a		15_bad-0	397	j a - - s a	C V C V	j a - - s a -	j a s a	C V C V
1014	abui	bamboo	mai	mai	m a i		16_bamboo-0	482	m a - - i	C V V	m a - - i -	m a i	C V V
1016	blagar	bamboo	petuŋ ‘large wild bamboo’, mári ‘smooth wild bamboo’, petuŋ vandaŋ ‘domestic bamboo’	petuŋ	p e t u		16_bamboo-0	482	p e t u -	C V C V	p e t u - ŋ	p e t u ŋ	C V C V C
1019	kamang	bamboo	maai, toon	maai	m a a i		16_bamboo-0	482	m a - a i	C V V V	m a - a i -	m a a i	C V V V
1015	protoalorpantar	bamboo	mari	mari	m a r i		16_bamboo-0	482	m a r - i	C V C V	m a r - i -	m a r i	C V C V
1022	westernpantar	bamboo	mali	mali	m a l i		16_bamboo-0	482	m a l - i	C V C V	m a l - i -	m a l i	C V C V
1041	adang	banana	moʔoi	moʔoi	m o ʔ o i		17_banana-0	562	m o - ʔ o i	C V C V V	m o - ʔ o i -	m o ʔ o i	C V C V V
1035	blagar	banana	mool	mool	m o o		17_banana-0	562	m o - - o -	C V V	m o - - o - l	m o o l	C V V C
1038	kaera	banana	mogoi	mogoi	m o g o i		17_banana-0	562	m o - g o i	C V C V V	m o - g o i -	m o g o i	C V C V V
1036	kamang	banana	mooi	mooi	m o o i		17_banana-0	562	m o - - o i	C V V V	m o - - o i -	m o o i	C V V V
1044	klon	banana	mɔgɔl	mɔgɔl	m ɔ g ɔ		17_banana-0	562	m ɔ - g ɔ -	C V C V	m ɔ - g ɔ - l	m ɔ g ɔ l	C V C V C
1034	protoalorpantar	banana	mogol	mogol	m o g o		17_banana-0	562	m o - g o -	C V C V	m o - g o - l	m o g o l	C V C V C
1032	teiwa	banana	moxoi	moxoi	m o ħ o i		17_banana-0	562	m o - ħ o i	C V C V V	m o - ħ o i -	m o ħ o i	C V C V V
1037	wersing	banana	mulúl   (mulula)	mulúl	m u l u		17_banana-0	562	m u - l u -	C V C V	m u - l u - l	m u l u l	C V C V C
1039	westernpantar	banana	maggi	maggi	m a g g i		17_banana-0	562	m a g g - i	C V C C V	m a g g - i -	m a g g i	C V C C V
1841	abui	bat	mare	mare	m a r e		20_bat-0	775	m a r - e -	C V C V	m a r - e -	m a r e	C V C V
1843	blagar	bat	demél	demél	d e m e l		20_bat-0	775	d e m e - l	C V C V C	d e m e - l	d e m e l	C V C V C
1844	kamang	bat	matei	matei	m a t e i		20_bat-0	775	m a t e i -	C V C V V	m a t e i -	m a t e i	C V C V V
1852	klon	bat	mdel	mdel	m d e l		20_bat-0	775	m - d e - l	C C V C	m - d e - l	m d e l	C C V C
1849	kui	bat	madél	madél	m a d e l		20_bat-0	775	m a d e - l	C V C V C	m a d e - l	m a d e l	C V C V C
1842	protoalorpantar	bat	madel	madel	m a d e l		20_bat-0	775	m a d e - l	C V C V C	m a d e - l	m a d e l	C V C V C
1840	teiwa	bat	mədi	mədi	m ə d i		20_bat-0	775	m ə d - i -	C V C V	m ə d - i -	m ə d i	C V C V
1847	westernpantar	bat	kalór, madde	kalór	k a l o r		20_bat-0	775	k a l o - r	C V C V C	k a l o - r	k a l o r	C V C V C
2150	abui	bedbug	tameak, ne-tameak	tameak	t a m e a k		22_bedbug-1	911	t a m e a k	C V C V V C	t a m e a k - -	t a m e a k	C V C V V C
2153	blagar	bedbug	temé	temé	t e m e		22_bedbug-1	911	t e m e - -	C V C V	t e m e - - - -	t e m e	C V C V
2156	kaera	bedbug	temek	temek	t e m e k		22_bedbug-1	911	t e m e - k	C V C V C	t e m e - k - -	t e m e k	C V C V C
2152	protoalorpantar	bedbug	temek	temek	t e m e k		22_bedbug-1	911	t e m e - k	C V C V C	t e m e - k - -	t e m e k	C V C V C
2155	wersing	bedbug	mekit	mekit	m e k		22_bedbug-1	911	- - m e - k	C V C	- - m e - k i t	m e k i t	C V C V C
856	abui	betel nut/areca	fu	fu	f u		23_betelnutareca-0	976	f u - - -	C V	f u - - - -	f u	C V
864	adang	betel nut/areca	bu:	bu:	b uː		23_betelnutareca-0	976	b uː - - -	C V	b uː - - - -	b uː	C V
858	blagar	betel nut/areca	bu	bu	b u		23_betelnutareca-0	976	b u - - -	C V	b u - - - -	b u	C V
861	kaera	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i	C V V	b u - - i -	b u i	C V V
867	klon	betel nut/areca	bʊiʔɪh	bʊiʔɪh	b ʊ i ʔ ɪ		23_betelnutareca-0	976	b ʊ i ʔ ɪ	C V V C V	b ʊ i ʔ ɪ h	b ʊ i ʔ ɪ h	C V V C V C
863	kui	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i	C V V	b u - - i -	b u i	C V V
866	nedebang	betel nut/areca	buya	buya	b u j a		23_betelnutareca-0	976	b u - j a	C V C V	b u - j a -	b u j a	C V C V
857	protoalorpantar	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i	C V V	b u - - i -	b u i	C V V
865	sawila	betel nut/areca	pu	pu	p u		23_betelnutareca-0	976	p u - - -	C V	p u - - - -	p u	C V
855	teiwa	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i	C V V	b u - - i -	b u i	C V V
860	wersing	betel nut/areca	pui	pui	p u i		23_betelnutareca-0	976	p u - - i	C V V	p u - - i -	p u i	C V V
862	westernpantar	betel nut/areca	bu	bu	b u		23_betelnutareca-0	976	b u - - -	C V	b u - - - -	b u	C V
869	abui	betel vine	ˈmeting	ˈmeting	m e t i		24_betelvine-0	1034	m e - t i	C V C V	ʔ m e - t i ŋ	ʔ m e t i ŋ	C C V C V C
877	adang	betel vine	mece	mece	m e tʃ e		24_betelvine-0	1034	m e - tʃ e	C V C V	- m e - tʃ e -	m e tʃ e	C V C V
871	blagar	betel vine	maat	maat	m a a t		24_betelvine-0	1034	m a a t -	C V V C	- m a a t - -	m a a t	C V V C
874	kaera	betel vine	maat	maat	m a a t		24_betelvine-0	1034	m a a t -	C V V C	- m a a t - -	m a a t	C V V C
872	kamang	betel vine	maisi	maisi	m a i s i		24_betelvine-0	1034	m a i s i	C V V C V	- m a i s i -	m a i s i	C V V C V
880	klon	betel vine	mɛh	mɛh	m ɛ h		24_betelvine-0	1034	m ɛ - h -	C V C	- m ɛ - h - -	m ɛ h	C V C
876	kui	betel vine	mesín	mesín	m e s i		24_betelvine-0	1034	m e - s i	C V C V	- m e - s i n	m e s i n	C V C V C
879	nedebang	betel vine	matta	matta	m a t t a		24_betelvine-0	1034	m a t t a	C V C C V	- m a t t a -	m a t t a	C V C C V
870	protoalorpantar	betel vine	mait	mait	m a i t		24_betelvine-0	1034	m a i t -	C V V C	- m a i t - -	m a i t	C V V C
878	sawila	betel vine	maasi	maasi	m a a s i		24_betelvine-0	1034	m a a s i	C V V C V	- m a a s i -	m a a s i	C V V C V
868	teiwa	betel vine	meet	meet	m e e t		24_betelvine-0	1034	m e e t -	C V V C	- m e e t - -	m e e t	C V V C
873	wersing	betel vine	mas	mas	m a s		24_betelvine-0	1034	m a - s -	C V C	- m a - s - -	m a s	C V C
875	westernpantar	betel vine	meta	meta	m e t a		24_betelvine-0	1034	m e - t a	C V C V	- m e - t a -	m e t a	C V C V
1941	abui	bird	ruo haling tama	ruo haling tama	u o h a l i ŋ t a m a		26_bird-6	1156	u o h a l - - - i ŋ t - - a m a	V V C V C V C C V C V	r u o h a l - - - i ŋ t - - a m a	r u o h a l i ŋ t a m a	C V V C V C V C C V C V
1944	kamang	bird	atoi	atoi	a t o i		26_bird-6	1156	a - t o - - - - - - - - - - - i	V C V V	- a - t o - - - - - - - - - - - i	a t o i	V C V V
1948	kui	bird	adol	adol	a d o l		26_bird-6	1156	a - d o l - - - - - - - - - - -	V C V C	- a - d o l - - - - - - - - - - -	a d o l	V C V C
1951	nedebang	bird	daya	daya	d a j a		26_bird-6	1156	- - d a j - - - - - - - - - - a	C V C V	- - - d a j - - - - - - - - - - a	d a j a	C V C V
1942	protoalorpantar	bird	(a)dol	dol	d o l		26_bird-6	1156	- - d o l - - - - - - - - - - -	C V C	- - - d o l - - - - - - - - - - -	d o l	C V C
1950	sawila	bird	adala	adala	a d a l a		26_bird-6	1156	a - d a l - - - - - - - - - - a	V C V C V	- a - d a l - - - - - - - - - - a	a d a l a	V C V C V
1940	teiwa	bird	dei	dei	d e i		26_bird-6	1156	- - d e - - - - - - - - - - - i	C V V	- - - d e - - - - - - - - - - - i	d e i	C V V
1945	wersing	bird	adol gateng kurusi ('cakar burung')	adol gateng kurusi	a d o l g a t e ŋ k u r u s i		26_bird-6	1156	a - d o l g a t e ŋ k u r u s i	V C V C C V C V C C V C V C V	- a - d o l g a t e ŋ k u r u s i	a d o l g a t e ŋ k u r u s i	V C V C C V C V C C V C V C V
2170	adang	bite	(bεl) ʔihi	ʔihi	ʔ i h i		27_bite-0	1215	ʔ i - h i	C V C V	ʔ i - h i	ʔ i h i	C V C V
2167	kaera	bite	sii	sii	s i i		27_bite-0	1215	s i - - i	C V V	s i - - i	s i i	C V V
2164	kamang	bite	-eh	-eh	e h		27_bite-0	1215	- e - h -	V C	- e - h -	e h	V C
2173	klon	bite	gɛh	gɛh	g ɛ h		27_bite-0	1215	g ɛ - h -	C V C	g ɛ - h -	g ɛ h	C V C
2169	kui	bite	(kur) ges	ges	g e s		27_bite-0	1215	g e - s -	C V C	g e - s -	g e s	C V C
2172	nedebang	bite	cia	cia	tʃ i a		27_bite-0	1215	tʃ i - - a	C V V	tʃ i - - a	tʃ i a	C V V
2162	protoalorpantar	bite	asi	asi	a s i		27_bite-0	1215	- a - s i	V C V	- a - s i	a s i	V C V
2160	teiwa	bite	si	si	s i		27_bite-0	1215	s i - - -	C V	s i - - -	s i	C V
2168	westernpantar	bite	gassi	gassi	g a s s i		27_bite-0	1215	g a s s i	C V C C V	g a s s i	g a s s i	C V C C V
2963	abui	bitter	makali	makali	m a k a l i		28_bitter-4	1278	m a k a l i	C V C V C V	m a k a l i -	m a k a l i	C V C V C V
2970	adang	bitter	maʔalaʔ	maʔalaʔ	m a ʔ a l a		28_bitter-4	1278	m a ʔ a l a	C V C V C V	m a ʔ a l a ʔ	m a ʔ a l a ʔ	C V C V C V C
2964	blagar	bitter	kamála	kamála	k a m a l a		28_bitter-4	1278	k a m a l a	C V C V C V	k a m a l a -	k a m a l a	C V C V C V
2973	klon	bitter	mkal	mkal	m k a l		28_bitter-4	1278	m - k a l -	C C V C	m - k a l - -	m k a l	C C V C
2969	kui	bitter	makala	makala	m a k a l a		28_bitter-4	1278	m a k a l a	C V C V C V	m a k a l a -	m a k a l a	C V C V C V
2971	sawila	bitter	makal	makal	m a k a l		28_bitter-4	1278	m a k a l -	C V C V C	m a k a l - -	m a k a l	C V C V C
3075	abui	black	akani	akani	a k a n i		29_black-0	1342	a k a n i	V C V C V	- - a k a n i -	a k a n i	V C V C V
3083	adang	black	laʔanaʔ	laʔanaʔ	a ʔ a n a		29_black-0	1342	a ʔ a n a	V C V C V	- l a ʔ a n a ʔ	l a ʔ a n a ʔ	C V C V C V C
3077	blagar	black	kána	kána	k a n a		29_black-0	1342	- k a n a	C V C V	- - - k a n a -	k a n a	C V C V
3080	kaera	black	xano	xano	ħ a n o		29_black-0	1342	- ħ a n o	C V C V	- - - ħ a n o -	ħ a n o	C V C V
3086	klon	black	ɑʔɑkɑn	ɑʔɑkɑn	ɑ k ɑ n		29_black-0	1342	ɑ k ɑ n -	V C V C	ɑ ʔ ɑ k ɑ n - -	ɑ ʔ ɑ k ɑ n	V C V C V C
3082	kui	black	akana	akana	a k a n a		29_black-0	1342	a k a n a	V C V C V	- - a k a n a -	a k a n a	V C V C V
3085	nedebang	black	qana	qana	q a n a		29_black-0	1342	- q a n a	C V C V	- - - q a n a -	q a n a	C V C V
3076	protoalorpantar	black	aqana	aqana	a q a n a		29_black-0	1342	a q a n a	V C V C V	- - a q a n a -	a q a n a	V C V C V
3084	sawila	black	akana	akana	a k a n a		29_black-0	1342	a k a n a	V C V C V	- - a k a n a -	a k a n a	V C V C V
3074	teiwa	black	qa'an	qa'an	a ʔ a n		29_black-0	1342	a ʔ a n -	V C V C	- q a ʔ a n - -	q a ʔ a n	C V C V C
3079	wersing	black	akeng	akeng	a k e ŋ		29_black-0	1342	a k e ŋ -	V C V C	- - a k e ŋ - -	a k e ŋ	V C V C
1179	abui	blood	we	we	w e		31_blood-0	1434	w e - -	C V	- w e - -	w e	C V
1188	adang	blood	fi:	fi:	f iː		31_blood-0	1434	f iː - -	C V	- f iː - -	f iː	C V
1181	blagar	blood	eve, ve	eve	v e		31_blood-0	1434	v e - -	C V	e v e - -	e v e	V C V
1185	kaera	blood	wee	wee	w e e		31_blood-0	1434	w e - e	C V V	- w e - e	w e e	C V V
1183	kamang	blood	wee	wee	w e e		31_blood-0	1434	w e - e	C V V	- w e - e	w e e	C V V
1191	klon	blood	wɛʔ	wɛʔ	w ɛ ʔ		31_blood-0	1434	w ɛ ʔ -	C V C	- w ɛ ʔ -	w ɛ ʔ	C V C
1187	kui	blood	we	we	w e		31_blood-0	1434	w e - -	C V	- w e - -	w e	C V
1190	nedebang	blood	we	we	w e		31_blood-0	1434	w e - -	C V	- w e - -	w e	C V
1180	protoalorpantar	blood	wai	wai	w a i		31_blood-0	1434	w a - i	C V V	- w a - i	w a i	C V V
1189	sawila	blood	wii	wii	w i i		31_blood-0	1434	w i - i	C V V	- w i - i	w i i	C V V
1178	teiwa	blood	wei	wei	w e i		31_blood-0	1434	w e - i	C V V	- w e - i	w e i	C V V
1184	wersing	blood	wei	wei	w e i		31_blood-0	1434	w e - i	C V V	- w e - i	w e i	C V V
1186	westernpantar	blood	wai	wai	w a i		31_blood-0	1434	w a - i	C V V	- w a - i	w a i	C V V
1286	abui	body hair	amuri	amuri	m u r i		34_bodyhair-0	1659	m u r i	C V C V	- a m u r i - -	a m u r i	V C V C V
1294	adang	body hair	muj	muj	m u dʒ		34_bodyhair-0	1659	m u dʒ -	C V C	- - m u dʒ - - -	m u dʒ	C V C
1288	blagar	body hair	pimudi	pimudi	m u d i		34_bodyhair-0	1659	m u d i	C V C V	p i m u d i - -	p i m u d i	C V C V C V
1291	kaera	body hair	mudu' 'body hair, fur, feather'	mudu	m u d u		34_bodyhair-0	1659	m u d u	C V C V	- - m u d u - -	m u d u	C V C V
1297	klon	body hair	amudj	amudj	m u d		34_bodyhair-0	1659	m u d -	C V C	- a m u d - dʒ -	a m u d dʒ	V C V C C
1296	nedebang	body hair	muddi	muddi	m u d		34_bodyhair-0	1659	m u d -	C V C	- - m u d - d i	m u d d i	C V C C V
1287	protoalorpantar	body hair	mudi	mudi	m u d i		34_bodyhair-0	1659	m u d i	C V C V	- - m u d i - -	m u d i	C V C V
1295	sawila	body hair	madi	madi	m a d i		34_bodyhair-0	1659	m a d i	C V C V	- - m a d i - -	m a d i	C V C V
1285	teiwa	body hair	mud	mud	m u d		34_bodyhair-0	1659	m u d -	C V C	- - m u d - - -	m u d	C V C
1290	wersing	body hair	(ne)mudi	mudi	m u d i		34_bodyhair-0	1659	m u d i	C V C V	- - m u d i - -	m u d i	C V C V
1144	kaera	bone	kiri/giri	kiri	k i r i		35_bone-0	1734	k i r i	C V C V	k i r i	k i r i	C V C V
1150	nedebang	bone	kili	kili	k i l i		35_bone-0	1734	k i l i	C V C V	k i l i	k i l i	C V C V
1139	teiwa	bone	kir	kir	k i r		35_bone-0	1734	k i r -	C V C	k i r -	k i r	C V C
1142	kamang	bone	sel	sel	s e l		35_bone-5	1739	s e l -	C V C	- - s e l -	s e l	C V C
1149	sawila	bone	sara	sara	s a r a		35_bone-5	1739	s a r a	C V C V	- - s a r a	s a r a	C V C V
1143	wersing	bone	geséri	geséri	s e r i		35_bone-5	1739	s e r i	C V C V	g e s e r i	g e s e r i	C V C V C V
1148	adang	bone	talopo	talopo	t a l o p o		35_bone-3	1737	t a l o p o	C V C V C V	t a l o p o	t a l o p o	C V C V C V
1151	klon	bone	tərop	tərop	t ə r o p		35_bone-3	1737	t ə r o p -	C V C V C	t ə r o p -	t ə r o p	C V C V C
1147	kui	bone	taropa	taropa	t a r o p a		35_bone-3	1737	t a r o p a	C V C V C V	t a r o p a	t a r o p a	C V C V C V
443	abui	bow	peti	peti	p e t		36_bow-5	1815	p e t	C V C	p e t i	p e t i	C V C V
450	adang	bow	pεhε	pεhε	p ɛ h		36_bow-5	1815	p ɛ h	C V C	p ɛ h ɛ	p ɛ h ɛ	C V C V
453	klon	bow	peh	peh	p e h		36_bow-5	1815	p e h	C V C	p e h -	p e h	C V C
449	kui	bow	pes	pes	p e s		36_bow-5	1815	p e s	C V C	p e s -	p e s	C V C
719	adang	branch	ataŋ	ataŋ	a t a ŋ		37_branch-0	1841	- a t a ŋ	V C V C	- - - - a t a ŋ -	a t a ŋ	V C V C
716	kaera	branch	tei getani	tei getani	g e t a n		37_branch-0	1841	g e t a n	C V C V C	t e i g e t a n i	t e i g e t a n i	C V V C V C V C V
723	klon	branch	beh, gtan, kdar, tkam	beh	h		37_branch-0	1841	- - - - h	C	b e - - - - - h -	b e h	C V C
718	kui	branch	gatan	gatan	g a t a n		37_branch-0	1841	g a t a n	C V C V C	- - - g a t a n -	g a t a n	C V C V C
722	nedebang	branch	gatani	gatani	g a t a n		37_branch-0	1841	g a t a n	C V C V C	- - - g a t a n i	g a t a n i	C V C V C V
711	teiwa	branch	tei getingi	tei getingi	g e t i ŋ		37_branch-0	1841	g e t i ŋ	C V C V C	t e i g e t i ŋ i	t e i g e t i ŋ i	C V V C V C V C V
1093	adang	breadfruit	tombai	tombai	t o m b a		38_breadfruit-3	1924	t o m b a	C V C C V	t o m b a i -	t o m b a i	C V C C V V
1086	kamang	breadfruit	kut ton	kut ton	k u t t o		38_breadfruit-3	1924	k u t t o	C V C C V	k u t t o - n	k u t t o n	C V C C V C
1089	westernpantar	breadfruit	kili, tong	kili	k i l i		38_breadfruit-3	1924	k i - l i	C V C V	k i - l i - -	k i l i	C V C V
1457	blagar	breast	a:m	a:m	aː m		39_breast-0	2012	aː m -	V C	- - - aː m -	aː m	V C
1458	kamang	breast	ami	ami	a m i		39_breast-0	2012	a m i	V C V	- - - a m i	a m i	V C V
1465	nedebang	breast	gayami (cf., aami 'milk')	gayami	a m i		39_breast-0	2012	a m i	V C V	g a j a m i	g a j a m i	C V C V C V
1456	protoalorpantar	breast	ham-i	ham-i	a m i		39_breast-0	2012	a m i	V C V	- - h a m i	h a m i	C V C V
1464	sawila	breast	gaami	gaami	a m i		39_breast-0	2012	a m i	V C V	g a - a m i	g a a m i	C V V C V
1454	teiwa	breast	gəxam	gəxam	a m		39_breast-0	2012	a m -	V C	g ə ħ a m -	g ə ħ a m	C V C V C
1459	wersing	breast	ami	ami	a m i		39_breast-0	2012	a m i	V C V	- - - a m i	a m i	V C V
1748	kaera	bride price	gay	gay	g a		40_brideprice-0	2018	g a - -	C V	g a - - j	g a j	C V C
1752	nedebang	bride price	ga'a	ga'a	g a ʔ a		40_brideprice-0	2018	g a ʔ a	C V C V	g a ʔ a -	g a ʔ a	C V C V
1742	teiwa	bride price	go'oy	go'oy	g o ʔ o		40_brideprice-0	2018	g o ʔ o	C V C V	g o ʔ o j	g o ʔ o j	C V C V C
1749	westernpantar	bride price	gu'e	gu'e	g u ʔ e		40_brideprice-0	2018	g u ʔ e	C V C V	g u ʔ e -	g u ʔ e	C V C V
3630	abui	burn/shine	hiede	hiede	d e		43_burnshine-0	2029	d e	C V	h i e d e -	h i e d e	C V V C V
3632	blagar	burn/shine	ade	ade	d e		43_burnshine-0	2029	d e	C V	- - a d e -	a d e	V C V
3635	kaera	burn/shine	dee	dee	d e		43_burnshine-0	2029	d e	C V	- - - d e e	d e e	C V V
3629	teiwa	burn/shine	dee	dee	d e		43_burnshine-0	2029	d e	C V	- - - d e e	d e e	C V V
3680	abui	chase away/expel	he-tei, ha-loi	he-tei	h e t e i		49_chaseawayexpel-0	2076	h e t e i - -	C V C V V	h e t e i - -	h e t e i	C V C V V
3683	blagar	chase away/expel	teri, sika ‘sound to shoo a dog’, bura ‘sound to shoo a chicken’, sambe ‘sound to shoo a goat’	teri	t e r i		49_chaseawayexpel-0	2076	- - t e - r i	C V C V	- - t e - r i	t e r i	C V C V
3691	kaera	chase away/expel	getero	getero	g e t e r o		49_chaseawayexpel-0	2076	g e t e - r o	C V C V C V	g e t e - r o	g e t e r o	C V C V C V
3699	nedebang	chase away/expel	getiala	getiala	g e t i a l a		49_chaseawayexpel-0	2076	g e t i a l a	C V C V V C V	g e t i a l a	g e t i a l a	C V C V V C V
3682	protoalorpantar	chase away/expel	tiara	tiara	t i a r a		49_chaseawayexpel-0	2076	- - t i a r a	C V V C V	- - t i a r a	t i a r a	C V V C V
3697	sawila	chase away/expel	tiira, diila	tiira	t i i r a		49_chaseawayexpel-0	2076	- - t i i r a	C V V C V	- - t i i r a	t i i r a	C V V C V
3679	teiwa	chase away/expel	gətiar	gətiar	g ə t i a r		49_chaseawayexpel-0	2076	g ə t i a r -	C V C V V C	g ə t i a r -	g ə t i a r	C V C V V C
1793	blagar	chicken	haŋi	haŋi	h a ŋ i		52_chicken-2	2095	h a ŋ i -	C V C V	h a ŋ i - -	h a ŋ i	C V C V
1796	kaera	chicken	siaq	siaq	s i a q		52_chicken-2	2095	s i - a q	C V V C	s i - a q -	s i a q	C V V C
1797	westernpantar	chicken	suake	suake	s u a k		52_chicken-2	2095	s u - a k	C V V C	s u - a k e	s u a k e	C V V C V
1799	adang	chicken	hiu	hiu	h i u		52_chicken-4	2096	h i u	C V V	h i u	h i u	C V V
1802	klon	chicken	hi	hi	h i		52_chicken-4	2096	h i -	C V	h i -	h i	C V
1798	kui	chicken	sei	sei	s e i		52_chicken-4	2096	s e i	C V V	s e i	s e i	C V V
1630	adang	child	ʔei	ʔei	ʔ e i		53_child-0	2101	ʔ e - - i	C V V	ʔ e - - i - -	ʔ e i	C V V
1624	blagar	child	toál	toál	t o a		53_child-0	2101	t o - - a	C V V	t o - - a l -	t o a l	C V V C
1627	kaera	child	tuaq	tuaq	t u a		53_child-0	2101	t u - - a	C V V	t u - - a q -	t u a q	C V V C
