ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
79	vartovskojekhanty	belly	koɳ	k.o.ɳ	k o ɳ		13	46	k o ɳ	C V C	k o ɳ	k o ɳ	C V C
78	vasjugankhanty	belly	koɳ	k.o.ɳ	k o ɳ		13	46	k o ɳ	C V C	k o ɳ	k o ɳ	C V C
77	verkhnekalymskkhanty	belly	koɳ	k.o.ɳ	k o ɳ		13	46	k o ɳ	C V C	k o ɳ	k o ɳ	C V C
66	jugankhanty	big	entɬ	e.n.t.ɬ	e n t ɬ		15	68	e n t ɬ -	V C C C	- e n t ɬ - -	e n t ɬ	V C C C
68	kondakhanty	big	eːnə	eː.n.ə	eː n ə		15	68	eː n - - ə	V C V	- eː n - - ə -	eː n ə	V C V
57	kondamansi	big	jæni	j.æ.n.i	æ n i		15	68	æ n - - i	V C V	j æ n - - i -	j æ n i	C V C V
63	likrisovskojekhanty	big	eɭə	e.ɭ.ə	e ɭ ə		15	68	e - - ɭ ə	V C V	- e - - ɭ ə -	e ɭ ə	V C V
55	lowerlozvamansi	big	jæni	j.æ.n.i	æ n i		15	68	æ n - - i	V C V	j æ n - - i -	j æ n i	C V C V
64	malyjjugankhanty	big	enɬ	e.n.ɬ	e n ɬ		15	68	e n - ɬ -	V C C	- e n - ɬ - -	e n ɬ	V C C
54	middlelozvamansi	big	jæni	j.æ.n.i	æ n i		15	68	æ n - - i	V C V	j æ n - - i -	j æ n i	C V C V
53	northmansi	big	jænɨɣ	j.æ.n.ɨ.ɣ	æ n ɨ		15	68	æ n - - ɨ	V C V	j æ n - - ɨ ɣ	j æ n ɨ ɣ	C V C V C
56	pelymkamansi	big	jæni	j.æ.n.i	æ n i		15	68	æ n - - i	V C V	j æ n - - i -	j æ n i	C V C V
58	tavdamansi	big	jænu	j.æ.n.u	æ n u		15	68	æ n - - u	V C V	j æ n - - u -	j æ n u	C V C V
65	tremjugankhanty	big	enɬ	e.n.ɬ	e n ɬ		15	68	e n - ɬ -	V C C	- e n - ɬ - -	e n ɬ	V C C
67	upperdemjankakhanty	big	eːnə	eː.n.ə	eː n ə		15	68	eː n - - ə	V C V	- eː n - - ə -	eː n ə	V C V
59	vakhkhanty	big	eɭɭə	e.ɭː.ə	e ɭː ə		15	68	e - - ɭː ə	V C V	- e - - ɭː ə -	e ɭː ə	V C V
62	vartovskojekhanty	big	eɭə	e.ɭ.ə	e ɭ ə		15	68	e - - ɭ ə	V C V	- e - - ɭ ə -	e ɭ ə	V C V
61	vasjugankhanty	big	eɭɭə	e.ɭː.ə	e ɭː ə		15	68	e - - ɭː ə	V C V	- e - - ɭː ə -	e ɭː ə	V C V
60	verkhnekalymskkhanty	big	eɭə	e.ɭ.ə	e ɭ ə		15	68	e - - ɭ ə	V C V	- e - - ɭ ə -	e ɭ ə	V C V
71	kazymkhanty	big	wɵːn	w.ɵː.n	ɵː n		16	77	ɵː n	V C	w ɵː n -	w ɵː n	C V C
69	nizjamkhanty	big	uːnə	uː.n.ə	uː n		16	77	uː n	V C	- uː n ə	uː n ə	V C V
70	sherkalykhanty	big	uːnə	uː.n.ə	uː n		16	77	uː n	V C	- uː n ə	uː n ə	V C V
72	synjakhanty	big	uːn	uː.n	uː n		16	77	uː n	V C	- uː n -	uː n	V C
102	kazymkhanty	bird	toχɬəŋwɔːj	t.o.χ.ɬ.ə.ŋ.w.ɔː.j	χ ɬ ə ŋ w ɔː j		17	88	χ ɬ ə ŋ w ɔː j	C C V C C V C	t o χ ɬ ə ŋ w ɔː j - -	t o χ ɬ ə ŋ w ɔː j	C V C C V C C V C
95	kondamansi	bird	wuj	w.u.j	w u j		17	88	w - - - - u j	C V C	- - w - - - - u j - -	w u j	C V C
93	lowerlozvamansi	bird	uj	u.j	u j		17	88	- - - - - u j	V C	- - - - - - - u j - -	u j	V C
92	middlelozvamansi	bird	tɔuləŋuj	t.ɔu.l.ə.ŋ.u.j	l ə ŋ u j		17	88	- l ə ŋ - u j	C V C V C	t ɔu - l ə ŋ - u j - -	t ɔu l ə ŋ u j	C V C V C V C
91	northmansi	bird	tɔwləŋuj	t.ɔ.w.l.ə.ŋ.u.j	w l ə ŋ u j		17	88	w l ə ŋ - u j	C C V C V C	t ɔ w l ə ŋ - u j - -	t ɔ w l ə ŋ u j	C V C C V C V C
94	pelymkamansi	bird	wuj	w.u.j	w u j		17	88	w - - - - u j	C V C	- - w - - - - u j - -	w u j	C V C
101	sherkalykhanty	bird	wɔːj	w.ɔː.j	w ɔː j		17	88	w - - - - ɔː j	C V C	- - w - - - - ɔː j - -	w ɔː j	C V C
99	tremjugankhanty	bird	toɣɬəŋwɔːjəɣ	t.o.ɣ.ɬ.ə.ŋ.w.ɔː.j.ə.ɣ	ɣ ɬ ə ŋ w ɔː j		17	88	ɣ ɬ ə ŋ w ɔː j	C C V C C V C	t o ɣ ɬ ə ŋ w ɔː j ə ɣ	t o ɣ ɬ ə ŋ w ɔː j ə ɣ	C V C C V C C V C V C
100	upperdemjankakhanty	bird	toχtəŋwoːjə	t.o.χ.t.ə.ŋ.w.oː.j.ə	χ t ə ŋ w oː j		17	88	χ t ə ŋ w oː j	C C V C C V C	t o χ t ə ŋ w oː j ə -	t o χ t ə ŋ w oː j ə	C V C C V C C V C V
97	vakhkhanty	bird	waːjəɣ	w.aː.j.ə.ɣ	w aː j		17	88	w - - - - aː j	C V C	- - w - - - - aː j ə ɣ	w aː j ə ɣ	C V C V C
98	vasjugankhanty	bird	waːjəɣ	w.aː.j.ə.ɣ	w aː j		17	88	w - - - - aː j	C V C	- - w - - - - aː j ə ɣ	w aː j ə ɣ	C V C V C
115	jugankhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
120	kazymkhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
117	kondakhanty	bite	par	p.a.r	p a r		19	110	p a r	C V C	p a r -	p a r	C V C
107	kondamansi	bite	pori	p.o.r.i	p o r		19	110	p o r	C V C	p o r i	p o r i	C V C V
112	likrisovskojekhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
105	lowerlozvamansi	bite	puri	p.u.r.i	p u r		19	110	p u r	C V C	p u r i	p u r i	C V C V
113	malyjjugankhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
104	middlelozvamansi	bite	puri	p.u.r.i	p u r		19	110	p u r	C V C	p u r i	p u r i	C V C V
118	nizjamkhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
103	northmansi	bite	puri	p.u.r.i	p u r		19	110	p u r	C V C	p u r i	p u r i	C V C V
122	obdorskkhanty	bite	par	p.a.r	p a r		19	110	p a r	C V C	p a r -	p a r	C V C
106	pelymkamansi	bite	puri	p.u.r.i	p u r		19	110	p u r	C V C	p u r i	p u r i	C V C V
119	sherkalykhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
121	synjakhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
108	tavdamansi	bite	pur	p.u.r	p u r		19	110	p u r	C V C	p u r -	p u r	C V C
114	tremjugankhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
116	upperdemjankakhanty	bite	par	p.a.r	p a r		19	110	p a r	C V C	p a r -	p a r	C V C
109	vakhkhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
111	vasjugankhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
110	verkhnekalymskkhanty	bite	por	p.o.r	p o r		19	110	p o r	C V C	p o r -	p o r	C V C
127	kondamansi	black	seːməl	s.eː.m.ə.l	s eː m ə l		20	122	s eː m ə l	C V C V C	s eː m ə l	s eː m ə l	C V C V C
125	lowerlozvamansi	black	ʃeːməl	ʃ.eː.m.ə.l	ʃ eː m ə l		20	122	ʃ eː m ə l	C V C V C	ʃ eː m ə l	ʃ eː m ə l	C V C V C
124	middlelozvamansi	black	ʃeːməl	ʃ.eː.m.ə.l	ʃ eː m ə l		20	122	ʃ eː m ə l	C V C V C	ʃ eː m ə l	ʃ eː m ə l	C V C V C
123	northmansi	black	seːməl	s.eː.m.ə.l	s eː m ə l		20	122	s eː m ə l	C V C V C	s eː m ə l	s eː m ə l	C V C V C
126	pelymkamansi	black	ʃeːməl	ʃ.eː.m.ə.l	ʃ eː m ə l		20	122	ʃ eː m ə l	C V C V C	ʃ eː m ə l	ʃ eː m ə l	C V C V C
135	jugankhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
140	kazymkhanty	black	pitiː	p.i.t.iː	p i t iː		22	142	p i - t iː	C V C V	p i - t iː	p i t iː	C V C V
137	kondakhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
132	likrisovskojekhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
133	malyjjugankhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
138	nizjamkhanty	black	piɣtə	p.i.ɣ.t.ə	p i ɣ t ə		22	142	p i ɣ t ə	C V C C V	p i ɣ t ə	p i ɣ t ə	C V C C V
142	obdorskkhanty	black	puːtiː	p.uː.t.iː	p uː t iː		22	142	p uː - t iː	C V C V	p uː - t iː	p uː t iː	C V C V
139	sherkalykhanty	black	piɣtə	p.i.ɣ.t.ə	p i ɣ t ə		22	142	p i ɣ t ə	C V C C V	p i ɣ t ə	p i ɣ t ə	C V C C V
141	synjakhanty	black	pitiː	p.i.t.iː	p i t iː		22	142	p i - t iː	C V C V	p i - t iː	p i t iː	C V C V
134	tremjugankhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
136	upperdemjankakhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
129	vakhkhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
131	vasjugankhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
130	verkhnekalymskkhanty	black	peɣtə	p.e.ɣ.t.ə	p e ɣ t ə		22	142	p e ɣ t ə	C V C C V	p e ɣ t ə	p e ɣ t ə	C V C C V
152	jugankhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
154	kondakhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
147	kondamansi	blood	wɨr	w.ɨ.r	w ɨ r		24	162	w ɨ - r	C V C	w ɨ - r	w ɨ r	C V C
145	lowerlozvamansi	blood	œːr	œː.r	œː r		24	162	- œː - r	V C	- œː - r	œː r	V C
144	middlelozvamansi	blood	wyir	w.yi.r	w y i r		24	162	w y i r	C V V C	w y i r	w y i r	C V V C
159	obdorskkhanty	blood	wuːr	w.uː.r	w uː r		24	162	w uː - r	C V C	w uː - r	w uː r	C V C
146	pelymkamansi	blood	wyɨr	w.yɨ.r	w y ɨ r		24	162	w y ɨ r	C V V C	w y ɨ r	w y ɨ r	C V V C
158	synjakhanty	blood	wur	w.u.r	w u r		24	162	w u - r	C V C	w u - r	w u r	C V C
148	tavdamansi	blood	uːr	uː.r	uː r		24	162	- uː - r	V C	- uː - r	uː r	V C
151	tremjugankhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
153	upperdemjankakhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
149	vakhkhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
150	vasjugankhanty	blood	wer	w.e.r	w e r		24	162	w e - r	C V C	w e - r	w e r	C V C
157	kazymkhanty	blood	kaɬiː	k.a.ɬ.iː	k a ɬ iː		25	163	k a ɬ iː	C V C V	k a ɬ iː	k a ɬ iː	C V C V
155	nizjamkhanty	blood	katə	k.a.t.ə	k a t ə		25	163	k a t ə	C V C V	k a t ə	k a t ə	C V C V
156	sherkalykhanty	blood	katə	k.a.t.ə	k a t ə		25	163	k a t ə	C V C V	k a t ə	k a t ə	C V C V
173	jugankhanty	bone	ɬow	ɬ.o.w	ɬ o w		26	164	ɬ o w	C V C	ɬ o w - -	ɬ o w	C V C
178	kazymkhanty	bone	ɬuw	ɬ.u.w	ɬ u w		26	164	ɬ u w	C V C	ɬ u w - -	ɬ u w	C V C
175	kondakhanty	bone	tow	t.o.w	t o w		26	164	t o w	C V C	t o w - -	t o w	C V C
164	kondamansi	bone	lo	l.o	l o		26	164	l o -	C V	l o - - -	l o	C V
170	likrisovskojekhanty	bone	θoɣ	θ.o.ɣ	θ o ɣ		26	164	θ o ɣ	C V C	θ o ɣ - -	θ o ɣ	C V C
162	lowerlozvamansi	bone	luʃm	l.u.ʃ.m	l u ʃ		26	164	l u ʃ	C V C	l u ʃ - m	l u ʃ m	C V C C
171	malyjjugankhanty	bone	ɬoɣʷ	ɬ.o.ɣʷ	ɬ o ɣʷ		26	164	ɬ o ɣʷ	C V C	ɬ o ɣʷ - -	ɬ o ɣʷ	C V C
161	middlelozvamansi	bone	lu	l.u	l u		26	164	l u -	C V	l u - - -	l u	C V
176	nizjamkhanty	bone	tuw	t.u.w	t u w		26	164	t u w	C V C	t u w - -	t u w	C V C
160	northmansi	bone	lu	l.u	l u		26	164	l u -	C V	l u - - -	l u	C V
180	obdorskkhanty	bone	law	l.a.w	l a w		26	164	l a w	C V C	l a w - -	l a w	C V C
163	pelymkamansi	bone	lu	l.u	l u		26	164	l u -	C V	l u - - -	l u	C V
177	sherkalykhanty	bone	tuw	t.u.w	t u w		26	164	t u w	C V C	t u w - -	t u w	C V C
179	synjakhanty	bone	low	l.o.w	l o w		26	164	l o w	C V C	l o w - -	l o w	C V C
165	tavdamansi	bone	loʃəm	l.o.ʃ.ə.m	l o ʃ		26	164	l o ʃ	C V C	l o ʃ ə m	l o ʃ ə m	C V C V C
172	tremjugankhanty	bone	ɬoɣʷ	ɬ.o.ɣʷ	ɬ o ɣʷ		26	164	ɬ o ɣʷ	C V C	ɬ o ɣʷ - -	ɬ o ɣʷ	C V C
174	upperdemjankakhanty	bone	tew	t.e.w	t e w		26	164	t e w	C V C	t e w - -	t e w	C V C
166	vakhkhanty	bone	loɣ	l.o.ɣ	l o ɣ		26	164	l o ɣ	C V C	l o ɣ - -	l o ɣ	C V C
169	vartovskojekhanty	bone	ɬoɣ	ɬ.o.ɣ	ɬ o ɣ		26	164	ɬ o ɣ	C V C	ɬ o ɣ - -	ɬ o ɣ	C V C
168	vasjugankhanty	bone	loɣ	l.o.ɣ	l o ɣ		26	164	l o ɣ	C V C	l o ɣ - -	l o ɣ	C V C
167	verkhnekalymskkhanty	bone	loɣ	l.o.ɣ	l o ɣ		26	164	l o ɣ	C V C	l o ɣ - -	l o ɣ	C V C
194	jugankhanty	breast	mæwəɬ	m.æ.w.ə.ɬ	m æ w ə ɬ		27	165	m æ w ə ɬ	C V C V C	m æ w ə ɬ	m æ w ə ɬ	C V C V C
199	kazymkhanty	breast	meːwəɬ	m.eː.w.ə.ɬ	m eː w ə ɬ		27	165	m eː w ə ɬ	C V C V C	m eː w ə ɬ	m eː w ə ɬ	C V C V C
196	kondakhanty	breast	meːɣət	m.eː.ɣ.ə.t	m eː ɣ ə t		27	165	m eː ɣ ə t	C V C V C	m eː ɣ ə t	m eː ɣ ə t	C V C V C
185	kondamansi	breast	mɔul	m.ɔu.l	m ɔu l		27	165	m ɔu - - l	C V C	m ɔu - - l	m ɔu l	C V C
191	likrisovskojekhanty	breast	mæɣʷəθ	m.æ.ɣʷ.ə.θ	m æ ɣʷ ə θ		27	165	m æ ɣʷ ə θ	C V C V C	m æ ɣʷ ə θ	m æ ɣʷ ə θ	C V C V C
183	lowerlozvamansi	breast	maɨl	m.aɨ.l	m a ɨ l		27	165	m a - ɨ l	C V V C	m a - ɨ l	m a ɨ l	C V V C
192	malyjjugankhanty	breast	mæɣʷəɬ	m.æ.ɣʷ.ə.ɬ	m æ ɣʷ ə ɬ		27	165	m æ ɣʷ ə ɬ	C V C V C	m æ ɣʷ ə ɬ	m æ ɣʷ ə ɬ	C V C V C
182	middlelozvamansi	breast	maɨl	m.aɨ.l	m a ɨ l		27	165	m a - ɨ l	C V V C	m a - ɨ l	m a ɨ l	C V V C
197	nizjamkhanty	breast	meːwət	m.eː.w.ə.t	m eː w ə t		27	165	m eː w ə t	C V C V C	m eː w ə t	m eː w ə t	C V C V C
181	northmansi	breast	maɣɨl	m.a.ɣ.ɨ.l	m a ɣ ɨ l		27	165	m a ɣ ɨ l	C V C V C	m a ɣ ɨ l	m a ɣ ɨ l	C V C V C
201	obdorskkhanty	breast	meːwəl	m.eː.w.ə.l	m eː w ə l		27	165	m eː w ə l	C V C V C	m eː w ə l	m eː w ə l	C V C V C
184	pelymkamansi	breast	maɣɨl	m.a.ɣ.ɨ.l	m a ɣ ɨ l		27	165	m a ɣ ɨ l	C V C V C	m a ɣ ɨ l	m a ɣ ɨ l	C V C V C
