ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE	ORIGINAL_ALIGNMENT	ORIGINAL_TOKENS	ORIGINAL_STRUCTURE
515	Kunming	doorsills	门坎	mə̃³¹kʰᴀ̃⁵³	m ə̃ ³¹ kʰ ᴀ̃/ã̱ ⁵³		612	564	m ə̃ - ³¹ kʰ ᴀ̃/ã̱ - ⁵³	C V T C V T	m ə̃ - ³¹ kʰ ᴀ̃/ã̱ - ⁵³	m ə̃ ³¹ kʰ ᴀ̃/ã̱ ⁵³	C V T C V T
510	Nanchang	doorsills	门坎	mɨn⁴⁵kan⁰⁴	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴		612	564	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴	C V C T C V C T	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴	m ɨ n ⁴⁵ k a n ⁰⁴/¹⁴	C V C T C V C T
511	Chengdu	doorsills	门槛	mən³¹kʰan⁵³	m ə ³¹ kʰ a ⁵³		650	595	m ə ³¹ kʰ a ⁵³	C V T C V T	m ə n ³¹ kʰ - a n ⁵³ - -	m ə n ³¹ kʰ a n ⁵³	C V C T C V C T
507	Jinan	doorsills	门槛子	mẽ⁴²ʨʰjã²¹ʦɿ	m ẽ ⁴² tɕʰ ã ²¹		650	595	m ẽ ⁴² tɕʰ ã ²¹	C V T C V T	m ẽ - ⁴² tɕʰ j ã - ²¹ ts ɿ	m ẽ ⁴² tɕʰ j ã ²¹ ts ɿ	C V T C C V T C V
516	Shanghai	doorsills	门槛	məŋ¹³kʰe³⁵	m ə ¹³ kʰ e ³⁵		650	595	m ə ¹³ kʰ e ³⁵	C V T C V T	m ə ŋ ¹³ kʰ - e - ³⁵ - -	m ə ŋ ¹³ kʰ e ³⁵	C V C T C V T
513	Shexian	doorsills	门槛	mʌ̃⁴⁴kʰɛ³⁵	m ʌ̃ ⁴⁴ kʰ ɛ ³⁵		650	595	m ʌ̃ ⁴⁴ kʰ ɛ ³⁵	C V T C V T	m ʌ̃ - ⁴⁴ kʰ - ɛ - ³⁵ - -	m ʌ̃ ⁴⁴ kʰ ɛ ³⁵	C V T C V T
2694	Beijing	eight	八	pa⁵⁵	p a ⁵⁵		782	702	p a - ⁵⁵	C V T	p - a - ⁵⁵	p a ⁵⁵	C V T
2683	Changsha	eight	八	pa²⁴	p a ²⁴		782	702	p a - ²⁴	C V T	p - a - ²⁴	p a ²⁴	C V T
2691	Chengdu	eight	八	pa³¹	p a ³¹		782	702	p a - ³¹	C V T	p - a - ³¹	p a ³¹	C V T
2689	Guangzhou	eight	八	pat³	p a t ³		782	702	p a t ³	C V C T	p - a t ³	p a t ³	C V C T
2684	Guixian	eight	八	pa²¹	p a ²¹		782	702	p a - ²¹	C V T	p - a - ²¹	p a ²¹	C V T
2688	Hangzhou	eight	八	pɑʔ⁵	p ɑ ʔ ⁵		782	702	p ɑ ʔ ⁵	C V C T	p - ɑ ʔ ⁵	p ɑ ʔ ⁵	C V C T
2686	Hefei	eight	八	pɐʔ⁵	p ɐ ʔ ⁵		782	702	p ɐ ʔ ⁵	C V C T	p - ɐ ʔ ⁵	p ɐ ʔ ⁵	C V C T
2687	Jinan	eight	八	pa²¹³	p a ²¹³		782	702	p a - ²¹³	C V T	p - a - ²¹³	p a ²¹³	C V T
2695	Kunming	eight	八	pᴀ³¹	p ᴀ/a̱ ³¹		782	702	p ᴀ/a̱ - ³¹	C V T	p - ᴀ/a̱ - ³¹	p ᴀ/a̱ ³¹	C V T
2682	Meixian	eight	八	pat¹	p a t ¹		782	702	p a t ¹	C V C T	p - a t ¹	p a t ¹	C V C T
2690	Nanchang	eight	八	paʔ⁵	p a ʔ ⁵		782	702	p a ʔ ⁵	C V C T	p - a ʔ ⁵	p a ʔ ⁵	C V C T
2696	Shanghai	eight	八	paʔ⁵	p a ʔ ⁵		782	702	p a ʔ ⁵	C V C T	p - a ʔ ⁵	p a ʔ ⁵	C V C T
2693	Shexian	eight	八	paʔ²¹	p a ʔ ²¹		782	702	p a ʔ ²¹	C V C T	p - a ʔ ²¹	p a ʔ ²¹	C V C T
2692	Taiyuan	eight	八	paʔ²	p a ʔ ²		782	702	p a ʔ ²	C V C T	p - a ʔ ²	p a ʔ ²	C V C T
2685	Xiamen	eight	八	pweʔ³²	p e ʔ ³²		782	702	p e ʔ ³²	C V C T	p w e ʔ ³²	p w e ʔ ³²	C C V C T
2740	Beijing	eleven	十一	ʂʅ³⁵i⁵⁵	ʂ ʅ ³⁵ i ⁵⁵		49	472	ʂ ʅ - ³⁵ i - ⁵⁵	C V T V T	ʂ ʅ - ³⁵ - - i - ⁵⁵	ʂ ʅ ³⁵ i ⁵⁵	C V T V T
2729	Changsha	eleven	十一	ʂʅ²⁴i²⁴	ʂ ʅ ²⁴ i ²⁴		49	472	ʂ ʅ - ²⁴ i - ²⁴	C V T V T	ʂ ʅ - ²⁴ - - i - ²⁴	ʂ ʅ ²⁴ i ²⁴	C V T V T
2737	Chengdu	eleven	十一	sɿ³¹i³¹	s ɿ ³¹ i ³¹		49	472	s ɿ - ³¹ i - ³¹	C V T V T	s ɿ - ³¹ - - i - ³¹	s ɿ ³¹ i ³¹	C V T V T
2735	Guangzhou	eleven	十一	sɐp²jɐt⁵	s ɐ p ² ɐ t ⁵		49	472	s ɐ p ² ɐ t ⁵	C V C T V C T	s ɐ p ² - j ɐ t ⁵	s ɐ p ² j ɐ t ⁵	C V C T C V C T
2730	Guixian	eleven	十一	sɿ²¹i²¹	s ɿ ²¹ i ²¹		49	472	s ɿ - ²¹ i - ²¹	C V T V T	s ɿ - ²¹ - - i - ²¹	s ɿ ²¹ i ²¹	C V T V T
2734	Hangzhou	eleven	十一	zəʔ²ʔjəʔ⁵	z ə ʔ ² ə ʔ ⁵		49	472	z ə ʔ ² ə ʔ ⁵	C V C T V C T	z ə ʔ ² ʔ j ə ʔ ⁵	z ə ʔ ² ʔ j ə ʔ ⁵	C V C T C C V C T
2732	Hefei	eleven	十一	ʂəʔ⁵jəʔ⁵	ʂ ə ʔ ⁵ ə ʔ ⁵		49	472	ʂ ə ʔ ⁵ ə ʔ ⁵	C V C T V C T	ʂ ə ʔ ⁵ - j ə ʔ ⁵	ʂ ə ʔ ⁵ j ə ʔ ⁵	C V C T C V C T
2733	Jinan	eleven	十一	ʂʅ⁴²i²¹³	ʂ ʅ ⁴² i ²¹³		49	472	ʂ ʅ - ⁴² i - ²¹³	C V T V T	ʂ ʅ - ⁴² - - i - ²¹³	ʂ ʅ ⁴² i ²¹³	C V T V T
2741	Kunming	eleven	十一	ʂʅ³¹i³¹	ʂ ʅ ³¹ i ³¹		49	472	ʂ ʅ - ³¹ i - ³¹	C V T V T	ʂ ʅ - ³¹ - - i - ³¹	ʂ ʅ ³¹ i ³¹	C V T V T
2728	Meixian	eleven	十一	səp⁵it¹	s ə p ⁵ i t ¹		49	472	s ə p ⁵ i t ¹	C V C T V C T	s ə p ⁵ - - i t ¹	s ə p ⁵ i t ¹	C V C T V C T
2736	Nanchang	eleven	十一	sɨʔ²iʔ⁵	s ɨ ʔ ² i ʔ ⁵		49	472	s ɨ ʔ ² i ʔ ⁵	C V C T V C T	s ɨ ʔ ² - - i ʔ ⁵	s ɨ ʔ ² i ʔ ⁵	C V C T V C T
2742	Shanghai	eleven	十一	zəʔ¹jɪʔ⁵	z ə ʔ ¹ ɪ ʔ ⁵		49	472	z ə ʔ ¹ ɪ ʔ ⁵	C V C T V C T	z ə ʔ ¹ - j ɪ ʔ ⁵	z ə ʔ ¹ j ɪ ʔ ⁵	C V C T C V C T
2739	Shexian	eleven	十一	ɕi²²iʔ²¹	ɕ i ²² i ʔ ²¹		49	472	ɕ i - ²² i ʔ ²¹	C V T V C T	ɕ i - ²² - - i ʔ ²¹	ɕ i ²² i ʔ ²¹	C V T V C T
2738	Taiyuan	eleven	十一	səʔ⁵⁴jəʔ²	s ə ʔ ⁵⁴ ə ʔ ²		49	472	s ə ʔ ⁵⁴ ə ʔ ²	C V C T V C T	s ə ʔ ⁵⁴ - j ə ʔ ²	s ə ʔ ⁵⁴ j ə ʔ ²	C V C T C V C T
2731	Xiamen	eleven	十一	ʦap⁵it³²	ts a p ⁵ i t ³²		49	472	ts a p ⁵ i t ³²	C V C T V C T	ts a p ⁵ - - i t ³²	ts a p ⁵ i t ³²	C V C T V C T
642	Guangzhou	face	面	min²²	m i ²²		229	265	m - i ²²	C V T	m - i n ²²	m i n ²²	C V C T
632	Meixian	face	面	mjen⁵³	m j e ⁵³		229	265	m j e ⁵³	C C V T	m j e n ⁵³	m j e n ⁵³	C C V C T
638	Xiamen	face	面	bin²²	b i ²²		229	265	b - i ²²	C V T	b - i n ²²	b i n ²²	C V C T
649	Beijing	face	脸	ljan²¹⁴	l j a ²¹⁴		896	804	l j a ²¹⁴	C C V T	l j a n ²¹⁴	l j a n ²¹⁴	C C V C T
634	Changsha	face	脸	ljẽ⁴¹	l j ẽ ⁴¹		896	804	l j ẽ ⁴¹	C C V T	l j ẽ - ⁴¹	l j ẽ ⁴¹	C C V T
644	Chengdu	face	脸	njan⁵³	n j a ⁵³		896	804	n j a ⁵³	C C V T	n j a n ⁵³	n j a n ⁵³	C C V C T
635	Guixian	face	脸	ljan⁴²	l j a ⁴²		896	804	l j a ⁴²	C C V T	l j a n ⁴²	l j a n ⁴²	C C V C T
639	Hefei	face	脸	ljɪ̃²⁴	l j ɪ̃ ²⁴		896	804	l j ɪ̃ ²⁴	C C V T	l j ɪ̃ - ²⁴	l j ɪ̃ ²⁴	C C V T
640	Jinan	face	脸	ljã⁵⁵	l j ã ⁵⁵		896	804	l j ã ⁵⁵	C C V T	l j ã - ⁵⁵	l j ã ⁵⁵	C C V T
650	Kunming	face	脸	ljɛ̃⁵³	l j ɛ̃ ⁵³		896	804	l j ɛ̃ ⁵³	C C V T	l j ɛ̃ - ⁵³	l j ɛ̃ ⁵³	C C V T
643	Nanchang	face	脸	ljɛn²¹³	l j ɛ ²¹³		896	804	l j ɛ ²¹³	C C V T	l j ɛ n ²¹³	l j ɛ n ²¹³	C C V C T
646	Taiyuan	face	脸	lje⁵³	l j e ⁵³		896	804	l j e ⁵³	C C V T	l j e - ⁵³	l j e ⁵³	C C V T
2202	Guangzhou	fat	肥	fej²¹	f e ²¹		941	845	f e ²¹	C V T	f - e j ²¹	f e j ²¹	C V C T
2193	Meixian	fat	肥	pʰi¹¹	pʰ i ¹¹		941	845	pʰ i ¹¹	C V T	pʰ - i - ¹¹	pʰ i ¹¹	C V T
2197	Xiamen	fat	肥	pwi³⁵	p i ³⁵		941	845	p i ³⁵	C V T	p w i - ³⁵	p w i ³⁵	C C V T
2194	Changsha	fat	壮	ʨɥan⁵⁵	tɕ a ⁵⁵		1143	124	tɕ a ⁵⁵	C V T	tɕ ɥ a n ⁵⁵	tɕ ɥ a n ⁵⁵	C C V C T
2200	Hangzhou	fat	壮	ʦɥɑŋ⁴⁴⁵	ts ɑ ⁴⁴⁵		1143	124	ts ɑ ⁴⁴⁵	C V T	ts ɥ ɑ ŋ ⁴⁴⁵	ts ɥ ɑ ŋ ⁴⁴⁵	C C V C T
2210	Shanghai	fat	壮	ʦɑ̃³	ts ɑ̃ ³		1143	124	ts ɑ̃ ³	C V T	ts - ɑ̃ - ³	ts ɑ̃ ³	C V T
2206	Shexian	fat	壮	ʦo³²⁴	ts o ³²⁴		1143	124	ts o ³²⁴	C V T	ts - o - ³²⁴	ts o ³²⁴	C V T
2208	Beijing	fat	胖	pʰɑŋ⁵¹	pʰ ɑ ŋ ⁵¹		102	19	pʰ ɑ ŋ ⁵¹	C V C T	pʰ ɑ ŋ ⁵¹	pʰ ɑ ŋ ⁵¹	C V C T
2195	Changsha	fat	胖	pʰan⁵⁵	pʰ a n ⁵⁵		102	19	pʰ a n ⁵⁵	C V C T	pʰ a n ⁵⁵	pʰ a n ⁵⁵	C V C T
2204	Chengdu	fat	胖	pʰaŋ¹³	pʰ a ŋ ¹³		102	19	pʰ a ŋ ¹³	C V C T	pʰ a ŋ ¹³	pʰ a ŋ ¹³	C V C T
2196	Guixian	fat	胖	pʰaŋ²¹³	pʰ a ŋ ²¹³		102	19	pʰ a ŋ ²¹³	C V C T	pʰ a ŋ ²¹³	pʰ a ŋ ²¹³	C V C T
2201	Hangzhou	fat	胖	pʰɑŋ⁴⁴⁵	pʰ ɑ ŋ ⁴⁴⁵		102	19	pʰ ɑ ŋ ⁴⁴⁵	C V C T	pʰ ɑ ŋ ⁴⁴⁵	pʰ ɑ ŋ ⁴⁴⁵	C V C T
2198	Hefei	fat	胖	pʰɑ̃⁵³	pʰ ɑ̃ ⁵³		102	19	pʰ ɑ̃ - ⁵³	C V T	pʰ ɑ̃ - ⁵³	pʰ ɑ̃ ⁵³	C V T
2199	Jinan	fat	胖	pʰaŋ²¹	pʰ a ŋ ²¹		102	19	pʰ a ŋ ²¹	C V C T	pʰ a ŋ ²¹	pʰ a ŋ ²¹	C V C T
2209	Kunming	fat	胖	pʰᴀ̃²¹²	pʰ ᴀ̃/ã̱ ²¹²		102	19	pʰ ᴀ̃/ã̱ - ²¹²	C V T	pʰ ᴀ̃/ã̱ - ²¹²	pʰ ᴀ̃/ã̱ ²¹²	C V T
2203	Nanchang	fat	胖	pʰɔŋ²¹³	pʰ ɔ ŋ ²¹³		102	19	pʰ ɔ ŋ ²¹³	C V C T	pʰ ɔ ŋ ²¹³	pʰ ɔ ŋ ²¹³	C V C T
2211	Shanghai	fat	胖	pʰɑ̃³⁵	pʰ ɑ̃ ³⁵		102	19	pʰ ɑ̃ - ³⁵	C V T	pʰ ɑ̃ - ³⁵	pʰ ɑ̃ ³⁵	C V T
2207	Shexian	fat	胖	pʰo³²⁴	pʰ o ³²⁴		102	19	pʰ o - ³²⁴	C V T	pʰ o - ³²⁴	pʰ o ³²⁴	C V T
847	Chengdu	father	老爸子	naw⁵³pa³¹ʦɿ⁵³	n a ⁵³ p a ³¹ ɿ		594	548	n a ⁵³ p a ³¹ ɿ	C V T C V T V	n a w ⁵³ p a ³¹ ts - ɿ - ⁵³	n a w ⁵³ p a ³¹ ts ɿ ⁵³	C V C T C V T C V T
860	Shanghai	father	爷	ɦja¹³	a		594	548	- - - - - - a	V	- - - - - - - ɦ j a - ¹³	ɦ j a ¹³	C C V T
853	Shexian	father	爷	je⁴⁴	e		594	548	- - - - - - e	V	- - - - - - - - j e - ⁴⁴	j e ⁴⁴	C V T
850	Taiyuan	father	老子	law⁵³ʦəʔ	l a ⁵³ ə		594	548	l a ⁵³ - - - ə	C V T V	l a w ⁵³ - - - ts - ə ʔ -	l a w ⁵³ ts ə ʔ	C V C T C V C
846	Chengdu	father	爸爸	pa³¹pa	p a ³¹ p a		172	217	p a ³¹ p a -	C V T C V	- p a - ³¹ p a - -	p a ³¹ p a	C V T C V
840	Guangzhou	father	爸爸	pa²¹pa⁵⁵	p a ²¹ p a ⁵⁵		172	217	p a ²¹ p a ⁵⁵	C V T C V T	- p a - ²¹ p a - ⁵⁵	p a ²¹ p a ⁵⁵	C V T C V T
829	Guixian	father	爸爸	pa²¹pa	p a ²¹ p a		172	217	p a ²¹ p a -	C V T C V	- p a - ²¹ p a - -	p a ²¹ p a	C V T C V
837	Jinan	father	爸爸	pa²¹pa	p a ²¹ p a		172	217	p a ²¹ p a -	C V T C V	- p a - ²¹ p a - -	p a ²¹ p a	C V T C V
824	Meixian	father	阿爸	a⁴⁴pa⁴⁴	a ⁴⁴ p a ⁴⁴		172	217	- a ⁴⁴ p a ⁴⁴	V T C V T	- - a - ⁴⁴ p a - ⁴⁴	a ⁴⁴ p a ⁴⁴	V T C V T
843	Nanchang	father	爸爸新	pɑʔ⁵pɑʔ⁰²	p ɑ ⁵ p ɑ ⁰²/¹²		172	217	p ɑ ⁵ p ɑ ⁰²/¹²	C V T C V T	- p ɑ ʔ ⁵ p ɑ ʔ ⁰²/¹²	p ɑ ʔ ⁵ p ɑ ʔ ⁰²/¹²	C V C T C V C T
832	Xiamen	father	老爸	law²²pe²²	l a ²² p e ²²		172	217	l a ²² p e ²²	C V T C V T	- l a w ²² p e - ²²	l a w ²² p e ²²	C V C T C V T
838	Jinan	father	大大	ta⁴²ta	t a ⁴² t a		35	356	t a ⁴² t a	C V T C V	t a ⁴² t a - -	t a ⁴² t a	C V T C V
854	Beijing	father	爹	tjɛ⁵⁵	t j ɛ ⁵⁵		264	289	t j ɛ ⁵⁵	C C V T	t j ɛ ⁵⁵ - - - -	t j ɛ ⁵⁵	C C V T
826	Changsha	father	爹爹	tje³³tje	t j e ³³		264	289	t j e ³³	C C V T	t j e ³³ t j e -	t j e ³³ t j e	C C V T C C V
848	Chengdu	father	爹	tje⁵⁵	t j e ⁵⁵		264	289	t j e ⁵⁵	C C V T	t j e ⁵⁵ - - - -	t j e ⁵⁵	C C V T
830	Guixian	father	爹	tjɛ⁵⁵	t j ɛ ⁵⁵		264	289	t j ɛ ⁵⁵	C C V T	t j ɛ ⁵⁵ - - - -	t j ɛ ⁵⁵	C C V T
836	Jinan	father	爹	tjə²¹³	t j ə ²¹³		264	289	t j ə ²¹³	C C V T	t j ə ²¹³ - - - -	t j ə ²¹³	C C V T
857	Kunming	father	爹	tjɛ⁴⁴	t j ɛ ⁴⁴		264	289	t j ɛ ⁴⁴	C C V T	t j ɛ ⁴⁴ - - - -	t j ɛ ⁴⁴	C C V T
858	Shanghai	father	爹爹	tja⁵³tja⁵³	t j a ⁵³		264	289	t j a ⁵³	C C V T	t j a ⁵³ t j a ⁵³	t j a ⁵³ t j a ⁵³	C C V T C C V T
835	Hefei	father	伯伯	pɐʔ⁵pɐʔ⁵	p ɐ ʔ ⁵ p ɐ ⁵		464	452	p ɐ ʔ ⁵ p ɐ ⁵	C V C T C V T	- - - - - - p ɐ ʔ ⁵ p ɐ ʔ ⁵	p ɐ ʔ ⁵ p ɐ ʔ ⁵	C V C T C V C T
859	Shanghai	father	阿伯	aʔ⁵paʔ⁵	a ʔ ⁵ p a ⁵		464	452	- a ʔ ⁵ p a ⁵	V C T C V T	- - - - - - - a ʔ ⁵ p a ʔ ⁵	a ʔ ⁵ p a ʔ ⁵	V C T C V C T
855	Beijing	father	爸	pa⁵¹	p a ⁵¹		143	194	p a ⁵¹	C V T	p a - ⁵¹	p a ⁵¹	C V T
845	Chengdu	father	爸	pa³¹	p a ³¹		143	194	p a ³¹	C V T	p a - ³¹	p a ³¹	C V T
842	Nanchang	father	爸	pɑʔ⁵	p ɑ ⁵		143	194	p ɑ ⁵	C V T	p ɑ ʔ ⁵	p ɑ ʔ ⁵	C V C T
851	Taiyuan	father	爸	pa⁴⁵	p a ⁴⁵		143	194	p a ⁴⁵	C V T	p a - ⁴⁵	p a ⁴⁵	C V T
780	Beijing	fingernail	指甲	t͡ʂʅ⁵⁵ʨja²	ʈʂ ʅ ⁵⁵ tɕ j a ²		120	177	ʈʂ ʅ ⁵⁵ tɕ j a ²	C V T C C V T	ʈʂ - ʅ - ⁵⁵ tɕ j a - - - ² - - - -	ʈʂ ʅ ⁵⁵ tɕ j a ²	C V T C C V T
770	Changsha	fingernail	指甲子	t͡ʂʅ²⁴ka²⁴ʦɿ	ʈʂ ʅ ²⁴ k a ²⁴		120	177	ʈʂ ʅ ²⁴ k - a ²⁴	C V T C V T	ʈʂ - ʅ - ²⁴ k - a - - - ²⁴ ts ɿ - -	ʈʂ ʅ ²⁴ k a ²⁴ ts ɿ	C V T C V T C V
777	Chengdu	fingernail	指甲	ʦɿ⁵³ʨja³¹	ts ɿ ⁵³ tɕ j a ³¹		120	177	ts ɿ ⁵³ tɕ j a ³¹	C V T C C V T	ts - ɿ - ⁵³ tɕ j a - - - ³¹ - - - -	ts ɿ ⁵³ tɕ j a ³¹	C V T C C V T
771	Guixian	fingernail	指甲	ʦɿ⁴²ʨja²¹	ts ɿ ⁴² tɕ j a ²¹		120	177	ts ɿ ⁴² tɕ j a ²¹	C V T C C V T	ts - ɿ - ⁴² tɕ j a - - - ²¹ - - - -	ts ɿ ⁴² tɕ j a ²¹	C V T C C V T
773	Hefei	fingernail	指甲盖	t͡ʂəʔ⁵ʨjɐʔ⁵kᴇ⁵³	ʈʂ ə ⁵ tɕ j ɐ ⁵		120	177	ʈʂ ə ⁵ tɕ j ɐ ⁵	C V T C C V T	ʈʂ - ə ʔ ⁵ tɕ j ɐ - - ʔ ⁵ k ᴇ/e̞ - ⁵³	ʈʂ ə ʔ ⁵ tɕ j ɐ ʔ ⁵ k ᴇ/e̞ ⁵³	C V C T C C V C T C V T
774	Jinan	fingernail	指甲盖儿	t͡ʂʅ²¹³ʨjakɛr²¹	ʈʂ ʅ ²¹³ tɕ j a ²¹		120	177	ʈʂ ʅ ²¹³ tɕ j a ²¹	C V T C C V T	ʈʂ - ʅ - ²¹³ tɕ j a k ɛ r ²¹ - - - -	ʈʂ ʅ ²¹³ tɕ j a k ɛ r ²¹	C V T C C V C V C T
781	Kunming	fingernail	指甲	t͡ʂʅ³¹ʨjᴀ³¹	ʈʂ ʅ ³¹ tɕ j ᴀ/a̱ ³¹		120	177	ʈʂ ʅ ³¹ tɕ j ᴀ/a̱ ³¹	C V T C C V T	ʈʂ - ʅ - ³¹ tɕ j ᴀ/a̱ - - - ³¹ - - - -	ʈʂ ʅ ³¹ tɕ j ᴀ/a̱ ³¹	C V T C C V T
769	Meixian	fingernail	手指甲	su³¹ʦɿ³¹kap¹	s u ³¹ ts ɿ ³¹		120	177	s u ³¹ ts - ɿ ³¹	C V T C V T	s - u - ³¹ ts - ɿ - - - ³¹ k a p ¹	s u ³¹ ts ɿ ³¹ k a p ¹	C V T C V T C V C T
776	Nanchang	fingernail	指甲子	ʦʔ⁵kaʔ⁰²ʦɿ⁰²	ts ⁵ k a ⁰²/¹²		120	177	ts - ⁵ k - a ⁰²/¹²	C T C V T	ts - - ʔ ⁵ k - a - - ʔ ⁰²/¹² ts ɿ - ⁰²/¹²	ts ʔ ⁵ k a ʔ ⁰²/¹² ts ɿ ⁰²/¹²	C C T C V C T C V T
779	Shexian	fingernail	手指甲	ɕju³⁵ʦɿ³⁵kaʔ²¹	ɕ u ³⁵ ts ɿ ³⁵		120	177	ɕ u ³⁵ ts - ɿ ³⁵	C V T C V T	ɕ j u - ³⁵ ts - ɿ - - - ³⁵ k a ʔ ²¹	ɕ j u ³⁵ ts ɿ ³⁵ k a ʔ ²¹	C C V T C V T C V C T
778	Taiyuan	fingernail	指甲	ʦəʔ²ʨjaʔ²	ts ə ² tɕ j a ²		120	177	ts ə ² tɕ j a ²	C V T C C V T	ts - ə ʔ ² tɕ j a - - ʔ ² - - - -	ts ə ʔ ² tɕ j a ʔ ²	C V C T C C V C T
775	Guangzhou	fingernail	膝头	sɐt⁵tʰɐw²¹	s ɐ ⁵ tʰ ɐ w ²¹		326	336	- - - s ɐ ⁵ tʰ ɐ w ²¹	C V T C V C T	- - - - - s - ɐ t ⁵ tʰ ɐ w - - ²¹ - - - -	s ɐ t ⁵ tʰ ɐ w ²¹	C V C T C V C T
2759	Beijing	first	第一	ti⁵¹i⁵⁵	t i ⁵¹ i ⁵⁵		23	266	t i ⁵¹ i - ⁵⁵	C V T V T	t i - ⁵¹ - - i - ⁵⁵	t i ⁵¹ i ⁵⁵	C V T V T
2748	Changsha	first	第一	ti¹¹i²⁴	t i ¹¹ i ²⁴		23	266	t i ¹¹ i - ²⁴	C V T V T	t i - ¹¹ - - i - ²⁴	t i ¹¹ i ²⁴	C V T V T
2756	Chengdu	first	第一	ti¹³i³¹	t i ¹³ i ³¹		23	266	t i ¹³ i - ³¹	C V T V T	t i - ¹³ - - i - ³¹	t i ¹³ i ³¹	C V T V T
2754	Guangzhou	first	第一	tɐj²²jɐt⁵	t ɐ ²² ɐ t ⁵		23	266	t ɐ ²² ɐ t ⁵	C V T V C T	t ɐ j ²² - j ɐ t ⁵	t ɐ j ²² j ɐ t ⁵	C V C T C V C T
2749	Guixian	first	第一	ti²¹³i²¹	t i ²¹³ i ²¹		23	266	t i ²¹³ i - ²¹	C V T V T	t i - ²¹³ - - i - ²¹	t i ²¹³ i ²¹	C V T V T
2753	Hangzhou	first	第一	di¹³ʔjəʔ⁵	d i ¹³ ə ʔ ⁵		23	266	d i ¹³ ə ʔ ⁵	C V T V C T	d i - ¹³ ʔ j ə ʔ ⁵	d i ¹³ ʔ j ə ʔ ⁵	C V T C C V C T
2751	Hefei	first	第一	ʦɿ⁵³jəʔ⁵	ts ɿ ⁵³ ə ʔ ⁵		23	266	ts ɿ ⁵³ ə ʔ ⁵	C V T V C T	ts ɿ - ⁵³ - j ə ʔ ⁵	ts ɿ ⁵³ j ə ʔ ⁵	C V T C V C T
2752	Jinan	first	第一	ti²¹i²¹³	t i ²¹ i ²¹³		23	266	t i ²¹ i - ²¹³	C V T V T	t i - ²¹ - - i - ²¹³	t i ²¹ i ²¹³	C V T V T
2760	Kunming	first	第一	ti²¹²i³¹	t i ²¹² i ³¹		23	266	t i ²¹² i - ³¹	C V T V T	t i - ²¹² - - i - ³¹	t i ²¹² i ³¹	C V T V T
2747	Meixian	first	第一	tʰi⁵³it¹	tʰ i ⁵³ i t ¹		23	266	tʰ i ⁵³ i t ¹	C V T V C T	tʰ i - ⁵³ - - i t ¹	tʰ i ⁵³ i t ¹	C V T V C T
2755	Nanchang	first	第一	tʰi²¹iʔ⁵	tʰ i ²¹ i ʔ ⁵		23	266	tʰ i ²¹ i ʔ ⁵	C V T V C T	tʰ i - ²¹ - - i ʔ ⁵	tʰ i ²¹ i ʔ ⁵	C V T V C T
2761	Shanghai	first	第一	di¹³jɪʔ⁵	d i ¹³ ɪ ʔ ⁵		23	266	d i ¹³ ɪ ʔ ⁵	C V T V C T	d i - ¹³ - j ɪ ʔ ⁵	d i ¹³ j ɪ ʔ ⁵	C V T C V C T
2758	Shexian	first	第一	tʰi²²iʔ²¹	tʰ i ²² i ʔ ²¹		23	266	tʰ i ²² i ʔ ²¹	C V T V C T	tʰ i - ²² - - i ʔ ²¹	tʰ i ²² i ʔ ²¹	C V T V C T
2757	Taiyuan	first	第一	ti⁴⁵jəʔ²	t i ⁴⁵ ə ʔ ²		23	266	t i ⁴⁵ ə ʔ ²	C V T V C T	t i - ⁴⁵ - j ə ʔ ²	t i ⁴⁵ j ə ʔ ²	C V T C V C T
2750	Xiamen	first	第一	te²²it³²	t e ²² i t ³²		23	266	t e ²² i t ³²	C V T V C T	t e - ²² - - i t ³²	t e ²² i t ³²	C V T V C T
746	Beijing	fist	拳头	ʨʰɥan³⁵tʰow³	tɕʰ ɥ a ³⁵ tʰ o w ³		723	656	tɕʰ ɥ a ³⁵ tʰ o w ³	C C V T C V C T	tɕʰ ɥ a n ³⁵ tʰ o w ³ - - -	tɕʰ ɥ a n ³⁵ tʰ o w ³	C C V C T C V C T
730	Changsha	fist	拳头骨	ʨɥẽ¹³təw¹³ku	tɕ ɥ ẽ ¹³ t ə w ¹³		723	656	tɕ ɥ ẽ ¹³ t ə w ¹³	C C V T C V C T	tɕ ɥ ẽ - ¹³ t ə w ¹³ k u -	tɕ ɥ ẽ ¹³ t ə w ¹³ k u	C C V T C V C T C V
738	Guangzhou	fist	拳头	kʰyn²¹tʰɐw²¹	kʰ y ²¹ tʰ ɐ w ²¹		723	656	kʰ - y ²¹ tʰ ɐ w ²¹	C V T C V C T	kʰ - y n ²¹ tʰ ɐ w ²¹ - - -	kʰ y n ²¹ tʰ ɐ w ²¹	C V C T C V C T
