ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
1041	Shexian	lunch	中饭	ʦʌ̃³¹fɛ²²	ts ʌ̃ ³¹ f ɛ ²²		329	339	ts ʌ̃ - ³¹ - - - f ɛ - ²²	C V T C V T
1042	Beijing	lunch	晌午饭	ʂɑŋ²¹⁴u³fan⁵¹	ʂ ɑ ŋ ²¹⁴ u ³ f a n ⁵¹		880	787	ʂ ɑ ŋ ²¹⁴ u - - ³ f a n ⁵¹	C V C T V T C V C T
1039	Chengdu	lunch	午饭	u⁵³fan¹³	u ⁵³ f a n ¹³		880	787	- - - - u - - ⁵³ f a n ¹³	V T C V C T
1033	Jinan	lunch	晌午饭	ʂaŋ⁵⁵ufã²¹	ʂ a ŋ ⁵⁵ u f ã ²¹		880	787	ʂ a ŋ ⁵⁵ u f ã ²¹ - - - -	C V C T V C V T
1040	Taiyuan	lunch	晌午饭	sɒ̃⁵³vu⁵³fæ̃⁴⁵	s ɒ̃ ⁵³ v u ⁵³ f æ̃ ⁴⁵		880	787	s ɒ̃ - ⁵³ - v u ⁵³ f æ̃ - ⁴⁵	C V T C V T C V T
1178	Guangzhou	man	男人	nam²¹jɐn²¹	n a m ²¹ j ɐ n ²¹		1006	8	n a m ²¹ - - j ɐ n ²¹ - - - -	C V C T C V C T
1164	Meixian	man	男儿人	nam¹¹meŋin¹¹	n a m ¹¹ m e ŋ i n ¹¹		1006	8	n a m ¹¹ m e ŋ i n ¹¹ - - - -	C V C T C V C V C T
1185	Taiyuan	man	男人家	næ̃¹¹zəŋ¹¹ʨja¹¹	n æ̃ ¹¹ z ə ŋ ¹¹ tɕ j a ¹¹		1006	8	n æ̃ - ¹¹ - - z ə ŋ ¹¹ tɕ j a ¹¹	C V T C V C T C C V T
1192	Beijing	man	男的	nan³⁵tə³	n a n ³⁵ t ə ³		1049	42	n a n ³⁵ t - ə - ³	C V C T C V T
1166	Changsha	man	男的	lan¹³ti	l a n ¹³ t i		1049	42	l a n ¹³ t - i - -	C V C T C V
1182	Chengdu	man	男的	nan³¹ni⁵⁵	n a n ³¹ n i ⁵⁵		1049	42	n a n ³¹ n - i - ⁵⁵	C V C T C V T
1168	Guixian	man	男的	lan²¹lɛ⁵⁵	l a n ²¹ l ɛ ⁵⁵		1049	42	l a n ²¹ l - ɛ - ⁵⁵	C V C T C V T
1172	Hefei	man	男的	læ̃⁵⁵tjəʔ	l æ̃ ⁵⁵ t j ə ʔ		1049	42	l æ̃ - ⁵⁵ t j ə ʔ -	C V T C C V C
1184	Taiyuan	man	男的	næ̃¹¹təʔ	n æ̃ ¹¹ t ə ʔ		1049	42	n æ̃ - ¹¹ t - ə ʔ -	C V T C V C
1171	Xiamen	man	男的	lam³⁵e	l a m ³⁵ e		1049	42	l a m ³⁵ - - e - -	C V C T V
39	Guangzhou	moon	月光	jyt²kwɔŋ⁵⁵	j y t ² k w ɔ ŋ ⁵⁵		129	184	- j y t ² k w ɔ ŋ ⁵⁵	C V C T C C V C T
29	Meixian	moon	月光	ŋjat⁵kwoŋ⁴⁴	ŋ j a t ⁵ k w o ŋ ⁴⁴		129	184	ŋ j a t ⁵ k w o ŋ ⁴⁴	C C V C T C C V C T
41	Nanchang	moon	月光	ȵɥɵʔ²kwɔŋ⁴²	ɲ ɥ ɵ ʔ ² k w ɔ ŋ ⁴²		129	184	ɲ ɥ ɵ ʔ ² k w ɔ ŋ ⁴²	C C V C T C C V C T
50	Shanghai	moon	月光	ɦɥɪʔ¹kwɑ̃⁵³	ɦ ɥ ɪ ʔ ¹ k w ɑ̃ ⁵³		129	184	ɦ ɥ ɪ ʔ ¹ k w ɑ̃ - ⁵³	C C V C T C C V T
46	Beijing	moon	月亮	ɥɛ⁵¹ljɑŋ¹	ɥ ɛ ⁵¹ l j ɑ ŋ ¹		659	602	- ɥ ɛ - ⁵¹ l j ɑ ŋ ¹	C V T C C V C T
30	Changsha	moon	月亮	ɥe²⁴ljan¹¹	ɥ e ²⁴ l j a n ¹¹		659	602	- ɥ e - ²⁴ l j a n ¹¹	C V T C C V C T
42	Chengdu	moon	月亮	ɥe³¹njaŋ¹³	ɥ e ³¹ n j a ŋ ¹³		659	602	- ɥ e - ³¹ n j a ŋ ¹³	C V T C C V C T
40	Guangzhou	moon	月亮	jyt²lœŋ²²	j y t ² l œ ŋ ²²		659	602	- j y t ² l - œ ŋ ²²	C V C T C V C T
33	Guixian	moon	月亮	jɛ²¹ljaŋ²¹³	j ɛ ²¹ l j a ŋ ²¹³		659	602	- j ɛ - ²¹ l j a ŋ ²¹³	C V T C C V C T
38	Hangzhou	moon	月亮	ɦɥəʔ²ljɑŋ¹³	ɦ ɥ ə ʔ ² l j ɑ ŋ ¹³		659	602	ɦ ɥ ə ʔ ² l j ɑ ŋ ¹³	C C V C T C C V C T
36	Hefei	moon	月亮	ɥɐʔ⁵ljɑ̃⁵³	ɥ ɐ ʔ ⁵ l j ɑ̃ ⁵³		659	602	- ɥ ɐ ʔ ⁵ l j ɑ̃ - ⁵³	C V C T C C V T
37	Jinan	moon	月亮	ɥə²¹ljaŋ	ɥ ə ²¹ l j a ŋ		659	602	- ɥ ə - ²¹ l j a ŋ -	C V T C C V C
47	Kunming	moon	月亮	jɛ³¹ljᴀ̃²¹²	j ɛ ³¹ l j ᴀ̃/ã̱ ²¹²		659	602	- j ɛ - ³¹ l j ᴀ̃/ã̱ - ²¹²	C V T C C V T
49	Shanghai	moon	月亮	ɦɥɪʔ¹ljã¹³	ɦ ɥ ɪ ʔ ¹ l j ã ¹³		659	602	ɦ ɥ ɪ ʔ ¹ l j ã - ¹³	C C V C T C C V T
45	Shexian	moon	月亮	we²²lja²²	w e ²² l j a ²²		659	602	- w e - ²² l j a - ²²	C V T C C V T
44	Taiyuan	moon	月亮	ɥəʔ²ljɒ̃⁴⁵	ɥ ə ʔ ² l j ɒ̃ ⁴⁵		659	602	- ɥ ə ʔ ² l j ɒ̃ - ⁴⁵	C V C T C C V T
866	Guixian	mother	老妈	la⁴²ma⁵⁵	l a ⁴² m a ⁵⁵		594	548	l a - ⁴² m a ⁵⁵ - - - - -	C V T C V T
873	Guangzhou	mother	老母	low²³mow²³	l o w ²³ m o w ²³		1127	110	- l o - w - - ²³ m - o w ²³	C V C T C V C T
883	Beijing	mother	娘	njɑŋ³⁵	n j ɑ ŋ ³⁵		461	449	- - - - - - - - n j ɑ ŋ ³⁵ - - -	C C V C T
877	Chengdu	mother	娘	ȵjaŋ	ɲ j a ŋ		461	449	- - - - - - - - ɲ j a ŋ - - - -	C C V C
870	Jinan	mother	娘	ȵjaŋ⁴²	ɲ j a ŋ ⁴²		461	449	- - - - - - - - ɲ j a ŋ ⁴² - - -	C C V C T
875	Nanchang	mother	娘称述	ȵjɔŋ⁴⁵	ɲ j ɔ ŋ ⁴⁵		461	449	- - - - - - - - ɲ j ɔ ŋ ⁴⁵ - - -	C C V C T
888	Shanghai	mother	娘	ȵjã¹³	ɲ j ã ¹³		461	449	- - - - - - - - ɲ j ã - ¹³ - - -	C C V T
884	Beijing	mother	妈	ma⁵⁵	m a ⁵⁵		35	356	m a ⁵⁵ - - - -	C V T
862	Changsha	mother	妈妈	ma⁵⁵ma	m a ⁵⁵ m a		35	356	m a ⁵⁵ m a - -	C V T C V
876	Chengdu	mother	妈	ma	m a		35	356	m a - - - - -	C V
872	Guangzhou	mother	妈妈	ma²¹ma⁵⁵	m a ²¹ m a ⁵⁵		35	356	m a ²¹ m a - ⁵⁵	C V T C V T
865	Guixian	mother	妈	ma⁵⁵	m a ⁵⁵		35	356	m a ⁵⁵ - - - -	C V T
885	Kunming	mother	妈	mᴀ⁴⁴	m ᴀ/a̱ ⁴⁴		35	356	m ᴀ/a̱ ⁴⁴ - - - -	C V T
874	Nanchang	mother	姆妈	m̩⁴²mɑ⁰²	m̩ ⁴² m ɑ ⁰²/¹²		35	356	m̩ - ⁴² m ɑ - ⁰²/¹²	C T C V T
887	Shanghai	mother	姆妈	m̩⁵³ma¹³	m̩ ⁵³ m a ¹³		35	356	m̩ - ⁵³ m a - ¹³	C T C V T
880	Shexian	mother	姆妈	m̩³⁵ma³¹	m̩ ³⁵ m a ³¹		35	356	m̩ - ³⁵ m a - ³¹	C T C V T
879	Taiyuan	mother	妈	ma¹¹	m a ¹¹		35	356	m a ¹¹ - - - -	C V T
868	Xiamen	mother	妈妈	ma⁵⁵ma⁵⁵	m a ⁵⁵ m a ⁵⁵		35	356	m a ⁵⁵ m a - ⁵⁵	C V T C V T
428	Changsha	mouse	老鼠子	law⁴¹ɕy⁴¹ʦɿ	l a w ⁴¹ ɕ y ⁴¹ ts ɿ		594	548	l a w ⁴¹ ɕ y ⁴¹ ts - ɿ - -	C V C T C V T C V
437	Chengdu	mouse	老鼠	naw⁵³su⁵³	n a w ⁵³ s u ⁵³		946	850	n - a w - - - ⁵³ s - u ⁵³ - -	C V C T C V T
435	Hangzhou	mouse	老鼠	lɔ⁵³ʦʰy⁵³	l ɔ ⁵³ tsʰ y ⁵³		946	850	- l ɔ - - - - ⁵³ tsʰ - y ⁵³ - -	C V T C V T
432	Hefei	mouse	老鼠	lɔ²⁴t͡ʂʰwə	l ɔ ²⁴ ʈʂʰ w ə		946	850	- l ɔ - - - - ²⁴ ʈʂʰ w ə - - -	C V T C C V
433	Jinan	mouse	老鼠	lɔ⁵⁵ʂu	l ɔ ⁵⁵ ʂ u		946	850	- l ɔ - - - - ⁵⁵ ʂ - u - - -	C V T C V
442	Kunming	mouse	老鼠	lɔ⁵³t͡ʂʰu⁵³	l ɔ ⁵³ ʈʂʰ u ⁵³		946	850	- l ɔ - - - - ⁵³ ʈʂʰ - u ⁵³ - -	C V T C V T
427	Meixian	mouse	老鼠儿	law³¹ʦʰu³¹ve	l a w ³¹ tsʰ u ³¹ v e		946	850	- l a w - - - ³¹ tsʰ - u ³¹ v e	C V C T C V T C V
436	Nanchang	mouse	老鼠	lɑw²¹³ɕy⁰⁴	l ɑ w ²¹³ ɕ y ⁰⁴/¹⁴		946	850	- l ɑ w - - - ²¹³ ɕ - y ⁰⁴/¹⁴ - -	C V C T C V T
444	Shanghai	mouse	老鼠	lɔ¹³ʦʰɿ³⁵	l ɔ ¹³ tsʰ ɿ ³⁵		946	850	- l ɔ - - - - ¹³ tsʰ - ɿ ³⁵ - -	C V T C V T
439	Shexian	mouse	老鼠	lɔ³⁵ʨʰy³⁵	l ɔ ³⁵ tɕʰ y ³⁵		946	850	- l ɔ - - - - ³⁵ tɕʰ - y ³⁵ - -	C V T C V T
431	Xiamen	mouse	老鼠	njawiau⁵³ʦʰu⁵³	n j a w i a u ⁵³ tsʰ u ⁵³		946	850	n j a w i a u ⁵³ tsʰ - u ⁵³ - -	C C V C V V V T C V T
441	Beijing	mouse	耗子	xɑw⁵¹ʦɿ¹	x ɑ w ⁵¹ ts ɿ ¹		45	438	x ɑ w ⁵¹ ts ɿ ¹	C V C T C V T
438	Chengdu	mouse	耗子	xaw¹³ʦɿ⁵³	x a w ¹³ ts ɿ ⁵³		45	438	x a w ¹³ ts ɿ ⁵³	C V C T C V T
430	Guixian	mouse	耗子	xa²¹³ʦɿ⁴²	x a ²¹³ ts ɿ ⁴²		45	438	x a - ²¹³ ts ɿ ⁴²	C V T C V T
434	Jinan	mouse	耗子	xɔ²¹ʦɿ	x ɔ ²¹ ts ɿ		45	438	x ɔ - ²¹ ts ɿ -	C V T C V
685	Beijing	neck	脖子	po³⁵ʦɿ³	p o ³⁵ ts ɿ ³		502	487	p o - ³⁵ ts ɿ - ³	C V T C V T
675	Jinan	neck	脖子	pə⁴²ʦɿ	p ə ⁴² ts ɿ		502	487	p ə - ⁴² ts ɿ - -	C V T C V
686	Kunming	neck	脖子	po³¹ʦɿ⁵³	p o ³¹ ts ɿ ⁵³		502	487	p o - ³¹ ts ɿ - ⁵³	C V T C V T
682	Taiyuan	neck	脖子	paʔ⁵⁴ʦəʔ	p a ʔ ⁵⁴ ts ə ʔ		502	487	p a ʔ ⁵⁴ ts ə ʔ -	C V C T C V C
2709	Beijing	nine	九	ʨjowiou²¹⁴	tɕ j o w i/j o u ²¹⁴		292	311	tɕ j o w i/j o u ²¹⁴	C C V C V V V T
2698	Changsha	nine	九	ʨjəwiəu⁴¹	tɕ j ə w i əu ⁴¹		292	311	tɕ j ə w - i əu ⁴¹	C C V C V V T
2706	Chengdu	nine	九	ʨjəwiəu⁵³	tɕ j ə w i əu ⁵³		292	311	tɕ j ə w - i əu ⁵³	C C V C V V T
2704	Guangzhou	nine	九	kɐw³⁵	k ɐ w ³⁵		292	311	k - ɐ w - - - ³⁵	C V C T
2699	Guixian	nine	九	ʨjəwiəu⁴²	tɕ j ə w i əu ⁴²		292	311	tɕ j ə w - i əu ⁴²	C C V C V V T
2703	Hangzhou	nine	九	ʨjø⁵³	tɕ j ø ⁵³		292	311	tɕ j ø - - - - ⁵³	C C V T
2701	Hefei	nine	九	ʨjɯ²⁴	tɕ j ɯ ²⁴		292	311	tɕ j ɯ - - - - ²⁴	C C V T
2702	Jinan	nine	九	ʨjowiou⁵⁵	tɕ j o w i/j o u ⁵⁵		292	311	tɕ j o w i/j o u ⁵⁵	C C V C V V V T
2710	Kunming	nine	九	ʨjəwiəu⁵³	tɕ j ə w i əu ⁵³		292	311	tɕ j ə w - i əu ⁵³	C C V C V V T
2697	Meixian	nine	九	kju³¹	k j u ³¹		292	311	k j u - - - - ³¹	C C V T
2705	Nanchang	nine	九	ʨju²¹³	tɕ j u ²¹³		292	311	tɕ j u - - - - ²¹³	C C V T
2711	Shanghai	nine	九	ʨjɤ³⁵	tɕ j ɤ ³⁵		292	311	tɕ j ɤ - - - - ³⁵	C C V T
2708	Shexian	nine	九	ʨju³⁵	tɕ j u ³⁵		292	311	tɕ j u - - - - ³⁵	C C V T
2707	Taiyuan	nine	九	ʨjəwiəu⁵³	tɕ j ə w i əu ⁵³		292	311	tɕ j ə w - i əu ⁵³	C C V C V V T
2700	Xiamen	nine	九	kaw⁵³	k a w ⁵³		292	311	k - a w - - - ⁵³	C V C T
1079	Beijing	noodles	面	mjan⁵¹	m j a n ⁵¹		229	265	m j a n ⁵¹	C C V C T
1064	Changsha	noodles	面	mjẽ¹¹	m j ẽ ¹¹		229	265	m j ẽ - ¹¹	C C V T
1074	Chengdu	noodles	面	mjan¹³	m j a n ¹³		229	265	m j a n ¹³	C C V C T
1065	Guixian	noodles	面	mjan²¹³	m j a n ²¹³		229	265	m j a n ²¹³	C C V C T
1071	Hangzhou	noodles	面	mjᴇ̃¹³	m j ᴇ̃/ẽ̞ ¹³		229	265	m j ᴇ̃/ẽ̞ - ¹³	C C V T
1070	Jinan	noodles	面	mjã²¹	m j ã ²¹		229	265	m j ã - ²¹	C C V T
1080	Kunming	noodles	面	mjɛ̃²¹²	m j ɛ̃ ²¹²		229	265	m j ɛ̃ - ²¹²	C C V T
1073	Nanchang	noodles	面	mjɛn²¹	m j ɛ n ²¹		229	265	m j ɛ n ²¹	C C V C T
1081	Shanghai	noodles	面	mi¹³	m i ¹³		229	265	m - i - ¹³	C V T
1077	Shexian	noodles	面	me²²	m e ²²		229	265	m - e - ²²	C V T
1076	Taiyuan	noodles	面	mje⁴⁵	m j e ⁴⁵		229	265	m j e - ⁴⁵	C C V T
1078	Beijing	noodles	面条儿	mjan⁵¹tʰjɑwiɑur	m j a n ⁵¹ tʰ j ɑ w i ɑ u r		664	607	m j a n ⁵¹ tʰ j ɑ w i ɑ u r -	C C V C T C C V C V V V C
1075	Chengdu	noodles	面条儿	mjan¹³tʰjər³¹	m j a n ¹³ tʰ j ə r ³¹		664	607	m j a n ¹³ tʰ j - - - - ə r ³¹	C C V C T C C V C T
1066	Guixian	noodles	面条	mjan²¹³tʰjaoiao²¹	m j a n ²¹³ tʰ j a o i a o ²¹		664	607	m j a n ²¹³ tʰ j a o i a o - ²¹	C C V C T C C V V V V V T
1068	Hefei	noodles	面条	mjɪ̃⁵³tʰjɔ⁵⁵	m j ɪ̃ ⁵³ tʰ j ɔ ⁵⁵		664	607	m j ɪ̃ - ⁵³ tʰ j - - - - ɔ - ⁵⁵	C C V T C C V T
1069	Jinan	noodles	面条儿	mjã²¹tʰjɔr⁴²	m j ã ²¹ tʰ j ɔ r ⁴²		664	607	m j ã - ²¹ tʰ j - - - - ɔ r ⁴²	C C V T C C V C T
666	Beijing	nose	鼻子	pi³⁵ʦɿ³	p i ³⁵ ts ɿ ³		28	301	p - i - ³⁵ ts ɿ - ³	C V T C V T
653	Changsha	nose	鼻子	pi²⁴ʦɿ	p i ²⁴ ts ɿ		28	301	p - i - ²⁴ ts ɿ - -	C V T C V
662	Chengdu	nose	鼻子	pi³¹ʦɿ⁵³	p i ³¹ ts ɿ ⁵³		28	301	p - i - ³¹ ts ɿ - ⁵³	C V T C V T
654	Guixian	nose	鼻子	pi²¹ʦɿ⁴²	p i ²¹ ts ɿ ⁴²		28	301	p - i - ²¹ ts ɿ - ⁴²	C V T C V T
657	Hefei	nose	鼻子	pjəʔ⁵ʦə	p j ə ʔ ⁵ ts ə		28	301	p j ə ʔ ⁵ ts ə - -	C C V C T C V
658	Jinan	nose	鼻子	pi⁴²ʦɿ	p i ⁴² ts ɿ		28	301	p - i - ⁴² ts ɿ - -	C V T C V
667	Kunming	nose	鼻子	pi³¹ʦɿ⁵³	p i ³¹ ts ɿ ⁵³		28	301	p - i - ³¹ ts ɿ - ⁵³	C V T C V T
663	Taiyuan	nose	鼻子	pjəʔ⁵⁴ʦəʔ	p j ə ʔ ⁵⁴ ts ə ʔ		28	301	p j ə ʔ ⁵⁴ ts ə ʔ -	C C V C T C V C
659	Hangzhou	nose	鼻头	bɑʔ²dej²¹³	b ɑ ʔ ² d e j ²¹³		729	660	b - ɑ ʔ ² d - e j ²¹³	C V C T C V C T
668	Shanghai	nose	鼻头	bjɪʔ¹dɤ¹³	b j ɪ ʔ ¹ d ɤ ¹³		729	660	b j ɪ ʔ ¹ d - ɤ - ¹³	C C V C T C V T
664	Shexian	nose	鼻头	pʰi²²tʰju⁴⁴	pʰ i ²² tʰ j u ⁴⁴		729	660	pʰ - i - ²² tʰ j u - ⁴⁴	C V T C C V T
1392	Chengdu	nurse	奶妈子	naj⁵³ma⁵⁵ʦɿ⁵³	n a j ⁵³ m a ⁵⁵ ts ɿ ⁵³		398	400	n a j ⁵³ - - m a - ⁵⁵ ts ɿ ⁵³	C V C T C V T C V T
1394	Shexian	nurse	奶姆	na³⁵m̩³⁵	n a ³⁵ m̩ ³⁵		398	400	n a - ³⁵ - - m̩ - - ³⁵ - - -	C V T C T
1396	Beijing	nurse	保姆	pɑw²¹⁴mu²¹⁴	p ɑ w ²¹⁴ m u ²¹⁴		378	383	p ɑ w ²¹⁴ m u - ²¹⁴	C V C T C V T
1377	Changsha	nurse	保姆	paw⁴¹mo⁴¹	p a w ⁴¹ m o ⁴¹		378	383	p a w ⁴¹ m o - ⁴¹	C V C T C V T
1390	Chengdu	nurse	保姆	paw⁵³mu⁵³	p a w ⁵³ m u ⁵³		378	383	p a w ⁵³ m u - ⁵³	C V C T C V T
1387	Guangzhou	nurse	保姆	pow³⁵mow²³	p o w ³⁵ m o w ²³		378	383	p o w ³⁵ m o w ²³	C V C T C V C T
1378	Guixian	nurse	保姆	pa⁴²mu⁴²	p a ⁴² m u ⁴²		378	383	p a - ⁴² m u - ⁴²	C V T C V T
1384	Hangzhou	nurse	保姆	pɔ⁵³mu⁵³	p ɔ ⁵³ m u ⁵³		378	383	p ɔ - ⁵³ m u - ⁵³	C V T C V T
1382	Jinan	nurse	保姆	pɔ⁵⁵mu⁵⁵	p ɔ ⁵⁵ m u ⁵⁵		378	383	p ɔ - ⁵⁵ m u - ⁵⁵	C V T C V T
1398	Kunming	nurse	保姆	pɔ⁵³mu⁵³	p ɔ ⁵³ m u ⁵³		378	383	p ɔ - ⁵³ m u - ⁵³	C V T C V T
1375	Meixian	nurse	保姆	paw³¹me⁴⁴	p a w ³¹ m e ⁴⁴		378	383	p a w ³¹ m e - ⁴⁴	C V C T C V T
1389	Nanchang	nurse	保姆	pɑw²¹³mu²¹³	p ɑ w ²¹³ m u ²¹³		378	383	p ɑ w ²¹³ m u - ²¹³	C V C T C V T
1400	Shanghai	nurse	保姆	pɔ³⁵mu¹³	p ɔ ³⁵ m u ¹³		378	383	p ɔ - ³⁵ m u - ¹³	C V T C V T
1393	Taiyuan	nurse	保姆	paw⁵³mu⁵³	p a w ⁵³ m u ⁵³		378	383	p a w ⁵³ m u - ⁵³	C V C T C V T
1379	Xiamen	nurse	保姆	po⁵³bu	p o ⁵³ b u		378	383	p o - ⁵³ b u - -	C V T C V
1281	Hefei	old man	老头子	lɔ²⁴tʰɯ⁵⁵ʦə	l ɔ ²⁴ tʰ ɯ ⁵⁵ ts ə		594	548	l ɔ - ²⁴ tʰ ɯ ⁵⁵ ts - ə - -	C V T C V T C V
1286	Guangzhou	old man	伯父	pak³fu²²	p a k ³ f u ²²		464	452	- - - - - - p a k ³ f u - ²²	C V C T C V T
1277	Meixian	old man	老阿伯	law³¹a⁴⁴pak¹	l a w ³¹ a ⁴⁴ p a k ¹		464	452	l a w ³¹ a ⁴⁴ p a k ¹ - - - -	C V C T V T C V C T
1295	Beijing	old man	老头儿	lɑw²¹⁴tʰowr³⁵	l ɑ w ²¹⁴ tʰ o w r ³⁵		1058	49	l ɑ w ²¹⁴ tʰ o w r ³⁵ - - -	C V C T C V C C T
1288	Chengdu	old man	老头儿	naw⁵³tʰər³¹	n a w ⁵³ tʰ ə r ³¹		1058	49	n a w ⁵³ tʰ ə - r ³¹ - - -	C V C T C V C T
1284	Hangzhou	old man	老头儿	lɔ⁵³dej²¹³əl²¹³	l ɔ ⁵³ d e j ²¹³ ə l ²¹³		1058	49	l ɔ - ⁵³ d e - j ²¹³ ə l ²¹³	C V T C V C T V C T
1282	Jinan	old man	老头儿	lɔ⁵⁵tʰowr⁴²	l ɔ ⁵⁵ tʰ o w r ⁴²		1058	49	l ɔ - ⁵⁵ tʰ o w r ⁴² - - -	C V T C V C C T
1971	Taiyuan	on	脑头	naw⁵³tʰəw¹¹	n a w ⁵³ tʰ ə w ¹¹		932	836	n a w ⁵³ tʰ ə w ¹¹ - - - - -	C V C T C V C T
1949	Changsha	on	高头	kaw³³təw	k a w ³³ t ə w		1085	73	k a w ³³ t ə w -	C V C T C V C
1968	Chengdu	on	高头	kaw⁵⁵tʰəw³¹	k a w ⁵⁵ tʰ ə w ³¹		1085	73	k a w ⁵⁵ tʰ ə w ³¹	C V C T C V C T
1959	Hangzhou	on	高头	kɔ³³dej²¹³	k ɔ ³³ d e j ²¹³		1085	73	k ɔ - ³³ d e j ²¹³	C V T C V C T
1955	Hefei	on	高头	kɔ²¹tʰɯ	k ɔ ²¹ tʰ ɯ		1085	73	k ɔ - ²¹ tʰ ɯ - -	C V T C V
1964	Nanchang	on	高头	kɑw⁴²tʰɛw⁰²	k ɑ w ⁴² tʰ ɛ w ⁰²/¹²		1085	73	k ɑ w ⁴² tʰ ɛ w ⁰²/¹²	C V C T C V C T
1979	Shanghai	on	高头	kɔ⁵³dɤ¹³	k ɔ ⁵³ d ɤ ¹³		1085	73	k ɔ - ⁵³ d ɤ - ¹³	C V T C V T
1974	Beijing	on	上头	ʂɑŋ⁵¹tʰow¹	ʂ ɑ ŋ ⁵¹ tʰ o w ¹		210	249	ʂ - ɑ ŋ ⁵¹ tʰ - o w ¹	C V C T C V C T
1950	Changsha	on	上头	ʂan¹¹təw	ʂ a n ¹¹ t ə w		210	249	ʂ - a n ¹¹ t - ə w -	C V C T C V C
1965	Chengdu	on	上头	saŋ¹³tʰəw³¹	s a ŋ ¹³ tʰ ə w ³¹		210	249	s - a ŋ ¹³ tʰ - ə w ³¹	C V C T C V C T
1951	Guixian	on	上头	saŋ²¹³tʰəw⁵⁵	s a ŋ ²¹³ tʰ ə w ⁵⁵		210	249	s - a ŋ ²¹³ tʰ - ə w ⁵⁵	C V C T C V C T
1960	Hangzhou	on	上头	zɑŋ¹³dej²¹³	z ɑ ŋ ¹³ d e j ²¹³		210	249	z - ɑ ŋ ¹³ d - e j ²¹³	C V C T C V C T
1956	Jinan	on	上头	ʂaŋ²¹tʰow	ʂ a ŋ ²¹ tʰ o w		210	249	ʂ - a ŋ ²¹ tʰ - o w -	C V C T C V C
1963	Nanchang	on	上头	sɔŋ²¹tʰɛw⁰²	s ɔ ŋ ²¹ tʰ ɛ w ⁰²/¹²		210	249	s - ɔ ŋ ²¹ tʰ - ɛ w ⁰²/¹²	C V C T C V C T
1978	Shanghai	on	上头	zɑ̃¹³dɤ¹³	z ɑ̃ ¹³ d ɤ ¹³		210	249	z - ɑ̃ - ¹³ d - ɤ - ¹³	C V T C V T
1973	Shexian	on	上头	ɕja²²tʰju⁴⁴	ɕ j a ²² tʰ j u ⁴⁴		210	249	ɕ j a - ²² tʰ j u - ⁴⁴	C C V T C C V T
1972	Taiyuan	on	上头	sɒ̃⁴⁵tʰəw⁵³	s ɒ̃ ⁴⁵ tʰ ə w ⁵³		210	249	s - ɒ̃ - ⁴⁵ tʰ - ə w ⁵³	C V T C V C T
1969	Chengdu	on	高上	kaw⁵⁵saŋ¹³	k a w ⁵⁵ s a ŋ ¹³		179	222	k a w ⁵⁵ s a ŋ ¹³	C V C T C V C T
1962	Guangzhou	on	上高	sœŋ²²kow⁵⁵	s œ ŋ ²² k o w ⁵⁵		179	222	s œ ŋ ²² k o w ⁵⁵	C V C T C V C T
1952	Guixian	on	高上	ka⁵⁵saŋ²¹³	k a ⁵⁵ s a ŋ ²¹³		179	222	k a - ⁵⁵ s a ŋ ²¹³	C V T C V C T
1975	Beijing	on	上边儿	ʂɑŋ⁵¹pjar¹	ʂ ɑ ŋ ⁵¹ p j a r ¹		124	181	ʂ ɑ ŋ ⁵¹ p j a r ¹	C V C T C C V C T
1966	Chengdu	on	上边	saŋ¹³pjan⁵⁵	s a ŋ ¹³ p j a n ⁵⁵		124	181	s a ŋ ¹³ p j a n ⁵⁵	C V C T C C V C T
1957	Jinan	on	上边儿	ʂaŋ²¹pjɛr	ʂ a ŋ ²¹ p j ɛ r		124	181	ʂ a ŋ ²¹ p j ɛ r -	C V C T C C V C
2570	Beijing	on purpose	故意	ku⁵¹i⁵¹	k u ⁵¹ i ⁵¹		59	545	- - - - - - - - k u ⁵¹ - i ⁵¹	C V T V T
2551	Changsha	on purpose	故意	ku⁵⁵i⁵⁵	k u ⁵⁵ i ⁵⁵		59	545	- - - - - - - - k u ⁵⁵ - i ⁵⁵	C V T V T
2554	Guixian	on purpose	刁意	tjaoiao⁵⁵i²¹³	t j a o i a o ⁵⁵ i ²¹³		59	545	t j a o i a o ⁵⁵ - - - - i ²¹³	C C V V V V V T V T
2557	Hefei	on purpose	故意	ku⁵³zɿ	k u ⁵³ z ɿ		59	545	- - - - - - - - k u ⁵³ z ɿ -	C V T C V
2572	Kunming	on purpose	故意	ku²¹²i²¹²	k u ²¹² i ²¹²		59	545	- - - - - - - - k u ²¹² - i ²¹²	C V T V T
2549	Meixian	on purpose	故意	ku⁵³i⁵³	k u ⁵³ i ⁵³		59	545	- - - - - - - - k u ⁵³ - i ⁵³	C V T V T
2567	Taiyuan	on purpose	故意	ku⁴⁵i⁴⁵	k u ⁴⁵ i ⁴⁵		59	545	- - - - - - - - k u ⁴⁵ - i ⁴⁵	C V T V T
2555	Xiamen	on purpose	刁故意	tʰjawiau⁵⁵kɔ²¹i²¹	tʰ j a w i a u ⁵⁵ k ɔ ²¹ i ²¹		59	545	tʰ j a w i a u ⁵⁵ k ɔ ²¹ - i ²¹	C C V C V V V T C V T V T
