ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
550	abui	ash	arui	arui	a r u i		11_ash-3	112	a r u i - -	V C V V
559	klon	ash	adur	adur	a d u r		11_ash-3	112	a d u - r -	V C V C
555	westernpantar	ash	duli	duli	d u l i		11_ash-3	112	- d u - l i	C V C V
2418	adang	ask (question)	ʔatana	ʔatana	ʔ a t a n a		12_askquestion-1	190	ʔ a - t a n a -	C V C V C V
2412	blagar	ask (question)	ventániŋ	ventániŋ	v e n t a n i ŋ		12_askquestion-1	190	v e n t a n i ŋ	C V C C V C V C
2421	klon	ask (question)	tang, tkein,	tang	t a ŋ		12_askquestion-1	190	t a - - - ŋ - -	C V C
2417	kui	ask (question)	gatangan	gatangan	g a t a ŋ a n		12_askquestion-1	190	g a - t a ŋ a n	C V C V C V C
2420	nedebang	ask (question)	tiyani	tiyani	t i j a n i		12_askquestion-1	190	t i - j a n i -	C V C V C V
2691	adang	bad	ariʔiŋ, saha 'broken', noʔo daŋ 'not good'	ariʔiŋ	a r i ʔ i ŋ		15_bad-0	397	- a r i ʔ i ŋ	V C V C V C
2685	blagar	bad	jasi	jasi	dʒ a s i		15_bad-0	397	- - dʒ a s i -	C V C V
2688	kaera	bad	yaaso	yaaso	j a a s o		15_bad-0	397	j a - a s o -	C V V C V
2694	nedebang	bad	yeci	yeci	j e tʃ i		15_bad-0	397	j e - - tʃ i -	C V C V
2684	protoalorpantar	bad	yasi	yasi	j a s i		15_bad-0	397	j a - - s i -	C V C V
2693	sawila	bad	yaati	yaati	j a a t i		15_bad-0	397	j a - a t i -	C V V C V
2682	teiwa	bad	yaas	yaas	j a a s		15_bad-0	397	j a - a s - -	C V V C
2689	westernpantar	bad	yasa	yasa	j a s a		15_bad-0	397	j a - - s a -	C V C V
1014	abui	bamboo	mai	mai	m a i		16_bamboo-0	482	m a - - i -	C V V
1016	blagar	bamboo	petuŋ ‘large wild bamboo’, mári ‘smooth wild bamboo’, petuŋ vandaŋ ‘domestic bamboo’	petuŋ	p e t u ŋ		16_bamboo-0	482	p e t u - ŋ	C V C V C
1019	kamang	bamboo	maai, toon	maai	m a a i		16_bamboo-0	482	m a - a i -	C V V V
1015	protoalorpantar	bamboo	mari	mari	m a r i		16_bamboo-0	482	m a r - i -	C V C V
1022	westernpantar	bamboo	mali	mali	m a l i		16_bamboo-0	482	m a l - i -	C V C V
1041	adang	banana	moʔoi	moʔoi	m o ʔ o i		17_banana-0	562	m o - ʔ o i -	C V C V V
1035	blagar	banana	mool	mool	m o o l		17_banana-0	562	m o - - o - l	C V V C
1038	kaera	banana	mogoi	mogoi	m o g o i		17_banana-0	562	m o - g o i -	C V C V V
1036	kamang	banana	mooi	mooi	m o o i		17_banana-0	562	m o - - o i -	C V V V
1044	klon	banana	mɔgɔl	mɔgɔl	m ɔ g ɔ l		17_banana-0	562	m ɔ - g ɔ - l	C V C V C
1034	protoalorpantar	banana	mogol	mogol	m o g o l		17_banana-0	562	m o - g o - l	C V C V C
1032	teiwa	banana	moxoi	moxoi	m o ħ o i		17_banana-0	562	m o - ħ o i -	C V C V V
1037	wersing	banana	mulúl   (mulula)	mulúl	m u l u l		17_banana-0	562	m u - l u - l	C V C V C
1039	westernpantar	banana	maggi	maggi	m a g g i		17_banana-0	562	m a g g - i -	C V C C V
1841	abui	bat	mare	mare	m a r e		20_bat-0	775	m a r - e -	C V C V
1843	blagar	bat	demél	demél	d e m e l		20_bat-0	775	d e m e - l	C V C V C
1844	kamang	bat	matei	matei	m a t e i		20_bat-0	775	m a t e i -	C V C V V
1852	klon	bat	mdel	mdel	m d e l		20_bat-0	775	m - d e - l	C C V C
1849	kui	bat	madél	madél	m a d e l		20_bat-0	775	m a d e - l	C V C V C
1842	protoalorpantar	bat	madel	madel	m a d e l		20_bat-0	775	m a d e - l	C V C V C
1840	teiwa	bat	mədi	mədi	m ə d i		20_bat-0	775	m ə d - i -	C V C V
1847	westernpantar	bat	kalór, madde	kalór	k a l o r		20_bat-0	775	k a l o - r	C V C V C
2150	abui	bedbug	tameak, ne-tameak	tameak	t a m e a k		22_bedbug-1	911	t a m e a k - -	C V C V V C
2153	blagar	bedbug	temé	temé	t e m e		22_bedbug-1	911	t e m e - - - -	C V C V
2156	kaera	bedbug	temek	temek	t e m e k		22_bedbug-1	911	t e m e - k - -	C V C V C
2152	protoalorpantar	bedbug	temek	temek	t e m e k		22_bedbug-1	911	t e m e - k - -	C V C V C
2155	wersing	bedbug	mekit	mekit	m e k i t		22_bedbug-1	911	- - m e - k i t	C V C V C
856	abui	betel nut/areca	fu	fu	f u		23_betelnutareca-0	976	f u - - - -	C V
864	adang	betel nut/areca	bu:	bu:	b uː		23_betelnutareca-0	976	b uː - - - -	C V
858	blagar	betel nut/areca	bu	bu	b u		23_betelnutareca-0	976	b u - - - -	C V
861	kaera	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i -	C V V
867	klon	betel nut/areca	bʊiʔɪh	bʊiʔɪh	b ʊ i ʔ ɪ h		23_betelnutareca-0	976	b ʊ i ʔ ɪ h	C V V C V C
863	kui	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i -	C V V
866	nedebang	betel nut/areca	buya	buya	b u j a		23_betelnutareca-0	976	b u - j a -	C V C V
857	protoalorpantar	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i -	C V V
865	sawila	betel nut/areca	pu	pu	p u		23_betelnutareca-0	976	p u - - - -	C V
855	teiwa	betel nut/areca	bui	bui	b u i		23_betelnutareca-0	976	b u - - i -	C V V
860	wersing	betel nut/areca	pui	pui	p u i		23_betelnutareca-0	976	p u - - i -	C V V
862	westernpantar	betel nut/areca	bu	bu	b u		23_betelnutareca-0	976	b u - - - -	C V
869	abui	betel vine	ˈmeting	ˈmeting	ʔ m e t i ŋ		24_betelvine-0	1034	ʔ m e - t i ŋ	C C V C V C
877	adang	betel vine	mece	mece	m e tʃ e		24_betelvine-0	1034	- m e - tʃ e -	C V C V
871	blagar	betel vine	maat	maat	m a a t		24_betelvine-0	1034	- m a a t - -	C V V C
874	kaera	betel vine	maat	maat	m a a t		24_betelvine-0	1034	- m a a t - -	C V V C
872	kamang	betel vine	maisi	maisi	m a i s i		24_betelvine-0	1034	- m a i s i -	C V V C V
880	klon	betel vine	mɛh	mɛh	m ɛ h		24_betelvine-0	1034	- m ɛ - h - -	C V C
876	kui	betel vine	mesín	mesín	m e s i n		24_betelvine-0	1034	- m e - s i n	C V C V C
879	nedebang	betel vine	matta	matta	m a t t a		24_betelvine-0	1034	- m a t t a -	C V C C V
870	protoalorpantar	betel vine	mait	mait	m a i t		24_betelvine-0	1034	- m a i t - -	C V V C
878	sawila	betel vine	maasi	maasi	m a a s i		24_betelvine-0	1034	- m a a s i -	C V V C V
868	teiwa	betel vine	meet	meet	m e e t		24_betelvine-0	1034	- m e e t - -	C V V C
873	wersing	betel vine	mas	mas	m a s		24_betelvine-0	1034	- m a - s - -	C V C
875	westernpantar	betel vine	meta	meta	m e t a		24_betelvine-0	1034	- m e - t a -	C V C V
1941	abui	bird	ruo haling tama	ruo haling tama	r u o h a l i ŋ t a m a		26_bird-6	1156	r u o h a l - - - i ŋ t - - a m a	C V V C V C V C C V C V
1944	kamang	bird	atoi	atoi	a t o i		26_bird-6	1156	- a - t o - - - - - - - - - - - i	V C V V
1948	kui	bird	adol	adol	a d o l		26_bird-6	1156	- a - d o l - - - - - - - - - - -	V C V C
1951	nedebang	bird	daya	daya	d a j a		26_bird-6	1156	- - - d a j - - - - - - - - - - a	C V C V
1942	protoalorpantar	bird	(a)dol	dol	d o l		26_bird-6	1156	- - - d o l - - - - - - - - - - -	C V C
1950	sawila	bird	adala	adala	a d a l a		26_bird-6	1156	- a - d a l - - - - - - - - - - a	V C V C V
1940	teiwa	bird	dei	dei	d e i		26_bird-6	1156	- - - d e - - - - - - - - - - - i	C V V
1945	wersing	bird	adol gateng kurusi ('cakar burung')	adol gateng kurusi	a d o l g a t e ŋ k u r u s i		26_bird-6	1156	- a - d o l g a t e ŋ k u r u s i	V C V C C V C V C C V C V C V
2170	adang	bite	(bεl) ʔihi	ʔihi	ʔ i h i		27_bite-0	1215	ʔ i - h i	C V C V
2167	kaera	bite	sii	sii	s i i		27_bite-0	1215	s i - - i	C V V
2164	kamang	bite	-eh	-eh	e h		27_bite-0	1215	- e - h -	V C
2173	klon	bite	gɛh	gɛh	g ɛ h		27_bite-0	1215	g ɛ - h -	C V C
2169	kui	bite	(kur) ges	ges	g e s		27_bite-0	1215	g e - s -	C V C
2172	nedebang	bite	cia	cia	tʃ i a		27_bite-0	1215	tʃ i - - a	C V V
2162	protoalorpantar	bite	asi	asi	a s i		27_bite-0	1215	- a - s i	V C V
2160	teiwa	bite	si	si	s i		27_bite-0	1215	s i - - -	C V
2168	westernpantar	bite	gassi	gassi	g a s s i		27_bite-0	1215	g a s s i	C V C C V
2963	abui	bitter	makali	makali	m a k a l i		28_bitter-4	1278	m a k a l i -	C V C V C V
2970	adang	bitter	maʔalaʔ	maʔalaʔ	m a ʔ a l a ʔ		28_bitter-4	1278	m a ʔ a l a ʔ	C V C V C V C
2964	blagar	bitter	kamála	kamála	k a m a l a		28_bitter-4	1278	k a m a l a -	C V C V C V
2973	klon	bitter	mkal	mkal	m k a l		28_bitter-4	1278	m - k a l - -	C C V C
2969	kui	bitter	makala	makala	m a k a l a		28_bitter-4	1278	m a k a l a -	C V C V C V
2971	sawila	bitter	makal	makal	m a k a l		28_bitter-4	1278	m a k a l - -	C V C V C
3075	abui	black	akani	akani	a k a n i		29_black-0	1342	- - a k a n i -	V C V C V
3083	adang	black	laʔanaʔ	laʔanaʔ	l a ʔ a n a ʔ		29_black-0	1342	- l a ʔ a n a ʔ	C V C V C V C
3077	blagar	black	kána	kána	k a n a		29_black-0	1342	- - - k a n a -	C V C V
3080	kaera	black	xano	xano	ħ a n o		29_black-0	1342	- - - ħ a n o -	C V C V
3086	klon	black	ɑʔɑkɑn	ɑʔɑkɑn	ɑ ʔ ɑ k ɑ n		29_black-0	1342	ɑ ʔ ɑ k ɑ n - -	V C V C V C
3082	kui	black	akana	akana	a k a n a		29_black-0	1342	- - a k a n a -	V C V C V
3085	nedebang	black	qana	qana	q a n a		29_black-0	1342	- - - q a n a -	C V C V
3076	protoalorpantar	black	aqana	aqana	a q a n a		29_black-0	1342	- - a q a n a -	V C V C V
3084	sawila	black	akana	akana	a k a n a		29_black-0	1342	- - a k a n a -	V C V C V
3074	teiwa	black	qa'an	qa'an	q a ʔ a n		29_black-0	1342	- q a ʔ a n - -	C V C V C
3079	wersing	black	akeng	akeng	a k e ŋ		29_black-0	1342	- - a k e ŋ - -	V C V C
1179	abui	blood	we	we	w e		31_blood-0	1434	- w e - -	C V
1188	adang	blood	fi:	fi:	f iː		31_blood-0	1434	- f iː - -	C V
1181	blagar	blood	eve, ve	eve	e v e		31_blood-0	1434	e v e - -	V C V
1185	kaera	blood	wee	wee	w e e		31_blood-0	1434	- w e - e	C V V
1183	kamang	blood	wee	wee	w e e		31_blood-0	1434	- w e - e	C V V
1191	klon	blood	wɛʔ	wɛʔ	w ɛ ʔ		31_blood-0	1434	- w ɛ ʔ -	C V C
1187	kui	blood	we	we	w e		31_blood-0	1434	- w e - -	C V
1190	nedebang	blood	we	we	w e		31_blood-0	1434	- w e - -	C V
1180	protoalorpantar	blood	wai	wai	w a i		31_blood-0	1434	- w a - i	C V V
1189	sawila	blood	wii	wii	w i i		31_blood-0	1434	- w i - i	C V V
1178	teiwa	blood	wei	wei	w e i		31_blood-0	1434	- w e - i	C V V
1184	wersing	blood	wei	wei	w e i		31_blood-0	1434	- w e - i	C V V
1186	westernpantar	blood	wai	wai	w a i		31_blood-0	1434	- w a - i	C V V
1286	abui	body hair	amuri	amuri	a m u r i		34_bodyhair-0	1659	- a m u r i - -	V C V C V
1294	adang	body hair	muj	muj	m u dʒ		34_bodyhair-0	1659	- - m u dʒ - - -	C V C
1288	blagar	body hair	pimudi	pimudi	p i m u d i		34_bodyhair-0	1659	p i m u d i - -	C V C V C V
1291	kaera	body hair	mudu' 'body hair, fur, feather'	mudu	m u d u		34_bodyhair-0	1659	- - m u d u - -	C V C V
1297	klon	body hair	amudj	amudj	a m u d dʒ		34_bodyhair-0	1659	- a m u d - dʒ -	V C V C C
1296	nedebang	body hair	muddi	muddi	m u d d i		34_bodyhair-0	1659	- - m u d - d i	C V C C V
1287	protoalorpantar	body hair	mudi	mudi	m u d i		34_bodyhair-0	1659	- - m u d i - -	C V C V
1295	sawila	body hair	madi	madi	m a d i		34_bodyhair-0	1659	- - m a d i - -	C V C V
1285	teiwa	body hair	mud	mud	m u d		34_bodyhair-0	1659	- - m u d - - -	C V C
1290	wersing	body hair	(ne)mudi	mudi	m u d i		34_bodyhair-0	1659	- - m u d i - -	C V C V
1144	kaera	bone	kiri/giri	kiri	k i r i		35_bone-0	1734	k i r i	C V C V
1150	nedebang	bone	kili	kili	k i l i		35_bone-0	1734	k i l i	C V C V
1139	teiwa	bone	kir	kir	k i r		35_bone-0	1734	k i r -	C V C
1142	kamang	bone	sel	sel	s e l		35_bone-5	1739	- - s e l -	C V C
1149	sawila	bone	sara	sara	s a r a		35_bone-5	1739	- - s a r a	C V C V
1143	wersing	bone	geséri	geséri	g e s e r i		35_bone-5	1739	g e s e r i	C V C V C V
1148	adang	bone	talopo	talopo	t a l o p o		35_bone-3	1737	t a l o p o	C V C V C V
1151	klon	bone	tərop	tərop	t ə r o p		35_bone-3	1737	t ə r o p -	C V C V C
1147	kui	bone	taropa	taropa	t a r o p a		35_bone-3	1737	t a r o p a	C V C V C V
443	abui	bow	peti	peti	p e t i		36_bow-5	1815	p e t i	C V C V
450	adang	bow	pεhε	pεhε	p ɛ h ɛ		36_bow-5	1815	p ɛ h ɛ	C V C V
453	klon	bow	peh	peh	p e h		36_bow-5	1815	p e h -	C V C
449	kui	bow	pes	pes	p e s		36_bow-5	1815	p e s -	C V C
719	adang	branch	ataŋ	ataŋ	a t a ŋ		37_branch-0	1841	- - - - a t a ŋ -	V C V C
716	kaera	branch	tei getani	tei getani	t e i g e t a n i		37_branch-0	1841	t e i g e t a n i	C V V C V C V C V
723	klon	branch	beh, gtan, kdar, tkam	beh	b e h		37_branch-0	1841	b e - - - - - h -	C V C
718	kui	branch	gatan	gatan	g a t a n		37_branch-0	1841	- - - g a t a n -	C V C V C
722	nedebang	branch	gatani	gatani	g a t a n i		37_branch-0	1841	- - - g a t a n i	C V C V C V
711	teiwa	branch	tei getingi	tei getingi	t e i g e t i ŋ i		37_branch-0	1841	t e i g e t i ŋ i	C V V C V C V C V
1093	adang	breadfruit	tombai	tombai	t o m b a i		38_breadfruit-3	1924	t o m b a i -	C V C C V V
1086	kamang	breadfruit	kut ton	kut ton	k u t t o n		38_breadfruit-3	1924	k u t t o - n	C V C C V C
1089	westernpantar	breadfruit	kili, tong	kili	k i l i		38_breadfruit-3	1924	k i - l i - -	C V C V
1457	blagar	breast	a:m	a:m	aː m		39_breast-0	2012	- - - aː m -	V C
1458	kamang	breast	ami	ami	a m i		39_breast-0	2012	- - - a m i	V C V
1465	nedebang	breast	gayami (cf., aami 'milk')	gayami	g a j a m i		39_breast-0	2012	g a j a m i	C V C V C V
1456	protoalorpantar	breast	ham-i	ham-i	h a m i		39_breast-0	2012	- - h a m i	C V C V
1464	sawila	breast	gaami	gaami	g a a m i		39_breast-0	2012	g a - a m i	C V V C V
1454	teiwa	breast	gəxam	gəxam	g ə ħ a m		39_breast-0	2012	g ə ħ a m -	C V C V C
1459	wersing	breast	ami	ami	a m i		39_breast-0	2012	- - - a m i	V C V
1748	kaera	bride price	gay	gay	g a j		40_brideprice-0	2018	g a - - j	C V C
1752	nedebang	bride price	ga'a	ga'a	g a ʔ a		40_brideprice-0	2018	g a ʔ a -	C V C V
1742	teiwa	bride price	go'oy	go'oy	g o ʔ o j		40_brideprice-0	2018	g o ʔ o j	C V C V C
1749	westernpantar	bride price	gu'e	gu'e	g u ʔ e		40_brideprice-0	2018	g u ʔ e -	C V C V
3630	abui	burn/shine	hiede	hiede	h i e d e		43_burnshine-0	2029	h i e d e -	C V V C V
3632	blagar	burn/shine	ade	ade	a d e		43_burnshine-0	2029	- - a d e -	V C V
3635	kaera	burn/shine	dee	dee	d e e		43_burnshine-0	2029	- - - d e e	C V V
3629	teiwa	burn/shine	dee	dee	d e e		43_burnshine-0	2029	- - - d e e	C V V
3680	abui	chase away/expel	he-tei, ha-loi	he-tei	h e t e i		49_chaseawayexpel-0	2076	h e t e i - -	C V C V V
3683	blagar	chase away/expel	teri, sika ‘sound to shoo a dog’, bura ‘sound to shoo a chicken’, sambe ‘sound to shoo a goat’	teri	t e r i		49_chaseawayexpel-0	2076	- - t e - r i	C V C V
3691	kaera	chase away/expel	getero	getero	g e t e r o		49_chaseawayexpel-0	2076	g e t e - r o	C V C V C V
3699	nedebang	chase away/expel	getiala	getiala	g e t i a l a		49_chaseawayexpel-0	2076	g e t i a l a	C V C V V C V
3682	protoalorpantar	chase away/expel	tiara	tiara	t i a r a		49_chaseawayexpel-0	2076	- - t i a r a	C V V C V
3697	sawila	chase away/expel	tiira, diila	tiira	t i i r a		49_chaseawayexpel-0	2076	- - t i i r a	C V V C V
3679	teiwa	chase away/expel	gətiar	gətiar	g ə t i a r		49_chaseawayexpel-0	2076	g ə t i a r -	C V C V V C
1793	blagar	chicken	haŋi	haŋi	h a ŋ i		52_chicken-2	2095	h a ŋ i - -	C V C V
1796	kaera	chicken	siaq	siaq	s i a q		52_chicken-2	2095	s i - a q -	C V V C
1797	westernpantar	chicken	suake	suake	s u a k e		52_chicken-2	2095	s u - a k e	C V V C V
1799	adang	chicken	hiu	hiu	h i u		52_chicken-4	2096	h i u	C V V
1802	klon	chicken	hi	hi	h i		52_chicken-4	2096	h i -	C V
1798	kui	chicken	sei	sei	s e i		52_chicken-4	2096	s e i	C V V
1630	adang	child	ʔei	ʔei	ʔ e i		53_child-0	2101	ʔ e - - i - -	C V V
1624	blagar	child	toál	toál	t o a l		53_child-0	2101	t o - - a l -	C V V C
1627	kaera	child	tuaq	tuaq	t u a q		53_child-0	2101	t u - - a q -	C V V C
1632	nedebang	child	guaqa	guaqa	g u a q a		53_child-0	2101	g u - - a q a	C V V C V
1619	teiwa	child	goqai	goqai	g o q a i		53_child-0	2101	g o - q a - i	C V C V V
1628	westernpantar	child	wakke	wakke	w a k k e		53_child-0	2101	w a k k e - -	C V C C V
1633	klon	child	ʊl	ʊl	ʊ l		53_child-4	2105	ʊ l	V C
1629	kui	child	ol	ol	o l		53_child-4	2105	o l	V C
1626	wersing	child	ol	ol	o l		53_child-4	2105	o l	V C
1350	abui	chin	tawa bak	tawa bak	t a w a b a k		54_chin-0	2106	t a - w - a b a k -	C V C V C V C
1352	blagar	chin	təvá	təvá	t ə v a		54_chin-0	2106	t ə - v - - - a - -	C V C V
1355	kaera	chin	tua somoi	tua somoi	t u a s o m o i		54_chin-0	2106	t u a s - o m o - i	C V V C V C V V
1353	kamang	chin	-waa buk	-waa buk	w a a b u k		54_chin-0	2106	- - - w a a b u k -	C V V C V C
1351	protoalorpantar	chin	-wa	-wa	w a		54_chin-0	2106	- - - w - - - a - -	C V
1359	sawila	chin	wakooya	wakooya	w a k o o j a		54_chin-0	2106	w a - k - o - o j a	C V C V V C V
1349	teiwa	chin	gaaw	gaaw	g a a w		54_chin-0	2106	- - - g - a - a w -	C V V C
1354	wersing	chin	newakat	newakat	n e w a k a t		54_chin-0	2106	n e - w - a k a t -	C V C V C V C
1817	abui	civet cat	ayo	ayo	a j o		56_civetcat-0	2123	- a j - - - - - - o	V C V
1825	adang	civet cat	alumanεmε (lit, 'good smelling deer')	alumanεmε	a l u m a n ɛ m ɛ		56_civetcat-0	2123	- a l u m a n ɛ m ɛ	V C V C V C V C V
1819	blagar	civet cat	ró	ró	r o		56_civetcat-0	2123	- - r o - - - - - -	C V
1822	kaera	civet cat	orow	orow	o r o w		56_civetcat-0	2123	- o r o w - - - - -	V C V C
1828	klon	civet cat	aru'	aru'	a r u ʔ		56_civetcat-0	2123	- a r u ʔ - - - - -	V C V C
1818	protoalorpantar	civet cat	haraw	haraw	h a r a w		56_civetcat-0	2123	h a r a w - - - - -	C V C V C
1826	sawila	civet cat	aruwaaka	aruwaaka	a r u w a a k a		56_civetcat-0	2123	- a r u w a - a k a	V C V C V V C V
1816	teiwa	civet cat	xraw	xraw	ħ r a w		56_civetcat-0	2123	ħ - r a w - - - - -	C C V C
4043	abui	climb	(hong) mira	mira	m i r a		59_climb-0	2139	m i r a -	C V C V
4051	adang	climb	midiʔ	midiʔ	m i d i ʔ		59_climb-0	2139	m i d i ʔ	C V C V C
4055	klon	climb	mde, mid, mod, pkas	mde	m d e		59_climb-0	2139	m - d e -	C C V
4052	sawila	climb	mada, mudaata	mada	m a d a		59_climb-0	2139	m a d a -	C V C V
4042	teiwa	climb	mir	mir	m i r		59_climb-0	2139	m i r - -	C V C
953	abui	coconut	ˈwata	ˈwata	ʔ w a t a		61_coconut-0	2157	ʔ w a - t a -	C C V C V
961	adang	coconut	faʔ	faʔ	f a ʔ		61_coconut-0	2157	- f a - ʔ - -	C V C
955	blagar	coconut	vet	vet	v e t		61_coconut-0	2157	- v e - t - -	C V C
958	kaera	coconut	waat	waat	w a a t		61_coconut-0	2157	- w a a t - -	C V V C
956	kamang	coconut	wate	wate	w a t e		61_coconut-0	2157	- w a - t e -	C V C V
963	nedebang	coconut	wata	wata	w a t a		61_coconut-0	2157	- w a - t a -	C V C V
954	protoalorpantar	coconut	wat	wat	w a t		61_coconut-0	2157	- w a - t - -	C V C
962	sawila	coconut	wata	wata	w a t a		61_coconut-0	2157	- w a - t a -	C V C V
952	teiwa	coconut	wat	wat	w a t		61_coconut-0	2157	- w a - t - -	C V C
957	wersing	coconut	watá'	watá'	w a t a ʔ		61_coconut-0	2157	- w a - t a ʔ	C V C V C
2659	blagar	cold	jevi	jevi	dʒ e v i		62_cold-0	2161	- - dʒ e v i	C V C V
2662	kaera	cold	qaiwo	qaiwo	q a i w o		62_cold-0	2161	q a - i w o	C V V C V
2668	nedebang	cold	maxavu	maxavu	m a ħ a v u		62_cold-0	2161	m a ħ a v u	C V C V C V
2657	teiwa	cold	qi'aw	qi'aw	q i ʔ a w		62_cold-0	2161	q i ʔ a w -	C V C V C
817	abui	cooked rice	ajak ma:	ajak ma:	a dʒ a k m aː		67_cookedrice-0	2176	a dʒ a k m aː - - -	V C V C C V
826	adang	cooked rice	a:la meje (lit., 'table rice')	a:la meje	aː l a m e dʒ e		67_cookedrice-0	2176	aː l a - m e dʒ e -	V C V C V C V
822	kaera	cooked rice	naqar, naxaro	naqar	n a q a r		67_cookedrice-0	2176	- n a q - a r - -	C V C V C
829	klon	cooked rice	ərɑkmɑi	ərɑkmɑi	ə r ɑ k m ɑ i		67_cookedrice-0	2176	ə r ɑ k m ɑ - i -	V C V C C V V
825	kui	cooked rice	arak ma	arak ma	a r a k m a		67_cookedrice-0	2176	a r a k m a - - -	V C V C C V
828	nedebang	cooked rice	qara	qara	q a r a		67_cookedrice-0	2176	- - - q - a r a -	C V C V
818	protoalorpantar	cooked rice	araq	araq	a r a q		67_cookedrice-0	2176	- - - - - a r a q	V C V C
827	sawila	cooked rice	araka ma	araka ma	a r a k a m a		67_cookedrice-0	2176	a r a k - a m a -	V C V C V C V
816	teiwa	cooked rice	qar	qar	q a r		67_cookedrice-0	2176	- - - q - a r - -	C V C
821	wersing	cooked rice	arák mad	arák mad	a r a k m a d		67_cookedrice-0	2176	a r a k m a d - -	V C V C C V C
287	kaera	coral (rock)	xoqís	xoqís	ħ o q i s		68_coralrock-0	2180	ħ o q i s	C V C V C
292	klon	coral (rock)	kokah	kokah	k o k a h		68_coralrock-0	2180	k o k a h	C V C V C
282	teiwa	coral (rock)	qoqas	qoqas	q o q a s		68_coralrock-0	2180	q o q a s	C V C V C
2915	kaera	correct	quuno	quuno	q u u n o		70_correct-0	2199	q u - u n o	C V V C V
2920	nedebang	correct	qunna (also straight)	qunna	q u n n a		70_correct-0	2199	q u n - n a	C V C C V
2910	teiwa	correct	quun	quun	q u u n		70_correct-0	2199	q u - u n -	C V V C
1902	abui	crocodile	fahai	fahai	f a h a i		71_crocodile-0	2208	f a h a i -	C V C V V
1910	adang	crocodile	baʔai	baʔai	b a ʔ a i		71_crocodile-0	2208	b a ʔ a i -	C V C V V
1907	kaera	crocodile	bagay	bagay	b a g a j		71_crocodile-0	2208	b a g a - j	C V C V C
1905	kamang	crocodile	piee	piee	p i e e		71_crocodile-0	2208	p i - e e -	C V V V
1913	klon	crocodile	bəgɑi	bəgɑi	b ə g ɑ i		71_crocodile-0	2208	b ə g ɑ i -	C V C V V
1903	protoalorpantar	crocodile	bagai	bagai	b a g a i		71_crocodile-0	2208	b a g a i -	C V C V V
1901	teiwa	crocodile	baxai	baxai	b a ħ a i		71_crocodile-0	2208	b a ħ a i -	C V C V V
1908	westernpantar	crocodile	bagai	bagai	b a g a i		71_crocodile-0	2208	b a g a i -	C V C V V
763	kaera	dibble stick	yag	yag	j a g		78_dibblestick-0	2224	j a - g - -	C V C
760	teiwa	dibble stick	yax	yax	j a ħ		78_dibblestick-0	2224	j a - ħ - -	C V C
764	westernpantar	dibble stick	yaggas	yaggas	j a g g a s		78_dibblestick-0	2224	j a g g a s	C V C C V C
2813	kaera	dirty	qaasi	qaasi	q a a s i		80_dirty-0	2235	- - - - q a a s i	C V V C V
