ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
485	Kyoto	belly	hara	h.a.r.a	h a r a		111	19	h a r a	C V C V
490	Oki	belly	ɸara	ɸ.a.r.a	ɸ a r a		111	19	ɸ a r a	C V C V
489	Sado	belly	hara	h.a.r.a	h a r a		111	19	h a r a	C V C V
124	Kyoto	big	oːkiː	oː.k.iː	oː k iː		38	314	oː k iː	V C V
121	Miyako	big	uku	u.k.u	u k u		38	314	u k u	V C V
128	Sado	big	oːkiː	oː.k.iː	oː k iː		38	314	oː k iː	V C V
122	Tokyo	big	oːkiː	oː.k.iː	oː k iː		38	314	oː k iː	V C V
130	Kagoshima	big	hute	h.u.t.e	h u t e		39	325	h u t - e	C V C V
127	Kochi	big	hutoi	h.u.t.oi	h u t o i		39	325	h u t o i	C V C V V
129	Oki	big	ɸuteː	ɸ.u.t.eː	ɸ u t eː		39	325	ɸ u t - eː	C V C V
193	Amami	bird	θuri	θ.u.r.i	θ u r i		60	418	θ u r - - i	C V C V
195	Hachijo	bird	torime	t.o.r.i.m.e	t o r i m e		60	418	t o r i m e	C V C V C V
200	Kagoshima	bird	toiː	t.oiː	t o iː		60	418	t o - - - iː	C V V
197	Kochi	bird	tori	t.o.r.i	t o r i		60	418	t o r - - i	C V C V
194	Kyoto	bird	tori	t.o.r.i	t o r i		60	418	t o r - - i	C V C V
191	Miyako	bird	tui	t.ui	t ui		60	418	t ui - - - -	C V
199	Oki	bird	tori	t.o.r.i	t o r i		60	418	t o r - - i	C V C V
198	Sado	bird	tori	t.o.r.i	t o r i		60	418	t o r - - i	C V C V
196	Shuri	bird	tui	t.ui	t ui		60	418	t ui - - - -	C V
192	Tokyo	bird	tori	t.o.r.i	t o r i		60	418	t o r - - i	C V C V
559	Kagoshima	bite	kaɴʦu	k.a.ɴ.ʦ.u	k a ɴ ts u		128	37	k a ɴ - ts - - u	C V C C V
553	Kyoto	bite	kamiʦuku	k.a.m.i.ʦ.u.k.u	k a m i ts u k u		128	37	k a m i ts u k u	C V C V C V C V
558	Oki	bite	kamu	k.a.m.u	k a m u		128	37	k a m - - - - u	C V C V
557	Sado	bite	kamiʦuku	k.a.m.i.ʦ.u.k.u	k a m i ts u k u		128	37	k a m i ts u k u	C V C V C V C V
551	Tokyo	bite	kamiʦuku	k.a.m.i.ʦ.u.k.u	k a m i ts u k u		128	37	k a m i ts u k u	C V C V C V C V
552	Amami	bite	kuiʦɨkɨruri	k.ui.ʦ.ɨ.k.ɨ.r.u.r.i	k ui ts ɨ k ɨ r u r i		126	35	k ui ts ɨ k ɨ r u r i	C V C V C V C V C V
554	Hachijo	bite	kuiʦuku	k.ui.ʦ.u.k.u	k ui ts u k u		126	35	k ui ts u k - - u - -	C V C V C V
556	Kochi	bite	kuituku	k.ui.t.u.k.u	k ui t u k u		126	35	k ui t u k - - u - -	C V C V C V
555	Shuri	bite	kuːjuɴ	k.uː.j.u.ɴ	k uː j u ɴ		126	35	k uː j - - - - u ɴ -	C V C V C
902	Amami	black	kurusari	k.u.r.u.s.a.r.i	k u r u s a r i		195	111	k u r u s a r i	C V C V C V C V
904	Hachijo	black	kurokʲa	k.u.r.o.kʲ.a	k u r o kʲ a		195	111	k u r o kʲ a - -	C V C V C V
909	Kagoshima	black	kure	k.u.r.e	k u r e		195	111	k u r - - - - e	C V C V
906	Kochi	black	kuroi	k.u.r.oi	k u r o i		195	111	k u r o - i - -	C V C V V
903	Kyoto	black	kuroi	k.u.r.oi	k u r o i		195	111	k u r o - i - -	C V C V V
900	Miyako	black	fu	f.u	f u		195	111	f u - - - - - -	C V
908	Oki	black	kureː	k.u.r.eː	k u r eː		195	111	k u r - - - - eː	C V C V
907	Sado	black	kuroi	k.u.r.oi	k u r o i		195	111	k u r o - i - -	C V C V V
905	Shuri	black	kurusaɴ	k.u.r.u.s.a.ɴ	k u r u s a ɴ		195	111	k u r u s a ɴ -	C V C V C V C
901	Tokyo	black	kuroi	k.u.r.oi	k u r o i		195	111	k u r o - i - -	C V C V V
273	Amami	blood	ʨi	ʨ.i	tɕ i		71	430	- - - tɕ i	C V
275	Hachijo	blood	ʨi	ʨ.i	tɕ i		71	430	- - - tɕ i	C V
280	Kagoshima	blood	ʨiː	ʨ.iː	tɕ iː		71	430	- - - tɕ iː	C V
277	Kochi	blood	ti	t.i	t i		71	430	- - - t i	C V
274	Kyoto	blood	ʨiː	ʨ.iː	tɕ iː		71	430	- - - tɕ iː	C V
271	Miyako	blood	akaʦɨ	a.k.a.ʦ.ɨ	a k a ts ɨ		71	430	a k a ts ɨ	V C V C V
279	Oki	blood	ʨi	ʨ.i	tɕ i		71	430	- - - tɕ i	C V
278	Sado	blood	ʨi	ʨ.i	tɕ i		71	430	- - - tɕ i	C V
276	Shuri	blood	ʨiː	ʨ.iː	tɕ iː		71	430	- - - tɕ iː	C V
272	Tokyo	blood	ʨi	ʨ.i	tɕ i		71	430	- - - tɕ i	C V
1880	Amami	blow	hukuri	h.u.k.u.r.i	h u k u r i		435	376	h u k u r i	C V C V C V
1882	Hachijo	blow	huku	h.u.k.u	h u k u		435	376	h u k u - -	C V C V
1887	Kagoshima	blow	hu	h.u	h u		435	376	h u - - - -	C V
1884	Kochi	blow	huku	h.u.k.u	h u k u		435	376	h u k u - -	C V C V
1881	Kyoto	blow	huku	h.u.k.u	h u k u		435	376	h u k u - -	C V C V
1878	Miyako	blow	fːu	fː.u	fː u		435	376	fː u - - - -	C V
1886	Oki	blow	ɸuku	ɸ.u.k.u	ɸ u k u		435	376	ɸ u k u - -	C V C V
1885	Sado	blow	huku	h.u.k.u	h u k u		435	376	h u k u - -	C V C V
1883	Shuri	blow	huʦuɴ	h.u.ʦ.u.ɴ	h u ts u ɴ		435	376	h u ts u ɴ -	C V C V C
1879	Tokyo	blow	huku	h.u.k.u	h u k u		435	376	h u k u - -	C V C V
303	Amami	bone	hunɨ	h.u.n.ɨ	h u n ɨ		76	435	h u n ɨ	C V C V
305	Hachijo	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
310	Kagoshima	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
307	Kochi	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
304	Kyoto	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
301	Miyako	bone	puni	p.u.n.i	p u n i		76	435	p u n i	C V C V
309	Oki	bone	ɸone	ɸ.o.n.e	ɸ o n e		76	435	ɸ o n e	C V C V
308	Sado	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
306	Shuri	bone	huni	h.u.n.i	h u n i		76	435	h u n i	C V C V
302	Tokyo	bone	hone	h.o.n.e	h o n e		76	435	h o n e	C V C V
504	Amami	breast	munɨ	m.u.n.ɨ	m u n ɨ		116	24	m u n - - ɨ	C V C V
506	Hachijo	breast	mune	m.u.n.e	m u n e		116	24	m u n - - e	C V C V
511	Kagoshima	breast	muine	m.ui.n.e	m ui n e		116	24	m ui n - - e	C V C V
508	Kochi	breast	mune	m.u.n.e	m u n e		116	24	m u n - - e	C V C V
505	Kyoto	breast	mune	m.u.n.e	m u n e		116	24	m u n - - e	C V C V
502	Miyako	breast	mːifuʦɨ	mː.i.f.u.ʦ.ɨ	mː i f u ts ɨ		116	24	mː i f u ts ɨ	C V C V C V
510	Oki	breast	ɴne	ɴ.n.e	ɴ n e		116	24	ɴ - n - - e	C C V
509	Sado	breast	mune	m.u.n.e	m u n e		116	24	m u n - - e	C V C V
507	Shuri	breast	ɴni	ɴ.n.i	ɴ n i		116	24	ɴ - n - - i	C C V
503	Tokyo	breast	mune	m.u.n.e	m u n e		116	24	m u n - - e	C V C V
832	Amami	burn	meːruri	m.eː.r.u.r.i	m eː r u r i		186	101	m eː - r u r i	C V C V C V
834	Hachijo	burn	mieru	m.ie.r.u	m i e r u		186	101	m i - - e r u	C V V C V
839	Kagoshima	burn	moiju	m.oi.j.u	m o i j u		186	101	m o i j u - -	C V V C V
836	Kochi	burn	moeru	m.oe.r.u	m o e r u		186	101	m o - - e r u	C V V C V
833	Kyoto	burn	moeru	m.oe.r.u	m o e r u		186	101	m o - - e r u	C V V C V
830	Miyako	burn	muiɭ	m.ui.ɭ	m ui ɭ		186	101	m ui - - - ɭ -	C V C
838	Oki	burn	moeru	m.oe.r.u	m o e r u		186	101	m o - - e r u	C V V C V
837	Sado	burn	moeru	m.oe.r.u	m o e r u		186	101	m o - - e r u	C V V C V
835	Shuri	burn	meːjuɴ	m.eː.j.u.ɴ	m eː j u ɴ		186	101	m eː - j u ɴ -	C V C V C
831	Tokyo	burn	moeru	m.oe.r.u	m o e r u		186	101	m o - - e r u	C V V C V
1493	Amami	child	warabɨ	w.a.r.a.b.ɨ	w a r a b ɨ		345	277	w a r a b ɨ	C V C V C V
1491	Miyako	child	jarabi	j.a.r.a.b.i	j a r a b i		345	277	j a r a b i	C V C V C V
1496	Shuri	child	warabi	w.a.r.a.b.i	w a r a b i		345	277	w a r a b i	C V C V C V
1495	Hachijo	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
1500	Kagoshima	child	koidoɴ	k.oi.d.o.ɴ	k o i d o ɴ		344	276	k o i d o ɴ -	C V V C V C
1497	Kochi	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
1494	Kyoto	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
1499	Oki	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
1498	Sado	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
1492	Tokyo	child	kodomo	k.o.d.o.m.o	k o d o m o		344	276	k o - d o m o	C V C V C V
444	Amami	claw	ʦɨmɨ	ʦ.ɨ.m.ɨ	ts ɨ m ɨ		103	10	ts ɨ m ɨ	C V C V
446	Hachijo	claw	ʦume	ʦ.u.m.e	ts u m e		103	10	ts u m e	C V C V
451	Kagoshima	claw	ʦuime	ʦ.ui.m.e	ts ui m e		103	10	ts ui m e	C V C V
448	Kochi	claw	tume	t.u.m.e	t u m e		103	10	t u m e	C V C V
445	Kyoto	claw	ʦume	ʦ.u.m.e	ts u m e		103	10	ts u m e	C V C V
442	Miyako	claw	ʦɨmi	ʦ.ɨ.m.i	ts ɨ m i		103	10	ts ɨ m i	C V C V
450	Oki	claw	ʦume	ʦ.u.m.e	ts u m e		103	10	ts u m e	C V C V
449	Sado	claw	ʦume	ʦ.u.m.e	ts u m e		103	10	ts u m e	C V C V
447	Shuri	claw	ɕimi	ɕ.i.m.i	ɕ i m i		103	10	ɕ i m i	C V C V
443	Tokyo	claw	ʦume	ʦ.u.m.e	ts u m e		103	10	ts u m e	C V C V
792	Amami	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
794	Hachijo	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
799	Kagoshima	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
796	Kochi	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
793	Kyoto	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
790	Miyako	cloud	fumu	f.u.m.u	f u m u		180	95	f u m u	C V C V
798	Oki	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
797	Sado	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
795	Shuri	cloud	kumu	k.u.m.u	k u m u		180	95	k u m u	C V C V
791	Tokyo	cloud	kumo	k.u.m.o	k u m o		180	95	k u m o	C V C V
932	Amami	cold	higurusari	h.i.g.u.r.u.s.a.r.i	h i g u r u s a r i		201	119	h i g u r u s a r i	C V C V C V C V C V
936	Kochi	cold	hijai	h.i.j.ai	h i j a i		201	119	h i j - - - - a - i	C V C V V
930	Miyako	cold	piʃi	p.i.ʃ.i	p i ʃ i		201	119	p i - - - - ʃ - - i	C V C V
935	Shuri	cold	hwiːsaɴ	h.w.iː.s.a.ɴ	h w iː s a ɴ		201	119	h - - - w iː s a ɴ -	C C V C V C
939	Kagoshima	cold	sami	s.a.m.i	s a m i		203	121	s a m i	C V C V
933	Kyoto	cold	sabui	s.a.b.ui	s a b ui		203	121	s a b ui	C V C V
938	Oki	cold	sabiː	s.a.b.iː	s a b iː		203	121	s a b iː	C V C V
937	Sado	cold	samui	s.a.m.ui	s a m ui		203	121	s a m ui	C V C V
931	Tokyo	cold	samui	s.a.m.ui	s a m ui		203	121	s a m ui	C V C V
652	Amami	come	xuri	x.u.r.i	x u r i		149	60	x u r i	C V C V
654	Hachijo	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
659	Kagoshima	come	ku	k.u	k u		149	60	k u - -	C V
656	Kochi	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
653	Kyoto	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
658	Oki	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
657	Sado	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
651	Tokyo	come	kuru	k.u.r.u	k u r u		149	60	k u r u	C V C V
1513	Amami	cut	kiruri	k.i.r.u.r.i	k i r u r i		347	279	k i r u r i	C V C V C V
1515	Hachijo	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1520	Kagoshima	cut	kit	k.i.t	k i t		347	279	k i t - - -	C V C
1517	Kochi	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1514	Kyoto	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1511	Miyako	cut	ʦɨːʦɨː	ʦ.ɨː.ʦ.ɨː	ts ɨː ts ɨː		347	279	ts ɨː ts - - ɨː	C V C V
1519	Oki	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1518	Sado	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1516	Shuri	cut	ʨijuɴ	ʨ.i.j.u.ɴ	tɕ i j u ɴ		347	279	tɕ i j u ɴ -	C V C V C
1512	Tokyo	cut	kiru	k.i.r.u	k i r u		347	279	k i r - - u	C V C V
1503	Amami	dark	kurasari	k.u.r.a.s.a.r.i	k u r a s a r i		346	278	k u r a s a r i	C V C V C V C V
1505	Hachijo	dark	kurakʲa	k.u.r.a.kʲ.a	k u r a kʲ a		346	278	k u r a kʲ a - -	C V C V C V
1510	Kagoshima	dark	kuire	k.ui.r.e	k ui r e		346	278	k ui r - - e - -	C V C V
1507	Kochi	dark	kurai	k.u.r.ai	k u r a i		346	278	k u r a - i - -	C V C V V
1504	Kyoto	dark	kurai	k.u.r.ai	k u r a i		346	278	k u r a - i - -	C V C V V
1501	Miyako	dark	fːa	fː.a	fː a		346	278	- - fː - - a - -	C V
1509	Oki	dark	kureː	k.u.r.eː	k u r eː		346	278	k u r - - eː - -	C V C V
1508	Sado	dark	kurai	k.u.r.ai	k u r a i		346	278	k u r a - i - -	C V C V V
1506	Shuri	dark	kurasaɴ	k.u.r.a.s.a.ɴ	k u r a s a ɴ		346	278	k u r a s a ɴ -	C V C V C V C
1502	Tokyo	dark	kurai	k.u.r.ai	k u r a i		346	278	k u r a - i - -	C V C V V
1142	Amami	day	hiruhiɴma	h.i.r.u.h.i.ɴ.m.a	h i r u h i ɴ m a		262	185	h - i r u h i ɴ m a	C V C V C V C C V
1144	Hachijo	day	hiruma	h.i.r.u.m.a	h i r u m a		262	185	h - i r u - - - m a	C V C V C V
1149	Kagoshima	day	hiːi	h.iːi	h i i/j i		262	185	h - i i/j - - - - - i	C V V V
1146	Kochi	day	hiruma	h.i.r.u.m.a	h i r u m a		262	185	h - i r u - - - m a	C V C V C V
1143	Kyoto	day	hiruma	h.i.r.u.m.a	h i r u m a		262	185	h - i r u - - - m a	C V C V C V
1148	Oki	day	ɸiru	ɸ.i.r.u	ɸ i r u		262	185	ɸ - i r - - - - - u	C V C V
1147	Sado	day	hiruma	h.i.r.u.m.a	h i r u m a		262	185	h - i r u - - - m a	C V C V C V
1145	Shuri	day	hwiru	h.w.i.r.u	h w i r u		262	185	h w i r - - - - - u	C C V C V
1141	Tokyo	day	hiruma	h.i.r.u.m.a	h i r u m a		262	185	h - i r u - - - m a	C V C V C V
602	Amami	die	simʲuri	s.i.mʲ.u.r.i	s i mʲ u r i		138	48	s i mʲ u r i	C V C V C V
609	Kagoshima	die	siːɴ	s.iː.ɴ	s iː ɴ		138	48	s iː ɴ - - -	C V C
606	Kochi	die	sinuru	s.i.n.u.r.u	s i n u r u		138	48	s i n u r u	C V C V C V
603	Kyoto	die	sinu	s.i.n.u	s i n u		138	48	s i n u - -	C V C V
600	Miyako	die	sɨn	s.ɨ.n	s ɨ n		138	48	s ɨ n - - -	C V C
608	Oki	die	sinoru	s.i.n.o.r.u	s i n o r u		138	48	s i n o r u	C V C V C V
607	Sado	die	sinu	s.i.n.u	s i n u		138	48	s i n u - -	C V C V
605	Shuri	die	sinuɴ	s.i.n.u.ɴ	s i n u ɴ		138	48	s i n u ɴ -	C V C V C
601	Tokyo	die	sinu	s.i.n.u	s i n u		138	48	s i n u - -	C V C V
1782	Amami	dig	hururi	h.u.r.u.r.i	h u r u r i		414	353	h u r u r i	C V C V C V
1784	Hachijo	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1789	Kagoshima	dig	ho	h.o	h o		414	353	h o - - - -	C V
1786	Kochi	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1783	Kyoto	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1780	Miyako	dig	puɭ	p.u.ɭ	p u ɭ		414	353	p u ɭ - - -	C V C
1788	Oki	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1787	Sado	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1785	Shuri	dig	hujuɴ	h.u.j.u.ɴ	h u j u ɴ		414	353	h u j u ɴ -	C V C V C
1781	Tokyo	dig	horu	h.o.r.u	h o r u		414	353	h o r - - u	C V C V
1625	Hachijo	dirty	kitanakʲa	k.i.t.a.n.a.kʲ.a	k i t a n a kʲ a		370	304	k i t a n a kʲ a	C V C V C V C V
1630	Kagoshima	dirty	kisːane	k.i.sː.a.n.e	k i sː a n e		370	304	k i sː a n - - e	C V C V C V
1624	Kyoto	dirty	kitanai	k.i.t.a.n.ai	k i t a n a i		370	304	k i t a n a - i	C V C V C V V
1629	Oki	dirty	kitaneː	k.i.t.a.n.eː	k i t a n eː		370	304	k i t a n - - eː	C V C V C V
1622	Tokyo	dirty	kitanai	k.i.t.a.n.ai	k i t a n a i		370	304	k i t a n a - i	C V C V C V V
203	Amami	dog	ʔiɴ	ʔ.i.ɴ	ʔ i ɴ		62	420	ʔ i ɴ -	C V C
210	Kagoshima	dog	iɴ	i.ɴ	i ɴ		62	420	- i ɴ -	V C
207	Kochi	dog	inu	i.n.u	i n u		62	420	- i n u	V C V
204	Kyoto	dog	inu	i.n.u	i n u		62	420	- i n u	V C V
201	Miyako	dog	in	i.n	i n		62	420	- i n -	V C
209	Oki	dog	eno	e.n.o	e n o		62	420	- e n o	V C V
208	Sado	dog	inu	i.n.u	i n u		62	420	- i n u	V C V
206	Shuri	dog	ʔiɴ	ʔ.i.ɴ	ʔ i ɴ		62	420	ʔ i ɴ -	C V C
202	Tokyo	dog	inu	i.n.u	i n u		62	420	- i n u	V C V
1919	Amami	down	ɕaːʨi	ɕ.aː.ʨ.i	ɕ aː tɕ i		446	388	ɕ aː tɕ i - - - -	C V C V
1921	Hachijo	down	sita	s.i.t.a	s i t a		446	388	s i t a - - - -	C V C V
