ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	ALIGNMENT	STRUCTURE
639	Buglere	bark (of tree)	kwaɾa	kwaɾa	k w a ɾ a		349	692	- - - k w a ɾ a - -	C C V C V
636	Cabecar	bark (of tree)	hkuʊ́	hkuʊ́	h k u ʊ́/ʊ		349	692	h - - k - u - ʊ́/ʊ - -	C C V V
646	Chibcha	bark (of tree)	huka	huka	h u k a		349	692	h u - k - a - - - -	C V C V
640	Dorasque	bark (of tree)	ugá	ugá	u g á/a		349	692	- u - g - á/a - - - -	V C V
638	Ngabere	bark (of tree)	kwata	kwata	k w a t a		349	692	- - - k w a t a - -	C C V C V
632	Rama	bark (of tree)	u:k	u:k	uː k		349	692	- uː - k - - - - - -	V C
641	SanBlasKuna	bark (of tree)	ukka	ukka	u k a		349	692	- u - k - a - - - -	V C V
637	Teribe	bark (of tree)	kuótà	kuótà	k u ó/o t à/a		349	692	- - - k u ó/o t à/a - -	C V V C V
139	Arhuaco	bird	si'sio	si'sio	s i 's/s i o		52	879	- s i - - 's/s i o -	C V C V V
122	LencaHonduras	bird	siɾa	siɾa	s i ɾ a		52	879	- s i - - ɾ - a -	C V C V
121	LencaSalvador	bird	ts'imts'im	ts'imts'im	t s 'i/i m t s 'i/i m		52	879	t s 'i/i m t s 'i/i - m	C C V C C C V C
128	Rama	bird	sin-sak	sin-sak	s i n s a k		52	879	- s i - n s - a k	C V C C V C
130	Boruca	bird	dù	dù	d ù/u		59	956	- - - - d ù/u - -	C V
131	Bribri	bird	dú	dú	d ú/u		59	956	- - - - d ú/u - -	C V
132	Cabecar	bird	dù	dù	d ù/u		59	956	- - - - d ù/u - -	C V
143	CentralTunebo	bird	ɾu'wasiɾa	ɾu'wasiɾa	ɾ u 'w/w a s i ɾ a		59	956	ɾ u 'w/w a s i ɾ a	C V C V C V C V
142	Chibcha	bird	sue	sue	s u e		59	956	- - - - s u - e	C V V
138	Cogui	bird	nu'ba	nu'ba	n u 'b/b a		59	956	- - n u - - 'b/b a	C V C V
136	Dorasque	bird	dul	dul	d u l		59	956	- - - - d u l -	C V C
134	Ngabere	bird	nukwɔ	nukwɔ	n u k w ɔ		59	956	- - n u k - w ɔ	C V C C V
1481	Chibcha	bite (v.)	ka	ka	k a		783	1169	k a -	C V
1462	LencaHonduras	bite (v.)	kaj	kaj	k a j		783	1169	k a j	C V C
1464	Mayangna	bite (v.)	kas	kas	k a s		783	1169	k a s	C V C
1465	Ulwa	bite (v.)	kas	kas	k a s		783	1169	k a s	C V C
1483	Bari	bite (v.)	ko	ko	k o		790	1177	k o -	C V
1471	Bribri	bite (v.)	kʊ	kʊ	k ʊ		790	1177	k ʊ -	C V
1472	Cabecar	bite (v.)	kʊ	kʊ	k ʊ		790	1177	k ʊ -	C V
1482	CentralTunebo	bite (v.)	'koʔ	'koʔ	'k/k o ʔ		790	1177	'k/k o ʔ	C V C
1475	Buglere	bite (v.)	gute	gute	g u t e		792	1179	g - u t e	C V C V
1474	Ngabere	bite (v.)	kwet	kwet	k w e t		792	1179	k w e t -	C C V C
1476	SanBlasKuna	bite (v.)	kunn	kunn	k u n		792	1179	k - u n -	C V C
1552	Chimila	black	sih'tu	sih'tu	s i h 't/t u		822	1212	s i h 't/t u	C V C C V
1533	LencaHonduras	black	siɾi	siɾi	s i ɾ i		822	1212	s i - ɾ i	C V C V
1532	LencaSalvador	black	sinka	sinka	s i n k a		822	1212	s i n k a	C V C C V
1537	Miskito	black	siksa	siksa	s i k s a		822	1212	s i k s a	C V C C V
1555	Bari	black	ma:	ma:	m aː		824	1214	- - m aː	C V
1547	Dorasque	black	saná	saná	s a n á/a		824	1214	s a n á/a	C V C V
1535	Mayangna	black	sa:ni	sa:ni	s aː n i		824	1214	s aː n i	C V C V
1553	Chibcha	black	mɨhɨsio	mɨhɨsio	m ɨ h ɨ s i o		825	1215	m ɨ h ɨ - s i o	C V C V C V V
1549	Cogui	black	a'baksɯ	a'baksɯ	a 'b/b a k s ɯ		825	1215	- a 'b/b a k s ɯ -	V C V C C V
1551	Malayo	black	amɨkʃi	amɨkʃi	a m ɨ k ʃ i		825	1215	- a m ɨ k ʃ i -	V C V C C V
1545	Ngabere	black	dɾɯne	dɾɯne	d ɾ ɯ n e		825	1215	d - ɾ ɯ n - e -	C C V C V
1539	Rama	black	paɾŋa	paɾŋa	p a ɾ ŋ a		825	1215	p a ɾ - ŋ - a -	C V C C V
1536	Ulwa	black	baraska	baraska	b a r a s k a		825	1215	b a r a s k a -	C V C V C C V
2203	Cacaopera	blood	aru	aru	a r u		1199	220	a r u -	V C V
2201	LencaSalvador	blood	ala	ala	a l a		1199	220	a l a -	V C V
2204	Mayangna	blood	a:	a:	aː		1199	220	aː - - -	V
2205	Ulwa	blood	a:was	a:was	aː w a s		1199	220	aː w a s	V C V C
2224	Bari	blood	a:bi	a:bi	aː b i		1203	226	- aː - b i	V C V
2210	Boruca	blood	dʒìbí	dʒìbí	dʒ ì/i b í/i		1203	226	dʒ ì/i - b í/i	C V C V
2211	Bribri	blood	apɪ̂	apɪ̂	a p ɪ̂/ɪ		1203	226	- a - p ɪ̂/ɪ	V C V
2215	Buglere	blood	be	be	b e		1203	226	- - - b e	C V
2212	Cabecar	blood	pí	pí	p í/i		1203	226	- - - p í/i	C V
2223	CentralTunebo	blood	'aba	'aba	'a/a b a		1203	226	- 'a/a - b a	V C V
2222	Chibcha	blood	ba	ba	b a		1203	226	- - - b a	C V
2218	Cogui	blood	'abi	'abi	'a/a b i		1203	226	- 'a/a - b i	V C V
2216	Dorasque	blood	havé	havé	h a v é/e		1203	226	h a - v é/e	C V C V
2220	Malayo	blood	ɨma	ɨma	ɨ m a		1203	226	- ɨ - m a	V C V
2208	Rama	blood	aiɾbi:	aiɾbi:	a i ɾ b iː		1203	226	a i ɾ b iː	V V C C V
2217	SanBlasKuna	blood	ape	ape	a p e		1203	226	- a - p e	V C V
1173	Bari	bone	kana	kana	k a n a		609	978	k a n - - a	C V C V
1164	Buglere	bone	gda	gda	g d a		609	978	g - d - - a	C C V
1172	CentralTunebo	bone	'kaɾaɾa	'kaɾaɾa	'k/k a ɾ a ɾ a		609	978	'k/k a ɾ a ɾ a	C V C V C V
1171	Chibcha	bone	kɨnɨ	kɨnɨ	k ɨ n ɨ		609	978	k ɨ n - - ɨ	C V C V
1158	MalekuJaika	bone	ko:ɾa	ko:ɾa	k oː ɾ a		609	978	k oː ɾ - - a	C V C V
1163	Ngabere	bone	kɾɔ	kɾɔ	k ɾ ɔ		609	978	k - ɾ - - ɔ	C C V
1166	SanBlasKuna	bone	kala	kala	k a l a		609	978	k a l - - a	C V C V
2315	Arhuaco	breast	tu	tu	t u		1251	279	t - u - - -	C V
2320	Bari	breast	tu	tu	t u		1251	279	t - u - - -	C V
2307	Bribri	breast	tsǔʔ	tsǔʔ	t s ǔ/u ʔ		1251	279	t s ǔ/u ʔ - -	C C V C
2311	Buglere	breast	tusú	tusú	t u s ú/u		1251	279	t - u s ú/u -	C V C V
2308	Cabecar	breast	tsú	tsú	t s ú/u		1251	279	t s ú/u - - -	C C V
2299	Cacaopera	breast	sum	sum	s u m		1251	279	- s u m - -	C V C
2319	CentralTunebo	breast	su'ta	su'ta	s u 't/t a		1251	279	- s u 't/t a -	C V C V
2318	Chibcha	breast	tʲue	tʲue	tʲ u e		1251	279	tʲ - u - e -	C V V
2314	Cogui	breast	su'mi	su'mi	s u 'm/m i		1251	279	- s u 'm/m i -	C V C V
2297	LencaSalvador	breast	ts'ukiN	ts'ukiN	t s 'u/u k i n		1251	279	t s 'u/u k i n	C C V C V C
2316	Malayo	breast	'tudu	'tudu	't/t u d u		1251	279	't/t - u d u -	C V C V
2303	Pech	breast	tútú	tútú	t ú/u t ú/u		1251	279	t - ú/u t ú/u -	C V C V
2313	SanBlasKuna	breast	nu:	nu:	n uː		1251	279	n - uː - - -	C V
2300	Mayangna	breast	ta	ta	t a		1253	281	t - a - - -	C V
2302	Miskito	breast	tjalka	tjalka	t j a l k a		1253	281	t j a l k a	C C V C C V
2301	Ulwa	breast	ta	ta	t a		1253	281	t - a - - -	C V
2306	Boruca	breast	kàʔ	kàʔ	k à/a ʔ		1254	282	k à/a - - ʔ -	C V C
2317	Chimila	breast	ka:ʔ	ka:ʔ	k aː ʔ		1254	282	k aː - - ʔ -	C V C
2305	MalekuJaika	breast	ko:ɾi	ko:ɾi	k oː ɾ i		1254	282	k oː - - ɾ i	C V C V
2304	Rama	breast	ka:ŋali:	ka:ŋali:	k aː ŋ a l iː		1254	282	k aː ŋ a l iː	C V C V C V
1565	Boruca	child	uáʔ	uáʔ	u á/a ʔ		835	1226	- u á/a ʔ - - -	V V C
1577	Chibcha	child	ɣuasɣua	ɣuasɣua	ɣ u a s ɣ u a		835	1226	ɣ u a s ɣ u a	C V V C C V V
1557	LencaHonduras	child	wewe	wewe	w e w e		835	1226	w e - - w e -	C V C V
1556	LencaSalvador	child	wewe	wewe	w e w e		835	1226	w e - - w e -	C V C V
1566	Bribri	child	aɺá	aɺá	a ɺ á/a		842	1234	a ɺ - - - á/a	V C V
1571	Dorasque	child	áni	áni	á/a n i		842	1234	á/a n - - - i	V C V
1564	MalekuJaika	child	aɾaptʃa:	aɾaptʃa:	a ɾ a p tʃ aː		842	1234	a ɾ a p tʃ aː	V C V C C V
1574	Arhuaco	child	gəmmɨ'sinɨ	gəmmɨ'sinɨ	g ə m ɨ 's/s i n ɨ		843	1235	g ə m ɨ - 's/s i n ɨ	C V C V C V C V
1567	Cabecar	child	dʒabà	dʒabà	dʒ a b à/a		843	1235	dʒ a b - - - - - à/a	C V C V
1575	Malayo	child	gɨmɨntina	gɨmɨntina	g ɨ m ɨ n t i n a		843	1235	g ɨ m ɨ n t i n a	C V C V C C V C V
1569	Ngabere	child	nɔbɔgɾe	nɔbɔgɾe	n ɔ b ɔ g ɾ e		843	1235	n ɔ b ɔ - g - ɾ e	C V C V C C V
1669	Arhuaco	cloud	'məɲɨ	'məɲɨ	'm/m ə ɲ ɨ		900	1298	'm/m ə ɲ - - ɨ	C V C V
1660	Boruca	cloud	bók	bók	b ó/o k		900	1298	b ó/o k - - -	C V C
1661	Bribri	cloud	bṍ	bṍ	b ṍ/õ		900	1298	b ṍ/õ - - - -	C V
1665	Buglere	cloud	boga	boga	b o g a		900	1298	b o g - - a	C V C V
1662	Cabecar	cloud	bõ̀	bõ̀	b õ̀/õ		900	1298	b õ̀/õ - - - -	C V
1653	Cacaopera	cloud	amu	amu	a m u		900	1298	- a m - - u	V C V
1673	CentralTunebo	cloud	bowa'ɾa	bowa'ɾa	b o w 'a/a ɾ a		900	1298	b o w 'a/a ɾ a	C V C V C V
1672	Chibcha	cloud	ʔaoa	ʔaoa	ʔ a o a		900	1298	ʔ a - o - a	C V V V
1671	Chimila	cloud	monse	monse	m o n s e		900	1298	m o n - s e	C V C C V
1668	Cogui	cloud	'maui	'maui	'm/m a u i		900	1298	'm/m a - u - i	C V V V
1666	Dorasque	cloud	bókála	bókála	b ó/o k á/a l a		900	1298	b ó/o k á/a l a	C V C V C V
1670	Malayo	cloud	moɲa	moɲa	m o ɲ a		900	1298	m o ɲ - - a	C V C V
1659	MalekuJaika	cloud	piu:	piu:	p i uː		900	1298	p i - - - uː	C V V
1654	Mayangna	cloud	mukus	mukus	m u k u s		900	1298	m u k u s -	C V C V C
1664	Ngabere	cloud	mɯta	mɯta	m ɯ t a		900	1298	m ɯ - - t a	C V C V
1667	SanBlasKuna	cloud	mola	mola	m o l a		900	1298	m o - - l a	C V C V
1663	Teribe	cloud	ɸóŋ	ɸóŋ	ɸ ó/o ŋ		900	1298	ɸ ó/o ŋ - - -	C V C
1655	Ulwa	cloud	mukus	mukus	m u k u s		900	1298	m u k u s -	C V C V C
934	Bari	cold (temperature)	te:	te:	t eː		470	825	- t - - - - - - eː	C V
920	Boruca	cold (temperature)	sèxká	sèxká	s è/e x k á/a		470	825	- s è/e - x - - k á/a	C V C C V
921	Bribri	cold (temperature)	sẽ̂ssẽ̌	sẽ̂ssẽ̌	s ẽ̂/ẽ s ẽ̌/ẽ		470	825	- s ẽ̂/ẽ - s - - - ẽ̌/ẽ	C V C V
925	Buglere	cold (temperature)	skeke	skeke	s k e k e		470	825	- s - - k e - k e	C C V C V
922	Cabecar	cold (temperature)	tsḗ	tsḗ	t s ẽ́/ẽ		470	825	- t - - - - - s ẽ́/ẽ	C C V
933	CentralTunebo	cold (temperature)	'seroa	'seroa	's/s e r o a		470	825	- 's/s e r - o - - a	C V C V V
931	Chimila	cold (temperature)	sa:hnihka:	sa:hnihka:	s aː h n i h k aː		470	825	- s aː h n i h k aː	C V C C V C C V
926	Dorasque	cold (temperature)	saiga	saiga	s a i g a		470	825	- s a - - i - g a	C V V C V
911	LencaSalvador	cold (temperature)	ts'ana	ts'ana	t s 'a/a n a		470	825	t s 'a/a n - - - - a	C C V C V
930	Malayo	cold (temperature)	se	se	s e		470	825	- - - - - - - s e	C V
919	MalekuJaika	cold (temperature)	tʃitʃi:xa	tʃitʃi:xa	tʃ i tʃ iː x a		470	825	- tʃ i - tʃ iː - x a	C V C V C V
914	Mayangna	cold (temperature)	saŋni	saŋni	s a ŋ n i		470	825	- s a ŋ n - - - i	C V C C V
924	Ngabere	cold (temperature)	tibo	tibo	t i b o		470	825	- t i - b - - - o	C V C V
917	Pech	cold (temperature)	sã̀jwá	sã̀jwá	s ã̀/ã j w á/a		470	825	- s ã̀/ã - - - j w á/a	C V C C V
918	Rama	cold (temperature)	saima	saima	s a i m a		470	825	- s a - - i - m a	C V V C V
923	Teribe	cold (temperature)	séntè	séntè	s é/e n t è/e		470	825	- s é/e n t - - - è/e	C V C C V
2465	LencaHonduras	come (v.)	pu	pu	p u		1324	359	p u -	C V
2464	LencaSalvador	come (v.)	po	po	p o		1324	359	p o -	C V
2469	Miskito	come (v.)	bal	bal	b a l		1324	359	b a l	C V C
2466	Cacaopera	come (v.)	ajra	ajra	a j r a		1325	360	a j r a	V C C V
2467	Mayangna	come (v.)	ajwa	ajwa	a j w a		1325	360	a j w a	V C C V
2468	Ulwa	come (v.)	ajwa	ajwa	a j w a		1325	360	a j w a	V C C V
2474	Bribri	come (v.)	dɪ	dɪ	d ɪ		1326	361	d ɪ - - -	C V
2478	Buglere	come (v.)	tʃige	tʃige	tʃ i g e		1326	361	tʃ i - g e	C V C V
2475	Cabecar	come (v.)	de	de	d e		1326	361	d e - - -	C V
2470	Pech	come (v.)	tèʔk	tèʔk	t è/e ʔ k		1326	361	t è/e ʔ k -	C V C C
2471	Rama	come (v.)	si:k	si:k	s iː k		1326	361	s iː - k -	C V C
2482	Arhuaco	come (v.)	'na-k	'na-k	'n/n a k		1327	362	'n/n a k -	C V C
2485	Chibcha	come (v.)	nɨ	nɨ	n ɨ		1327	362	n ɨ - -	C V
2481	Cogui	come (v.)	'na-ʃ	'na-ʃ	'n/n a ʃ		1327	362	'n/n a ʃ -	C V C
2483	Malayo	come (v.)	na-k	na-k	n a k		1327	362	n a k -	C V C
2472	MalekuJaika	come (v.)	to-ki:	to-ki:	t o k iː		1327	362	t o k iː	C V C V
2480	SanBlasKuna	come (v.)	ta-ke	ta-ke	t a k e		1327	362	t a k e	C V C V
1318	LencaHonduras	cry (v.)	aj	aj	a j		693	1070	a j - -	V C
1320	Mayangna	cry (v.)	ajdi	ajdi	a j d i		693	1070	a j d i	V C C V
1321	Ulwa	cry (v.)	ajda	ajda	a j d a		693	1070	a j d a	V C C V
1335	Arhuaco	cry (v.)	mau	mau	m a u		697	1074	m a u -	C V V
1326	Boruca	cry (v.)	bò	bò	b ò/o		697	1074	b ò/o - -	C V
1331	Buglere	cry (v.)	moe	moe	m o e		697	1074	m o e -	C V V
1334	Cogui	cry (v.)	'mau	'mau	'm/m a u		697	1074	'm/m a u -	C V V
1332	Dorasque	cry (v.)	bos	bos	b o s		697	1074	b o - s	C V C
1330	Ngabere	cry (v.)	mui	mui	m u i		697	1074	m u i -	C V V
1324	Rama	cry (v.)	paun	paun	p a u n		697	1074	p a u n	C V V C
1333	SanBlasKuna	cry (v.)	po	po	p o		697	1074	p o - -	C V
1340	Bari	cry (v.)	kona	kona	k o n a		703	1082	k o n a	C V C V
1339	CentralTunebo	cry (v.)	ko'ni	ko'ni	k o 'n/n i		703	1082	k o 'n/n i	C V C V
1338	Chibcha	cry (v.)	kon	kon	k o n		703	1082	k o n -	C V C
602	LencaHonduras	cut (v.)	taj	taj	t a j		327	668	t a j	C V C
601	LencaSalvador	cut (v.)	t'ih	t'ih	t 'i/i h		327	668	t 'i/i h	C V C
604	Mayangna	cut (v.)	dak	dak	d a k		327	668	d a k	C V C
605	Ulwa	cut (v.)	dak	dak	d a k		327	668	d a k	C V C
611	Bribri	cut (v.)	tɪ	tɪ	t ɪ		333	675	t ɪ - - - -	C V
612	Cabecar	cut (v.)	tɪ	tɪ	t ɪ		333	675	t ɪ - - - -	C V
614	Ngabere	cut (v.)	tikekɔ	tikekɔ	t i k e k ɔ		333	675	t i k e k ɔ	C V C V C V
163	Arhuaco	dance (v.)	kué	kué	k u é/e		71	1089	k - u é/e - - - -	C V V
154	Boruca	dance (v.)	kuìk	kuìk	k u ì/i k		71	1089	k - u ì/i - k - -	C V V C
159	Buglere	dance (v.)	gwie	gwie	g w i e		71	1089	g w i e - - - -	C C V V
165	Chimila	dance (v.)	kuiahné	kuiahné	k u i a h n é/e		71	1089	k - u i a h n é/e	C V V V C C V
162	Cogui	dance (v.)	kuiz	kuiz	k u i z		71	1089	k - u i - z - -	C V V C
160	Dorasque	dance (v.)	kúyi	kúyi	k ú/u j i		71	1089	k - ú/u - - - j i	C V C V
164	Malayo	dance (v.)	ku'i	ku'i	k 'u/u i		71	1089	k - 'u/u i - - - -	C V V
151	Pech	dance (v.)	wiʔ	wiʔ	w i ʔ		71	1089	- w i - - ʔ - -	C V C
161	SanBlasKuna	dance (v.)	kuile	kuile	k u i l e		71	1089	k - u i - - l e	C V V C V
1844	LencaHonduras	dog	suj	suj	s u j		995	1401	s u j -	C V C
1843	LencaSalvador	dog	ʃuʃu	ʃuʃu	ʃ u ʃ u		995	1401	ʃ u ʃ u	C V C V
1846	Mayangna	dog	sulu	sulu	s u l u		995	1401	s u l u	C V C V
1849	Pech	dog	ʃúʃù	ʃúʃù	ʃ ú/u ʃ ù/u		995	1401	ʃ ú/u ʃ ù/u	C V C V
1847	Ulwa	dog	sulu	sulu	s u l u		995	1401	s u l u	C V C V
1857	Buglere	dog	to	to	t o		1003	7	t o	C V
1864	Chibcha	dog	to	to	t o		1003	7	t o	C V
1856	Ngabere	dog	nu	nu	n u		1003	7	n u	C V
171	Cacaopera	drink (v.)	dipa	dipa	d i p a		81	1198	d i p a	C V C V
172	Mayangna	drink (v.)	di	di	d i		81	1198	d i - -	C V
174	Miskito	drink (v.)	di	di	d i		81	1198	d i - -	C V
173	Ulwa	drink (v.)	di	di	d i		81	1198	d i - -	C V
178	Boruca	drink (v.)	dʒáŋ	dʒáŋ	dʒ á/a ŋ		84	1231	dʒ á/a ŋ -	C V C
179	Bribri	drink (v.)	dʒa	dʒa	dʒ a		84	1231	dʒ a - -	C V
180	Cabecar	drink (v.)	dʒɪ	dʒɪ	dʒ ɪ		84	1231	dʒ ɪ - -	C V
191	CentralTunebo	drink (v.)	'jaʔa	'jaʔa	'j/j a ʔ a		84	1231	'j/j a ʔ a	C V C V
177	MalekuJaika	drink (v.)	tʃa:	tʃa:	tʃ aː		84	1231	tʃ aː - -	C V
182	Ngabere	drink (v.)	ɲã	ɲã	ɲ ã		84	1231	- - ɲ ã	C V
181	Teribe	drink (v.)	iɪ́	iɪ́	i ɪ́/ɪ		84	1231	- i - ɪ́/ɪ	V V
2225	LencaSalvador	dry	tina	tina	t i n a		1209	232	- - t i n - - a	C V C V
2244	Malayo	dry	ʒita	ʒita	ʒ i t a		1209	232	- - ʒ i t - - a	C V C V
2233	MalekuJaika	dry	tiɬa:-xa	tiɬa:-xa	t i ɬ aː x a		1209	232	- - t i ɬ aː x a	C V C V C V
2238	Ngabere	dry	nɣta-ɾe	nɣta-ɾe	n ɣ t a ɾ e		1209	232	n ɣ t a ɾ - - e	C C C V C V
2241	SanBlasKuna	dry	tinna	tinna	t i n a		1209	232	- - t i n - - a	C V C V
2248	Bari	dry	bunũnĩ	bunũnĩ	b u n ũ n ĩ		1214	238	b u n ũ - - - n ĩ	C V C V C V
2247	CentralTunebo	dry	buɾ-a'-buɾ-a	buɾ-a'-buɾ-a	b u ɾ 'a/a b u ɾ a		1214	238	b u ɾ 'a/a - b u ɾ a	C V C V C V C V
2246	Chibcha	dry	βutʲua	βutʲua	β u tʲ u a		1214	238	β u tʲ u - - - - a	C V C V V
2245	Chimila	dry	bɾo:nta	bɾo:nta	b ɾ oː n t a		1214	238	b - ɾ oː n t - - a	C C V C C V
2232	Rama	dry	plu:sba	plu:sba	p l uː s b a		1214	238	p - l uː s b - - a	C C V C C V
1772	Cacaopera	ear	tupa	tupa	t u p a		958	1360	t u p a	C V C V
1773	Mayangna	ear	tapa	tapa	t a p a		958	1360	t a p a	C V C V
1774	Ulwa	ear	tapa	tapa	t a p a		958	1360	t a p a	C V C V
1788	Arhuaco	ear	'kukkwɨ	'kukkwɨ	'k/k u k w ɨ		961	1364	'k/k u - - k - w ɨ	C V C C V
1793	Bari	ear	kokti	kokti	k o k t i		961	1364	k o - - k - t i	C V C C V
1779	Boruca	ear	kuágàx	kuágàx	k u á/a g à/a x		961	1364	k u - á/a g à/a x -	C V V C V C
1780	Bribri	ear	kukʊ́	kukʊ́	k u k ʊ́/ʊ		961	1364	k u - - k - - ʊ́/ʊ	C V C V
1781	Cabecar	ear	kukʊ́	kukʊ́	k u k ʊ́/ʊ		961	1364	k u - - k - - ʊ́/ʊ	C V C V
1792	CentralTunebo	ear	kuh-ka'ha	kuh-ka'ha	k u h k 'a/a h a		961	1364	k u h - k 'a/a h a	C V C C V C V
1791	Chibcha	ear	kuhu-ka	kuhu-ka	k u h u k a		961	1364	k u - - h u k a	C V C V C V
